league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90
FRA-Ligue 1,2425,Auxerre,Jubal,BRA,Defender,30.0,1993.0,30,30,2640,29.3,6,0,6,3,3,4,7,0,5.2,2.0,0.9,2.9,1,33,3,0.2,0.0,0.2,0.1,0.1,0.18,0.03,0.21,0.07,0.1
FRA-Ligue 1,2425,Auxerre,Ki-Jana Hoever,NED,Defender,22.0,2002.0,30,26,2124,23.6,1,2,3,1,0,0,4,1,0.5,0.5,2.7,3.2,59,79,128,0.04,0.08,0.13,0.04,0.13,0.02,0.11,0.13,0.02,0.13
FRA-Ligue 1,2425,Auxerre,Kévin Danois,FRA,Midfielder,20.0,2004.0,22,16,1460,16.2,0,0,0,0,0,0,1,0,1.5,1.5,2.2,3.7,19,95,50,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.23,0.09,0.23
FRA-Ligue 1,2425,Auxerre,Lassine Sinayoko,MLI,Forward/Midfielder,24.0,1999.0,34,25,2299,25.5,5,8,13,4,1,1,5,0,6.5,5.7,5.5,11.3,53,62,193,0.2,0.31,0.51,0.16,0.47,0.25,0.22,0.47,0.22,0.44
FRA-Ligue 1,2425,Auxerre,Lasso Coulibaly,CIV,Forward/Midfielder,21.0,2002.0,3,0,45,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.3,0,0,4,2.0,0.0,2.0,2.0,2.0,0.56,0.13,0.69,0.56,0.69
FRA-Ligue 1,2425,Auxerre,Loïc N'Gatta,FRA,Defender,20.0,2003.0,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Paul Joly,FRA,Defender,24.0,2000.0,26,10,1009,11.2,0,1,1,0,0,0,3,1,0.6,0.6,1.3,1.9,28,51,61,0.0,0.09,0.09,0.0,0.09,0.05,0.12,0.17,0.05,0.17
FRA-Ligue 1,2425,Auxerre,Rayan Raveloson,MAD,Midfielder/Defender,27.0,1997.0,13,7,724,8.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,5,31,12,0.12,0.0,0.12,0.12,0.12,0.1,0.02,0.12,0.1,0.12
FRA-Ligue 1,2425,Auxerre,Rudy Matondo,FRA,Midfielder,16.0,2008.0,5,0,66,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Sinaly Diomande,CIV,Defender,23.0,2001.0,23,22,1945,21.6,3,2,5,3,0,0,6,0,1.1,1.1,0.6,1.7,8,72,8,0.14,0.09,0.23,0.14,0.23,0.05,0.03,0.08,0.05,0.08
FRA-Ligue 1,2425,Auxerre,Theo Bair,CAN,Forward,24.0,1999.0,29,11,939,10.4,2,1,3,2,0,0,1,0,3.0,3.0,1.2,4.2,15,16,42,0.19,0.1,0.29,0.19,0.29,0.29,0.11,0.4,0.29,0.4
FRA-Ligue 1,2425,Auxerre,Théo De Percin,MTQ,Goalkeeper,23.0,2001.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Théo Pellenard,FRA,Defender,30.0,1994.0,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Auxerre,Yoann Cissé,FRA,Midfielder,19.0,2004.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Abdallah Sima,SEN,Forward/Midfielder,23.0,2001.0,27,14,1238,13.8,7,2,9,7,0,0,2,0,5.9,5.9,1.0,6.9,36,24,92,0.51,0.15,0.65,0.51,0.65,0.43,0.07,0.5,0.43,0.5
FRA-Ligue 1,2425,Brest,Abdoulaye Niakhate Ndiaye,SEN,Defender,22.0,2002.0,22,19,1707,19.0,1,0,1,1,0,0,4,1,1.0,1.0,0.0,1.0,5,39,4,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2425,Brest,Axel Camblan,FRA,Midfielder/Forward,20.0,2003.0,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,2425,Brest,Bradley Locko,FRA,Defender,22.0,2002.0,2,1,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
FRA-Ligue 1,2425,Brest,Brendan Chardonnet,FRA,Defender,29.0,1994.0,27,27,2416,26.8,1,0,1,1,0,0,6,0,0.8,0.8,1.2,2.0,7,51,5,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07
FRA-Ligue 1,2425,Brest,Edimilson Fernandes,SUI,Midfielder/Defender,28.0,1996.0,19,12,1105,12.3,0,1,1,0,0,0,1,0,0.4,0.4,0.6,1.0,7,40,3,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08
FRA-Ligue 1,2425,Brest,Grégoire Coudert,FRA,Goalkeeper,25.0,1999.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Hamidou Makalou,MLI,Forward/Midfielder,18.0,2006.0,4,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Hianga Mananga Mbock,FRA,Midfielder,24.0,1999.0,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2425,Brest,Hugo Magnetti,FRA,Midfielder,26.0,1998.0,32,27,2323,25.8,1,0,1,1,0,0,5,0,0.8,0.8,0.4,1.2,21,80,20,0.04,0.0,0.04,0.04,0.04,0.03,0.02,0.05,0.03,0.05
FRA-Ligue 1,2425,Brest,Ibrahim Salah,MAR,Forward,22.0,2001.0,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.25,0.25,0.5,0.25,0.5,0.15,0.14,0.29,0.15,0.29
FRA-Ligue 1,2425,Brest,Jonas Martin,FRA,Midfielder,34.0,1990.0,17,5,496,5.5,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,8,21,9,0.18,0.0,0.18,0.18,0.18,0.07,0.06,0.14,0.07,0.14
FRA-Ligue 1,2425,Brest,Jordan Amavi,FRA,Defender,30.0,1994.0,11,8,790,8.8,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.4,22,36,21,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
FRA-Ligue 1,2425,Brest,Julien Le Cardinal,FRA,Defender,26.0,1997.0,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.0,0.07,0.07,0.0,0.07,0.03,0.02,0.05,0.03,0.05
FRA-Ligue 1,2425,Brest,Justin Bourgault,FRA,Defender,18.0,2005.0,2,2,122,1.4,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,4,12,0.74,0.0,0.74,0.74,0.74,0.05,0.1,0.15,0.05,0.15
FRA-Ligue 1,2425,Brest,Jérémy Le Douaron,FRA,Forward,26.0,1998.0,2,1,102,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2425,Brest,Kamory Doumbia,MLI,Midfielder/Forward,21.0,2003.0,30,13,1322,14.7,3,2,5,3,0,0,1,0,2.7,2.7,1.2,3.9,17,72,54,0.2,0.14,0.34,0.2,0.34,0.19,0.08,0.27,0.19,0.27
FRA-Ligue 1,2425,Brest,Kenny Lala,MAD,Defender,32.0,1991.0,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.1,0.07,0.17,0.0,0.07,0.1,0.14,0.24,0.02,0.17
FRA-Ligue 1,2425,Brest,Luck Zogbé,CIV,Defender,19.0,2005.0,13,7,638,7.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,4,19,19,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06
FRA-Ligue 1,2425,Brest,Ludovic Ajorque,FRA,Forward,30.0,1994.0,31,29,2495,27.7,13,2,15,13,0,1,5,0,10.4,9.6,3.1,12.7,10,41,124,0.47,0.07,0.54,0.47,0.54,0.38,0.11,0.49,0.35,0.46
FRA-Ligue 1,2425,Brest,Mahdi Camara,FRA,Midfielder/Forward,26.0,1998.0,34,31,2659,29.5,5,3,8,5,0,0,5,0,4.1,4.1,2.0,6.2,58,111,112,0.17,0.1,0.27,0.17,0.27,0.14,0.07,0.21,0.14,0.21
FRA-Ligue 1,2425,Brest,Mama Samba Baldé,GNB,Forward,28.0,1995.0,27,12,1149,12.8,2,3,5,2,0,0,4,0,3.0,3.0,2.1,5.1,35,22,100,0.16,0.23,0.39,0.16,0.39,0.24,0.17,0.4,0.24,0.4
FRA-Ligue 1,2425,Brest,Marco Bizot,NED,Goalkeeper,33.0,1991.0,32,32,2880,32.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Brest,Massadio Haïdara,MLI,Defender,31.0,1992.0,22,20,1678,18.6,0,0,0,0,0,0,3,2,0.3,0.3,0.5,0.8,44,77,76,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
FRA-Ligue 1,2425,Brest,Mathias Pereira Lage,POR,Forward/Midfielder,27.0,1996.0,29,18,1571,17.5,2,7,9,2,0,0,4,0,3.3,3.3,3.5,6.8,32,41,100,0.11,0.4,0.52,0.11,0.52,0.19,0.2,0.39,0.19,0.39
FRA-Ligue 1,2425,Brest,Pierre Lees-Melou,FRA,Midfielder,31.0,1993.0,20,17,1526,17.0,2,2,4,2,0,0,7,0,1.3,1.3,2.8,4.0,23,105,36,0.12,0.12,0.24,0.12,0.24,0.07,0.16,0.24,0.07,0.24
FRA-Ligue 1,2425,Brest,Romain Del Castillo,FRA,Forward,28.0,1996.0,26,14,1259,14.0,6,4,10,3,3,4,0,0,4.7,1.5,3.4,4.9,29,61,106,0.43,0.29,0.71,0.21,0.5,0.33,0.24,0.58,0.11,0.35
FRA-Ligue 1,2425,Brest,Romain Faivre,FRA,Midfielder/Forward,26.0,1998.0,20,10,899,10.0,3,2,5,2,1,1,2,0,2.6,1.8,1.9,3.7,24,44,49,0.3,0.2,0.5,0.2,0.4,0.26,0.19,0.45,0.18,0.37
FRA-Ligue 1,2425,Brest,Soumaïla Coulibaly,FRA,Defender,20.0,2003.0,7,5,438,4.9,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,16,0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05
FRA-Ligue 1,2425,Brest,Sérigné Diop,SEN,Forward,19.0,2005.0,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Abdoulaye Touré,GUI,Midfielder,30.0,1994.0,28,26,2324,25.8,10,1,11,2,8,9,5,0,9.4,2.2,0.4,2.6,17,109,28,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1
FRA-Ligue 1,2425,Le Havre,Alois Confais,FRA,Midfielder,27.0,1996.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,André Ayew,GHA,Forward,34.0,1989.0,27,15,1453,16.1,4,1,5,4,0,0,2,0,4.3,4.3,0.2,4.6,5,18,43,0.25,0.06,0.31,0.25,0.31,0.27,0.02,0.28,0.27,0.28
FRA-Ligue 1,2425,Le Havre,Antoine Joujou,FRA,Midfielder/Forward,21.0,2003.0,26,9,943,10.5,0,2,2,0,0,0,1,0,0.6,0.6,3.0,3.7,44,18,85,0.0,0.19,0.19,0.0,0.19,0.06,0.29,0.35,0.06,0.35
FRA-Ligue 1,2425,Le Havre,Arouna Sangante,SEN,Defender,22.0,2002.0,16,16,1244,13.8,3,0,3,3,0,0,4,1,1.0,1.0,0.1,1.1,11,48,3,0.22,0.0,0.22,0.22,0.22,0.07,0.01,0.08,0.07,0.08
FRA-Ligue 1,2425,Le Havre,Arthur Desmas,FRA,Goalkeeper,30.0,1994.0,18,18,1620,18.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Christopher Operi,CIV,Defender/Forward,27.0,1997.0,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19
FRA-Ligue 1,2425,Le Havre,Daler Kuzyaev,RUS,Midfielder,31.0,1993.0,12,6,567,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.6,0.8,4,32,9,0.16,0.0,0.16,0.16,0.16,0.03,0.09,0.12,0.03,0.12
FRA-Ligue 1,2425,Le Havre,Elysée Logbo,FRA,Forward,20.0,2004.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61
FRA-Ligue 1,2425,Le Havre,Emmanuel Sabbi,USA,Forward/Midfielder,26.0,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35
FRA-Ligue 1,2425,Le Havre,Etienne Youte Kinkoue,FRA,Defender,22.0,2002.0,28,26,2320,25.8,0,0,0,0,0,0,4,1,1.3,1.3,0.2,1.5,12,63,4,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
FRA-Ligue 1,2425,Le Havre,Fodé Ballo-Touré,SEN,Defender/Midfielder,27.0,1997.0,10,9,589,6.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,15,13,14,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
FRA-Ligue 1,2425,Le Havre,Gautier Lloris,FRA,Defender,29.0,1995.0,31,31,2768,30.8,2,1,3,2,0,0,5,0,1.2,1.2,0.9,2.0,13,99,7,0.07,0.03,0.1,0.07,0.1,0.04,0.03,0.07,0.04,0.07
FRA-Ligue 1,2425,Le Havre,Ilyes Housni,FRA,Forward/Midfielder,19.0,2005.0,12,3,230,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,8,4,24,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.17,0.09,0.17
FRA-Ligue 1,2425,Le Havre,Issa Soumaré,SEN,Forward/Midfielder,23.0,2000.0,29,21,1902,21.1,5,4,9,5,0,0,0,0,3.8,3.8,3.1,6.9,61,45,144,0.24,0.19,0.43,0.24,0.43,0.18,0.15,0.33,0.18,0.33
FRA-Ligue 1,2425,Le Havre,Josué Casimir,FRA,Forward/Midfielder,22.0,2001.0,27,23,1997,22.2,4,4,8,4,0,0,5,0,3.3,3.3,3.4,6.7,71,41,151,0.18,0.18,0.36,0.18,0.36,0.15,0.15,0.3,0.15,0.3
FRA-Ligue 1,2425,Le Havre,Junior Mwanga,FRA,Midfielder,21.0,2003.0,11,11,952,10.6,1,2,3,1,0,0,1,1,1.3,1.3,1.0,2.3,15,42,15,0.09,0.19,0.28,0.09,0.28,0.12,0.1,0.22,0.12,0.22
FRA-Ligue 1,2425,Le Havre,Kandet Diawara,GUI,Forward,24.0,2000.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Koka,EGY,Forward,31.0,1993.0,16,10,851,9.5,3,1,4,2,1,1,2,0,4.9,4.2,0.6,4.8,0,12,20,0.32,0.11,0.42,0.21,0.32,0.52,0.07,0.59,0.44,0.51
FRA-Ligue 1,2425,Le Havre,Loïc Nego,HUN,Defender/Forward,33.0,1991.0,31,28,2459,27.3,0,0,0,0,0,0,4,0,0.8,0.8,0.7,1.4,64,102,123,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05
FRA-Ligue 1,2425,Le Havre,Mahamadou Diawara,FRA,Midfielder,19.0,2005.0,15,6,582,6.5,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.8,9,16,6,0.0,0.15,0.15,0.0,0.15,0.06,0.06,0.12,0.06,0.12
FRA-Ligue 1,2425,Le Havre,Mathieu Gorgelin,FRA,Goalkeeper,33.0,1990.0,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Mathéo Bodmer,FRA,Midfielder,20.0,2004.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Le Havre,Oussama Targhalline,MAR,Midfielder,22.0,2002.0,14,12,990,11.0,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.9,25,66,34,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08
FRA-Ligue 1,2425,Le Havre,Rassoul Ndiaye,SEN,Midfielder,22.0,2001.0,27,11,1061,11.8,1,0,1,1,0,0,2,0,1.7,1.7,0.6,2.4,6,46,30,0.08,0.0,0.08,0.08,0.08,0.15,0.05,0.2,0.15,0.2
FRA-Ligue 1,2425,Le Havre,Samuel Grandsir,FRA,Midfielder/Forward,27.0,1996.0,6,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,5,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.67
FRA-Ligue 1,2425,Le Havre,Steve Ngoura,FRA,Forward,19.0,2005.0,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.0,0.0,0.0,0.0,0.0,0.4,0.14,0.54,0.4,0.54
FRA-Ligue 1,2425,Le Havre,Timothee Pembele,FRA,Defender,21.0,2002.0,20,12,1113,12.4,1,0,1,1,0,0,3,0,1.3,1.3,0.1,1.4,27,43,44,0.08,0.0,0.08,0.08,0.08,0.1,0.01,0.11,0.1,0.11
FRA-Ligue 1,2425,Le Havre,Yanis Zouaoui,ALG,Defender/Forward,30.0,1994.0,17,9,976,10.8,0,2,2,0,0,0,3,0,0.1,0.1,2.9,3.1,33,32,33,0.0,0.18,0.18,0.0,0.18,0.01,0.27,0.28,0.01,0.28
FRA-Ligue 1,2425,Le Havre,Yassine Kechta,MAR,Midfielder/Forward,22.0,2002.0,31,25,2096,23.3,2,0,2,2,0,0,4,0,2.5,2.5,1.2,3.7,44,97,85,0.09,0.0,0.09,0.09,0.09,0.11,0.05,0.16,0.11,0.16
FRA-Ligue 1,2425,Le Havre,Yoann Salmier,GUF,Defender,31.0,1992.0,13,9,797,8.9,0,0,0,0,0,0,3,0,0.8,0.8,0.2,1.1,7,24,1,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12
FRA-Ligue 1,2425,Lens,Abdukodir Khusanov,UZB,Defender,20.0,2004.0,13,11,975,10.8,0,0,0,0,0,0,2,1,0.2,0.2,0.3,0.6,2,43,6,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05
FRA-Ligue 1,2425,Lens,Adrien Thomasson,FRA,Midfielder,30.0,1993.0,33,31,2615,29.1,3,7,10,3,0,0,7,0,5.9,5.9,6.0,11.9,30,149,138,0.1,0.24,0.34,0.1,0.34,0.2,0.21,0.41,0.2,0.41
FRA-Ligue 1,2425,Lens,Anass Zaroury,MAR,Forward/Midfielder,23.0,2000.0,28,16,1405,15.6,2,2,4,2,0,0,3,1,1.7,1.7,2.9,4.6,49,65,107,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29
FRA-Ligue 1,2425,Lens,Andy Diouf,FRA,Midfielder,21.0,2003.0,34,27,2225,24.7,1,2,3,1,0,0,2,0,2.9,2.9,2.8,5.7,82,116,94,0.04,0.08,0.12,0.04,0.12,0.12,0.11,0.23,0.12,0.23
FRA-Ligue 1,2425,Lens,Angelo Fulgini,FRA,Midfielder/Forward,27.0,1996.0,23,11,1045,11.6,1,1,2,1,0,0,3,0,2.4,2.4,3.8,6.2,29,69,113,0.09,0.09,0.17,0.09,0.17,0.21,0.33,0.53,0.21,0.53
FRA-Ligue 1,2425,Lens,Brice Samba,FRA,Goalkeeper,30.0,1994.0,15,15,1350,15.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Lens,David Costa,POR,Midfielder/Forward,23.0,2001.0,11,3,352,3.9,0,0,0,0,0,0,0,1,1.2,1.2,0.4,1.6,14,24,20,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.41,0.31,0.41
FRA-Ligue 1,2425,Lens,Deiver Machado,COL,Defender/Midfielder,30.0,1993.0,27,20,1805,20.1,1,4,5,1,0,0,7,2,2.3,2.3,2.1,4.3,42,45,80,0.05,0.2,0.25,0.05,0.25,0.11,0.1,0.22,0.11,0.22
FRA-Ligue 1,2425,Lens,Facundo Medina,ARG,Defender,25.0,1999.0,29,29,2543,28.3,0,1,1,0,0,0,15,1,1.8,1.8,2.0,3.8,46,174,42,0.0,0.04,0.04,0.0,0.04,0.06,0.07,0.13,0.06,0.13
FRA-Ligue 1,2425,Lens,Florian Sotoca,FRA,Forward/Midfielder,33.0,1990.0,31,22,1794,19.9,1,1,2,1,0,0,2,1,4.6,4.6,1.5,6.1,44,105,170,0.05,0.05,0.1,0.05,0.1,0.23,0.07,0.31,0.23,0.31
FRA-Ligue 1,2425,Lens,Gabin Capuano,FRA,Forward,18.0,2006.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Lens,Goduine Koyalipou,CTA,Forward,24.0,2000.0,15,12,885,9.8,4,0,4,4,0,0,0,0,4.8,4.8,0.8,5.6,15,20,68,0.41,0.0,0.41,0.41,0.41,0.49,0.08,0.57,0.49,0.57
FRA-Ligue 1,2425,Lens,Hamzat Ojediran,NGA,Midfielder/Forward,20.0,2003.0,17,1,416,4.6,1,0,1,1,0,0,5,0,0.6,0.6,0.4,1.0,4,22,2,0.22,0.0,0.22,0.22,0.22,0.12,0.09,0.22,0.12,0.22
FRA-Ligue 1,2425,Lens,Hervé Koffi,BFA,Goalkeeper,27.0,1996.0,5,5,450,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Lens,Jeremy Agbonifo,SWE,Forward/Midfielder,18.0,2005.0,8,1,300,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.2,0.9,13,6,36,0.3,0.0,0.3,0.3,0.3,0.21,0.06,0.26,0.21,0.26
FRA-Ligue 1,2425,Lens,Jhoanner Chávez,ECU,Defender/Midfielder,22.0,2002.0,10,7,596,6.6,1,0,1,1,0,0,1,0,0.3,0.3,0.7,1.0,14,9,36,0.15,0.0,0.15,0.15,0.15,0.04,0.11,0.15,0.04,0.15
FRA-Ligue 1,2425,Lens,Jonathan Gradit,FRA,Defender,31.0,1992.0,25,24,2112,23.5,0,0,0,0,0,0,4,0,0.8,0.8,0.7,1.5,18,127,4,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
FRA-Ligue 1,2425,Lens,Juma Bah,SLE,Defender,18.0,2006.0,10,8,686,7.6,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,9,1,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03
FRA-Ligue 1,2425,Lens,Kembo Diliwidi,FRA,Defender,18.0,2006.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2425,Lens,Kevin Danso,AUT,Defender,25.0,1998.0,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13
FRA-Ligue 1,2425,Lens,Kyllian Antonio,FRA,Defender/Midfielder,16.0,2008.0,3,2,139,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
FRA-Ligue 1,2425,Lens,M'Bala Nzola,ANG,Forward,27.0,1996.0,21,16,1460,16.2,6,1,7,6,0,0,3,1,8.6,8.6,1.3,9.9,26,22,118,0.37,0.06,0.43,0.37,0.43,0.53,0.08,0.61,0.53,0.61
FRA-Ligue 1,2425,Lens,Malang Sarr,FRA,Defender,25.0,1999.0,21,15,1385,15.4,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,4,54,1,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04
FRA-Ligue 1,2425,Lens,Martin Satriano,URU,Forward/Defender,23.0,2001.0,7,0,88,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,2,14,0.0,0.0,0.0,0.0,0.0,0.37,0.12,0.5,0.37,0.5
FRA-Ligue 1,2425,Lens,Mathew Ryan,AUS,Goalkeeper,32.0,1992.0,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
