league,season,team,player,nationality,position,age,birth_year,90s,goals,shots,shots_on_target,shot_accuracy,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,free_kick_shots,penalty_kicks_made,penalty_kicks_attempted,expected_goals,expected_goals_non_penalty,expected_goals_per_shot_non_penalty,goals_minus_expected,non_penalty_goals_minus_expected
ESP-La Liga,2425,Espanyol,Carlos Romero,,,22.0,2001.0,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2.0,2.0,0.07,0.0,0.0
ESP-La Liga,2425,Espanyol,Edu Expósito,,,27.0,1996.0,11.6,0,18,6,33.3,1.55,0.52,0.0,0.0,22.2,3,0,0,1.0,1.0,0.06,-1.0,-1.0
ESP-La Liga,2425,Espanyol,Fernando Calero,,,28.0,1995.0,7.9,1,2,1,50.0,0.25,0.13,0.5,1.0,9.1,0,0,0,0.3,0.3,0.14,0.7,0.7
ESP-La Liga,2425,Espanyol,Irvin Cardona,,,26.0,1997.0,6.7,1,10,3,30.0,1.49,0.45,0.1,0.33,17.3,1,0,0,1.1,1.1,0.11,-0.1,-0.1
ESP-La Liga,2425,Espanyol,Javi Puado,,,26.0,1998.0,33.0,12,66,19,28.8,2.0,0.57,0.11,0.37,20.7,0,5,5,11.6,7.7,0.12,0.4,-0.7
ESP-La Liga,2425,Espanyol,Joan García,,,23.0,2001.0,38.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP-La Liga,2425,Espanyol,Jofre,,,23.0,2001.0,24.1,3,40,10,25.0,1.66,0.42,0.08,0.3,19.5,0,0,0,2.5,2.5,0.06,0.5,0.5
ESP-La Liga,2425,Espanyol,José Gragera,,,23.0,2000.0,6.3,0,2,0,0.0,0.32,0.0,0.0,,20.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Espanyol,Justin Smith,,,21.0,2003.0,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Espanyol,Leandro Cabrera,,,33.0,1991.0,31.9,4,19,6,31.6,0.6,0.19,0.21,0.67,12.2,0,0,0,1.1,1.1,0.06,2.9,2.9
ESP-La Liga,2425,Espanyol,Marash Kumbulla,,,24.0,2000.0,33.0,3,16,5,31.3,0.48,0.15,0.19,0.6,11.4,0,0,0,1.8,1.8,0.11,1.2,1.2
ESP-La Liga,2425,Espanyol,Naci Ünüvar,,,21.0,2003.0,0.3,0,1,0,0.0,2.9,0.0,0.0,,14.2,0,0,0,0.0,0.0,0.05,0.0,0.0
ESP-La Liga,2425,Espanyol,Omar El Hilali,,,20.0,2003.0,35.0,0,2,0,0.0,0.06,0.0,0.0,,30.9,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2425,Espanyol,Pere Milla,,,31.0,1992.0,5.1,3,11,5,45.5,2.17,0.99,0.27,0.6,15.7,1,0,0,1.5,1.5,0.13,1.5,1.5
ESP-La Liga,2425,Espanyol,Pol Lozano,,,24.0,1999.0,21.6,0,8,2,25.0,0.37,0.09,0.0,0.0,29.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2
ESP-La Liga,2425,Espanyol,Rafael Bauza,,,19.0,2005.0,2.0,0,3,0,0.0,1.48,0.0,0.0,,23.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2425,Espanyol,Roberto Férnandez,,,22.0,2002.0,16.6,6,21,9,42.9,1.26,0.54,0.29,0.67,14.0,0,0,0,3.6,3.6,0.17,2.4,2.4
ESP-La Liga,2425,Espanyol,Roger Hinojo,,,19.0,2005.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Espanyol,Sergi Gómez,,,32.0,1992.0,7.4,0,2,1,50.0,0.27,0.14,0.0,0.0,8.7,0,0,0,0.3,0.3,0.15,-0.3,-0.3
ESP-La Liga,2425,Espanyol,Urko González,,,23.0,2001.0,15.3,0,4,2,50.0,0.26,0.13,0.0,0.0,15.8,0,0,0,0.5,0.5,0.14,-0.5,-0.5
ESP-La Liga,2425,Espanyol,Walid Cheddira,,,26.0,1998.0,7.1,1,13,4,30.8,1.83,0.56,0.08,0.25,12.7,0,0,0,1.0,1.0,0.08,0.0,0.0
ESP-La Liga,2425,Espanyol,Álvaro Aguado,,,28.0,1996.0,4.9,0,10,1,10.0,2.03,0.2,0.0,0.0,23.0,1,0,0,0.6,0.6,0.06,-0.6,-0.6
ESP-La Liga,2425,Espanyol,Álvaro Tejero,,,28.0,1996.0,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,26.1,6,0,0,0.6,0.6,0.04,0.4,0.4
ESP-La Liga,2425,Getafe,Abdoulaye Keita,,,21.0,2002.0,1.1,0,2,0,0.0,1.89,0.0,0.0,,25.8,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Getafe,Alberto Risco,,,18.0,2005.0,0.8,0,4,1,25.0,5.22,1.3,0.0,0.0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2425,Getafe,Alex Sola,,,25.0,1999.0,11.4,0,15,2,13.3,1.31,0.17,0.0,0.0,18.6,0,0,0,1.0,1.0,0.06,-1.0,-1.0
ESP-La Liga,2425,Getafe,Allan Nyom,,,36.0,1988.0,9.9,1,9,4,44.4,0.91,0.41,0.11,0.25,16.4,0,0,0,0.5,0.5,0.06,0.5,0.5
ESP-La Liga,2425,Getafe,Bertuğ Yıldırım,,,22.0,2002.0,12.0,1,19,7,36.8,1.58,0.58,0.05,0.14,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5
ESP-La Liga,2425,Getafe,Borja Mayoral,,,27.0,1997.0,12.4,5,19,8,42.1,1.54,0.65,0.21,0.5,13.9,0,1,1,3.4,2.6,0.14,1.6,1.4
ESP-La Liga,2425,Getafe,Carles Aleñá,,,26.0,1998.0,5.0,0,5,1,20.0,1.0,0.2,0.0,0.0,13.7,0,0,0,0.9,0.9,0.18,-0.9,-0.9
ESP-La Liga,2425,Getafe,Carles Pérez,,,26.0,1998.0,15.9,3,34,9,26.5,2.14,0.57,0.09,0.33,21.1,1,0,0,2.4,2.4,0.07,0.6,0.6
ESP-La Liga,2425,Getafe,Christantus Uche,,,21.0,2003.0,27.6,4,50,14,28.0,1.81,0.51,0.08,0.29,17.1,0,0,0,3.8,3.8,0.08,0.2,0.2
ESP-La Liga,2425,Getafe,Coba da Costa,,,22.0,2002.0,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,18.3,0,0,0,1.1,1.1,0.05,-0.1,-0.1
ESP-La Liga,2425,Getafe,David Argüelles,,,22.0,2002.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Getafe,David Soria,,,31.0,1993.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Getafe,Diego Rico,,,31.0,1993.0,31.3,0,16,3,18.8,0.51,0.1,0.0,0.0,31.1,1,0,0,0.4,0.4,0.02,-0.4,-0.4
ESP-La Liga,2425,Getafe,Djené,,,32.0,1991.0,28.3,0,6,0,0.0,0.21,0.0,0.0,,17.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ESP-La Liga,2425,Getafe,Domingos Duarte,,,29.0,1995.0,20.7,1,3,1,33.3,0.15,0.05,0.33,1.0,13.0,0,0,0,0.2,0.2,0.07,0.8,0.8
ESP-La Liga,2425,Getafe,Gorka Rivera Alonso,,,19.0,2004.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Getafe,Iglesias,,,26.0,1998.0,32.1,0,21,3,14.3,0.65,0.09,0.0,0.0,25.7,0,0,0,1.6,1.6,0.08,-1.6,-1.6
ESP-La Liga,2425,Getafe,Ismael Bekhoucha,,,19.0,2004.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Getafe,Jesús Santiago,,,20.0,2004.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Getafe,John Joe,,,20.0,2003.0,0.5,0,2,0,0.0,3.75,0.0,0.0,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1
ESP-La Liga,2425,Getafe,Juan Bernat,,,31.0,1993.0,7.8,0,4,0,0.0,0.52,0.0,0.0,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2425,Getafe,Juan Berrocal,,,25.0,1999.0,11.8,0,4,0,0.0,0.34,0.0,0.0,,11.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ESP-La Liga,2425,Getafe,Juanmi,,,31.0,1993.0,7.7,0,13,6,46.2,1.68,0.78,0.0,0.0,12.8,0,0,0,2.9,2.9,0.22,-2.9,-2.9
ESP-La Liga,2425,Getafe,Luis Milla,,,29.0,1994.0,31.9,1,31,7,22.6,0.97,0.22,0.0,0.0,25.3,4,1,1,1.8,1.0,0.03,-0.8,-1.0
ESP-La Liga,2425,Getafe,Mauro Arambarri,,,28.0,1995.0,29.6,10,53,16,30.2,1.79,0.54,0.13,0.44,18.2,1,3,3,8.2,5.8,0.11,1.8,1.2
ESP-La Liga,2425,Getafe,Nabil Aberdin,,,21.0,2002.0,2.9,0,2,0,0.0,0.68,0.0,0.0,,31.2,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Getafe,Omar Alderete,,,27.0,1996.0,33.0,1,38,10,26.3,1.15,0.3,0.03,0.1,21.9,7,0,0,1.7,1.7,0.04,-0.7,-0.7
ESP-La Liga,2425,Getafe,Peter González,,,22.0,2002.0,5.3,0,12,4,33.3,2.26,0.75,0.0,0.0,19.9,2,0,0,1.3,1.3,0.1,-1.3,-1.3
ESP-La Liga,2425,Getafe,Ramón Terrats,,,23.0,2000.0,13.5,4,19,8,42.1,1.4,0.59,0.21,0.5,21.6,1,0,0,2.2,2.2,0.11,1.8,1.8
ESP-La Liga,2425,Getafe,Álvaro Rodríguez,,,20.0,2004.0,9.5,2,25,10,40.0,2.64,1.06,0.08,0.2,16.8,0,0,0,1.2,1.2,0.05,0.8,0.8
ESP-La Liga,2425,Girona,Abel Ruiz,,,24.0,2000.0,15.0,4,21,7,33.3,1.4,0.47,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0
ESP-La Liga,2425,Girona,Alejandro Francés,,,21.0,2002.0,13.0,0,6,0,0.0,0.46,0.0,0.0,,20.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,2425,Girona,Arnau Martinez,,,21.0,2003.0,29.2,2,19,6,31.6,0.65,0.21,0.11,0.33,15.4,0,0,0,1.2,1.2,0.07,0.8,0.8
ESP-La Liga,2425,Girona,Arnaut Danjuma,,,27.0,1997.0,14.8,2,30,14,46.7,2.02,0.94,0.07,0.14,16.0,1,0,0,3.6,3.6,0.12,-1.6,-1.6
ESP-La Liga,2425,Girona,Arthur Melo,,,27.0,1996.0,10.5,0,6,1,16.7,0.57,0.1,0.0,0.0,26.0,1,0,0,0.2,0.2,0.03,-0.2,-0.2
ESP-La Liga,2425,Girona,Bojan Miovski,,,25.0,1999.0,9.7,2,14,4,28.6,1.45,0.41,0.14,0.5,12.3,0,0,0,2.7,2.7,0.19,-0.7,-0.7
ESP-La Liga,2425,Girona,Bryan Gil,,,23.0,2001.0,19.1,3,32,15,46.9,1.67,0.78,0.09,0.2,19.0,0,0,0,2.3,2.3,0.07,0.7,0.7
ESP-La Liga,2425,Girona,Cristhian Stuani,,,37.0,1986.0,12.0,11,31,16,51.6,2.59,1.34,0.26,0.5,12.7,0,3,3,8.1,5.8,0.19,2.9,2.2
ESP-La Liga,2425,Girona,Daley Blind,,,34.0,1990.0,30.9,0,10,4,40.0,0.32,0.13,0.0,0.0,19.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5
ESP-La Liga,2425,Girona,David López,,,34.0,1989.0,27.0,1,12,3,25.0,0.44,0.11,0.08,0.33,15.9,0,0,0,0.9,0.9,0.07,0.1,0.1
ESP-La Liga,2425,Girona,Donny van de Beek,,,27.0,1997.0,15.8,2,18,5,27.8,1.14,0.32,0.11,0.4,14.7,0,0,0,1.5,1.5,0.08,0.5,0.5
ESP-La Liga,2425,Girona,Ferrán Ruiz,,,21.0,2003.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Girona,Gabriel Osei Misehouy,,,19.0,2005.0,2.9,1,6,2,33.3,2.1,0.7,0.17,0.5,17.2,0,0,0,0.9,0.9,0.15,0.1,0.1
ESP-La Liga,2425,Girona,Iker Almena,,,20.0,2004.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,24.7,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2425,Girona,Iván Martín,,,25.0,1999.0,22.7,1,11,3,27.3,0.49,0.13,0.09,0.33,19.1,0,0,0,1.8,1.8,0.16,-0.8,-0.8
ESP-La Liga,2425,Girona,Jhon Solis,,,19.0,2004.0,5.9,1,4,1,25.0,0.67,0.17,0.25,1.0,16.0,0,0,0,0.7,0.7,0.16,0.3,0.3
ESP-La Liga,2425,Girona,Juanpe,,,33.0,1991.0,8.1,0,2,0,0.0,0.25,0.0,0.0,,21.8,1,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,2425,Girona,Kim Minsu,,,18.0,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Girona,Krapyvtsov Vladyslav,,,19.0,2005.0,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Girona,Ladislav Krejčí,,,25.0,1999.0,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,14.8,0,0,0,1.7,1.7,0.09,0.3,0.3
ESP-La Liga,2425,Girona,Miguel Gutiérrez,,,23.0,2001.0,27.3,1,28,9,32.1,1.03,0.33,0.04,0.11,21.5,3,0,0,1.6,1.6,0.06,-0.6,-0.6
ESP-La Liga,2425,Girona,Oriol Romeu,,,32.0,1991.0,15.1,0,5,1,20.0,0.33,0.07,0.0,0.0,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ESP-La Liga,2425,Girona,Papa Ba,,,19.0,2004.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,9.8,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2425,Girona,Pau López,,,29.0,1994.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Girona,Paulo Gazzaniga,,,32.0,1992.0,35.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Girona,Portu,,,32.0,1992.0,8.7,1,8,3,37.5,0.92,0.35,0.13,0.33,16.6,0,0,0,1.6,1.6,0.21,-0.6,-0.6
ESP-La Liga,2425,Girona,Silvi Clúa,,,19.0,2005.0,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Girona,Viktor Tsyhankov,,,26.0,1997.0,21.3,2,35,9,25.7,1.65,0.42,0.06,0.22,19.9,5,0,0,2.8,2.8,0.08,-0.8,-0.8
ESP-La Liga,2425,Girona,Yangel Herrera,,,26.0,1998.0,25.1,4,39,14,35.9,1.56,0.56,0.1,0.29,16.9,0,0,0,3.6,3.6,0.09,0.4,0.4
ESP-La Liga,2425,Girona,Yaser Asprilla,,,20.0,2003.0,15.6,3,38,11,28.9,2.43,0.7,0.08,0.27,22.9,2,0,0,2.1,2.1,0.05,0.9,0.9
ESP-La Liga,2425,Las Palmas,Aboubacar Bassinga,,,19.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Adnan Januzaj,,,29.0,1995.0,6.6,2,16,5,31.3,2.41,0.75,0.13,0.4,23.6,4,0,0,0.8,0.8,0.05,1.2,1.2
ESP-La Liga,2425,Las Palmas,Alberto Moleiro,,,20.0,2003.0,30.2,6,68,24,35.3,2.25,0.8,0.09,0.25,19.0,0,0,0,5.6,5.6,0.08,0.4,0.4
ESP-La Liga,2425,Las Palmas,Andy Pelmard,,,24.0,2000.0,2.3,0,1,0,0.0,0.44,0.0,0.0,,28.9,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2425,Las Palmas,Arturo Rodríguez,,,17.0,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Benito Ramírez,,,29.0,1995.0,5.3,0,10,1,10.0,1.88,0.19,0.0,0.0,22.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3
ESP-La Liga,2425,Las Palmas,Daley Sinkgraven,,,29.0,1995.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Dario Essugo,,,19.0,2005.0,21.5,1,23,4,17.4,1.07,0.19,0.04,0.25,25.5,0,0,0,0.7,0.7,0.03,0.3,0.3
ESP-La Liga,2425,Las Palmas,Diego Martín,,,20.0,2003.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,28.9,0,0,0,0.0,0.0,0.04,0.0,0.0
ESP-La Liga,2425,Las Palmas,Dinko Horkaš,,,25.0,1999.0,12.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Enzo Loiodice,,,23.0,2000.0,7.6,0,7,4,57.1,0.92,0.53,0.0,0.0,25.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2425,Las Palmas,Fabio González,,,27.0,1997.0,0.6,0,2,0,0.0,3.4,0.0,0.0,,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ESP-La Liga,2425,Las Palmas,Fábio Silva,,,22.0,2002.0,20.7,10,46,20,43.5,2.22,0.96,0.17,0.4,14.8,0,2,3,8.8,6.4,0.14,1.2,1.6
ESP-La Liga,2425,Las Palmas,Jaime Mata,,,35.0,1988.0,7.3,0,17,6,35.3,2.33,0.82,0.0,0.0,11.3,0,0,0,2.6,2.6,0.15,-2.6,-2.6
ESP-La Liga,2425,Las Palmas,Jasper Cillessen,,,35.0,1989.0,25.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Javier Muñoz,,,29.0,1995.0,28.8,1,25,6,24.0,0.87,0.21,0.04,0.17,21.8,0,0,0,1.3,1.3,0.05,-0.3,-0.3
ESP-La Liga,2425,Las Palmas,José Campaña,,,31.0,1993.0,13.2,0,5,3,60.0,0.38,0.23,0.0,0.0,37.0,2,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP-La Liga,2425,Las Palmas,José Carlos González,,,18.0,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Juan Herzog,,,21.0,2003.0,14.6,0,12,2,16.7,0.82,0.14,0.0,0.0,10.7,0,0,0,0.9,0.9,0.07,-0.9,-0.9
ESP-La Liga,2425,Las Palmas,Kirian Rodríguez,,,28.0,1996.0,19.5,0,21,8,38.1,1.08,0.41,0.0,0.0,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
ESP-La Liga,2425,Las Palmas,Manuel Fuster,,,26.0,1997.0,11.1,2,18,7,38.9,1.62,0.63,0.11,0.29,23.2,0,0,0,0.7,0.7,0.04,1.3,1.3
ESP-La Liga,2425,Las Palmas,Marc Cardona,,,29.0,1995.0,1.5,0,4,0,0.0,2.73,0.0,0.0,,15.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4
ESP-La Liga,2425,Las Palmas,Marvin,,,24.0,2000.0,11.5,0,5,0,0.0,0.43,0.0,0.0,,13.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2
ESP-La Liga,2425,Las Palmas,Mika Mármol,,,23.0,2001.0,26.7,0,10,0,0.0,0.38,0.0,0.0,,15.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4
ESP-La Liga,2425,Las Palmas,Oliver McBurnie,,,28.0,1996.0,20.4,3,32,12,37.5,1.57,0.59,0.09,0.25,12.3,0,0,0,4.8,4.8,0.15,-1.8,-1.8
ESP-La Liga,2425,Las Palmas,Pejiño,,,28.0,1996.0,0.2,0,1,0,0.0,5.63,0.0,0.0,,24.6,0,0,0,0.0,0.0,0.03,0.0,0.0
ESP-La Liga,2425,Las Palmas,Sandro Ramírez,,,29.0,1995.0,22.6,9,51,20,39.2,2.26,0.88,0.16,0.4,24.3,14,1,1,4.1,3.3,0.06,4.9,4.7
ESP-La Liga,2425,Las Palmas,Scott McKenna,,,27.0,1996.0,27.4,0,10,0,0.0,0.36,0.0,0.0,,12.5,0,0,0,1.1,1.1,0.11,-1.1,-1.1
ESP-La Liga,2425,Las Palmas,Sergio Viera,,,19.0,2005.0,1.1,0,1,0,0.0,0.94,0.0,0.0,,13.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Las Palmas,Stefan Bajcetic,,,19.0,2004.0,10.8,1,5,2,40.0,0.46,0.19,0.2,0.5,23.1,0,0,0,0.3,0.3,0.05,0.7,0.7
ESP-La Liga,2425,Las Palmas,Valentín Pezzolesi,,,17.0,2007.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Las Palmas,Viti,,,26.0,1997.0,22.0,0,3,2,66.7,0.14,0.09,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ESP-La Liga,2425,Las Palmas,Álex Muñoz,,,30.0,1994.0,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,14.5,0,0,0,0.9,0.9,0.1,2.1,2.1
ESP-La Liga,2425,Las Palmas,Álex Suárez,,,31.0,1993.0,27.3,0,6,3,50.0,0.22,0.11,0.0,0.0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5
ESP-La Liga,2425,Leganés,Adrià Altimira,,,23.0,2001.0,18.1,0,7,2,28.6,0.39,0.11,0.0,0.0,24.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3
ESP-La Liga,2425,Leganés,Aritz Arambarri,,,26.0,1998.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,15.7,0,0,0,0.0,0.0,0.02,0.0,0.0
ESP-La Liga,2425,Leganés,Borna Barišić,,,31.0,1992.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Leganés,Dani Raba,,,28.0,1995.0,20.9,8,39,12,30.8,1.87,0.57,0.1,0.33,25.5,4,4,5,7.5,3.6,0.09,0.5,0.4
ESP-La Liga,2425,Leganés,Darko Brašanac,,,32.0,1992.0,18.0,1,12,3,25.0,0.67,0.17,0.08,0.33,13.1,0,0,0,1.8,1.8,0.15,-0.8,-0.8
ESP-La Liga,2425,Leganés,Diego,,,24.0,2000.0,13.3,3,29,9,31.0,2.18,0.68,0.1,0.33,14.1,0,0,0,3.8,3.8,0.13,-0.8,-0.8
ESP-La Liga,2425,Leganés,Duk,,,24.0,2000.0,2.0,0,2,1,50.0,1.01,0.5,0.0,0.0,30.3,0,0,0,0.0,0.0,0.01,0.0,0.0
ESP-La Liga,2425,Leganés,Enric Franquesa,,,27.0,1997.0,6.8,1,3,1,33.3,0.44,0.15,0.33,1.0,16.8,0,0,0,0.3,0.3,0.1,0.7,0.7
ESP-La Liga,2425,Leganés,Javi Hernández,,,26.0,1998.0,26.5,2,17,6,35.3,0.64,0.23,0.12,0.33,21.3,2,0,0,0.8,0.8,0.04,1.2,1.2
ESP-La Liga,2425,Leganés,Jorge Sáenz,,,27.0,1996.0,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3
ESP-La Liga,2425,Leganés,Juan Cruz,,,24.0,2000.0,25.1,5,33,14,42.4,1.32,0.56,0.15,0.36,21.0,1,0,0,2.7,2.7,0.08,2.3,2.3
ESP-La Liga,2425,Leganés,Juan Soriano,,,26.0,1997.0,6.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Leganés,Julián Chicco,,,26.0,1998.0,3.4,0,3,1,33.3,0.89,0.3,0.0,0.0,19.7,0,0,0,0.5,0.5,0.16,-0.5,-0.5
ESP-La Liga,2425,Leganés,Marko Dmitrović,,,32.0,1992.0,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ESP-La Liga,2425,Leganés,Matija Nastasić,,,31.0,1993.0,23.4,1,2,1,50.0,0.09,0.04,0.5,1.0,11.7,0,0,0,0.1,0.1,0.03,0.9,0.9
ESP-La Liga,2425,Leganés,Miguel,,,24.0,1999.0,19.2,1,33,14,42.4,1.72,0.73,0.0,0.0,15.5,0,1,2,4.9,3.3,0.1,-3.9,-3.3
ESP-La Liga,2425,Leganés,Munir El Haddadi,,,28.0,1995.0,9.6,4,21,9,42.9,2.19,0.94,0.19,0.44,20.1,3,0,0,1.6,1.6,0.07,2.4,2.4
ESP-La Liga,2425,Leganés,Renato Tapia,,,29.0,1995.0,26.9,1,14,6,42.9,0.52,0.22,0.07,0.17,29.1,0,0,0,0.6,0.6,0.05,0.4,0.4
ESP-La Liga,2425,Leganés,Roberto López,,,24.0,2000.0,4.4,0,6,1,16.7,1.36,0.23,0.0,0.0,27.3,0,0,0,0.5,0.5,0.08,-0.5,-0.5
ESP-La Liga,2425,Leganés,Sergi,,,32.0,1992.0,32.9,2,13,5,38.5,0.4,0.15,0.15,0.4,10.0,0,0,0,1.5,1.5,0.11,0.5,0.5
ESP-La Liga,2425,Leganés,Seydouba Cissé,,,23.0,2001.0,27.1,3,24,5,20.8,0.89,0.18,0.13,0.6,20.0,0,0,0,3.0,3.0,0.13,0.0,0.0
ESP-La Liga,2425,Leganés,Sébastien Haller,,,30.0,1994.0,4.5,0,4,1,25.0,0.89,0.22,0.0,0.0,14.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
ESP-La Liga,2425,Leganés,Valentin Rosier,,,27.0,1996.0,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1
ESP-La Liga,2425,Leganés,Yan Diomandé,,,17.0,2006.0,6.1,2,11,3,27.3,1.82,0.5,0.18,0.67,17.3,0,0,0,1.4,1.4,0.13,0.6,0.6
ESP-La Liga,2425,Leganés,Yvan Neyou,,,27.0,1997.0,25.7,1,16,3,18.8,0.62,0.12,0.06,0.33,25.8,0,0,0,0.6,0.6,0.04,0.4,0.4
ESP-La Liga,2425,Leganés,Óscar Rodríguez Arnaiz,,,26.0,1998.0,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1
ESP-La Liga,2425,Mallorca,Abdón Prats,,,31.0,1992.0,5.1,2,13,4,30.8,2.57,0.79,0.08,0.25,14.7,0,1,1,2.2,1.5,0.11,-0.2,-0.5
ESP-La Liga,2425,Mallorca,Antonio Raillo,,,32.0,1991.0,35.6,2,35,8,22.9,0.98,0.22,0.06,0.25,12.8,0,0,0,2.0,2.0,0.06,0.0,0.0
