,,,,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
league,season,team,player,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,19.0,25,16,13,10,2,14,27,51.9,13,17,8,9,22,47,35,0
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,GK,33,1990,34.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,12,0
ITA-Serie A,2425,Fiorentina,Dodô,BRA,DF,25,1998,33.6,44,29,25,11,8,25,49,51.0,24,22,5,17,34,78,58,2
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,"MF,FW",22,2002,9.3,24,17,7,14,3,14,28,50.0,14,12,0,12,6,30,8,0
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,"DF,MF",23,2000,11.7,27,17,11,12,4,12,21,57.1,9,14,2,12,17,44,17,0
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26,1998,3.7,5,2,3,2,0,2,4,50.0,2,3,0,3,1,6,1,0
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,DF,25,1999,33.1,42,24,28,12,2,20,25,80.0,5,47,32,15,27,69,154,1
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,"FW,MF",23,2001,20.7,23,10,10,7,6,7,21,33.3,14,15,2,13,5,28,14,0
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,3.9,12,7,9,3,0,8,13,61.5,5,5,2,3,3,15,25,1
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,DF,26,1997,14.4,18,13,13,4,1,7,11,63.6,4,14,6,8,12,30,69,2
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,DF,20,2003,1.6,8,8,5,3,0,4,4,100.0,0,5,1,4,1,9,9,0
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,"FW,MF",26,1998,7.2,19,12,9,6,4,8,20,40.0,12,9,1,8,4,23,10,0
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004,1.4,1,1,1,0,0,0,0,,0,3,1,2,2,3,7,0
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,FW,24,2000,29.1,7,5,1,2,4,3,4,75.0,1,12,0,12,5,12,26,1
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,10.7,19,10,8,9,2,9,22,40.9,13,11,2,9,5,24,12,2
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999,3.8,3,1,1,2,0,0,4,0.0,4,2,1,1,0,3,2,0
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,DF,30,1993,12.2,14,9,11,3,0,6,11,54.5,5,19,14,5,25,39,94,0
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,23.4,43,21,29,11,3,23,29,79.3,6,35,22,13,29,72,113,4
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999,9.3,5,4,3,1,1,3,4,75.0,1,1,0,1,4,9,3,0
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,DF,30,1994,27.0,56,31,31,17,8,25,44,56.8,19,34,11,23,18,74,91,0
ITA-Serie A,2425,Fiorentina,Rolando Mandragora,ITA,MF,27,1997,20.6,23,13,9,12,2,14,31,45.2,17,22,7,15,15,38,54,1
ITA-Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,MF,27,1996,2.0,3,2,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0
ITA-Serie A,2425,Fiorentina,Tommaso Rubino,ITA,MF,17,2006,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ITA-Serie A,2425,Fiorentina,Yacine Adli,FRA,MF,24,2000,13.5,32,19,11,16,5,17,39,43.6,22,13,1,12,6,38,19,0
ITA-Serie A,2425,Genoa,Aarón Martín,ESP,DF,27,1997,34.3,71,47,41,26,4,33,51,64.7,18,33,11,22,19,90,73,1
ITA-Serie A,2425,Genoa,Alan Matturro,URU,DF,19,2004,10.0,11,6,6,5,0,3,14,21.4,11,10,3,7,14,25,38,0
ITA-Serie A,2425,Genoa,Alessandro Marcandalli,ITA,DF,21,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0
ITA-Serie A,2425,Genoa,Alessandro Vogliacco,ITA,DF,25,1998,7.9,15,3,7,7,1,10,12,83.3,2,11,7,4,9,24,20,0
ITA-Serie A,2425,Genoa,Alessandro Zanoli,ITA,"FW,DF",23,2000,19.0,29,20,11,14,4,10,23,43.5,13,20,3,17,12,41,40,0
ITA-Serie A,2425,Genoa,Andrea Pinamonti,ITA,FW,25,1999,31.7,10,6,0,7,3,2,8,25.0,6,16,4,12,1,11,28,2
ITA-Serie A,2425,Genoa,Benjamin Siegrist,SUI,GK,32,1992,1.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
ITA-Serie A,2425,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",20,2004,8.0,12,7,9,3,0,9,11,81.8,2,12,2,10,3,15,12,0
ITA-Serie A,2425,Genoa,Caleb Ekuban,GHA,FW,30,1994,6.2,3,3,1,1,1,1,1,100.0,0,4,1,3,1,4,6,0
ITA-Serie A,2425,Genoa,Daniele Sommariva,ITA,GK,27,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,David Akpan Ankeye,NGA,"FW,MF",22,2002,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,Emil Bohinen,NOR,MF,25,1999,1.8,4,4,3,0,1,2,5,40.0,3,2,0,2,1,5,6,0
ITA-Serie A,2425,Genoa,Fabio Miretti,ITA,"MF,FW",20,2003,18.6,28,15,6,14,8,18,33,54.5,15,20,1,19,7,35,13,2
ITA-Serie A,2425,Genoa,Federico Accornero,ITA,MF,20,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Genoa,Filippo Melegoni,ITA,"MF,FW",25,1999,1.0,1,1,1,0,0,0,4,0.0,4,0,0,0,0,1,2,0
ITA-Serie A,2425,Genoa,Gastón Pereiro,URU,MF,29,1995,0.3,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
ITA-Serie A,2425,Genoa,Honest Ahanor,ITA,"DF,MF",16,2008,3.0,7,5,2,3,2,7,10,70.0,3,4,0,4,1,8,9,0
ITA-Serie A,2425,Genoa,Jean Onana,CMR,MF,24,2000,3.4,12,6,2,10,0,5,9,55.6,4,6,1,5,4,16,8,1
ITA-Serie A,2425,Genoa,Jeff Ekhator,ITA,"FW,MF",17,2006,8.5,7,4,4,1,2,4,9,44.4,5,10,1,9,2,9,5,0
ITA-Serie A,2425,Genoa,Johan Vásquez,MEX,DF,25,1998,33.8,56,31,24,27,5,26,44,59.1,18,59,31,28,50,106,150,1
ITA-Serie A,2425,Genoa,Junior Messias,BRA,"MF,FW",33,1991,9.4,13,7,6,6,1,3,10,30.0,7,8,2,6,6,19,20,0
ITA-Serie A,2425,Genoa,Koni De Winter,BEL,DF,22,2002,23.7,33,19,21,8,4,17,25,68.0,8,11,7,4,25,58,118,3
ITA-Serie A,2425,Genoa,Lior Kasa,ISR,"MF,FW",18,2005,2.6,4,4,2,2,0,2,5,40.0,3,4,1,3,3,7,5,0
ITA-Serie A,2425,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006,1.9,5,3,4,0,1,3,6,50.0,3,3,0,3,0,5,5,0
ITA-Serie A,2425,Genoa,Mario Balotelli,ITA,"FW,MF",33,1990,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Genoa,Mattia Bani,ITA,DF,30,1993,16.7,19,10,11,6,2,7,11,63.6,4,13,8,5,22,41,85,2
ITA-Serie A,2425,Genoa,Maxwel Cornet,CIV,"FW,MF",27,1996,2.7,2,1,1,0,1,0,1,0.0,1,1,1,0,2,4,2,0
ITA-Serie A,2425,Genoa,Milan Badelj,CRO,MF,35,1989,16.4,29,16,14,10,5,15,35,42.9,20,19,7,12,20,49,43,0
ITA-Serie A,2425,Genoa,Morten Frendrup,DEN,MF,23,2001,34.5,102,61,23,52,27,34,78,43.6,44,62,16,46,47,149,57,0
ITA-Serie A,2425,Genoa,Morten Thorsby,NOR,"MF,FW",28,1996,21.1,49,30,19,20,10,17,29,58.6,12,22,1,21,5,54,28,1
ITA-Serie A,2425,Genoa,Nicola Leali,ITA,GK,31,1993,29.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,14,1
ITA-Serie A,2425,Genoa,Patrizio Masini,ITA,MF,23,2001,17.1,54,29,18,26,10,19,40,47.5,21,26,8,18,15,69,37,0
ITA-Serie A,2425,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,1
ITA-Serie A,2425,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",31,1993,4.3,12,8,4,7,1,3,6,50.0,3,2,0,2,1,13,4,0
ITA-Serie A,2425,Genoa,Sebastian Otoa,DEN,DF,20,2004,2.0,1,0,1,0,0,1,2,50.0,1,1,1,0,3,4,14,0
ITA-Serie A,2425,Genoa,Stefano Sabelli,ITA,DF,31,1993,22.9,58,31,27,25,6,20,52,38.5,32,28,7,21,22,80,65,0
ITA-Serie A,2425,Genoa,Vitinha,POR,"FW,MF",24,2000,14.8,23,8,12,6,5,11,30,36.7,19,14,2,12,12,35,22,0
ITA-Serie A,2425,Hellas Verona,Abdou Harroui,NED,"MF,FW",26,1998,5.1,9,6,6,3,0,4,4,100.0,0,5,0,5,2,11,5,0
ITA-Serie A,2425,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",17,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Hellas Verona,Amin Sarr,SWE,FW,23,2001,21.2,22,12,3,8,11,5,10,50.0,5,18,3,15,3,25,14,0
ITA-Serie A,2425,Hellas Verona,Antoine Bernede,FRA,MF,25,1999,6.6,15,8,4,9,2,10,16,62.5,6,6,1,5,5,20,3,0
ITA-Serie A,2425,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000,16.9,7,5,0,5,2,4,9,44.4,5,5,1,4,4,11,29,0
ITA-Serie A,2425,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,24,2000,8.4,18,15,6,12,0,10,19,52.6,9,17,4,13,17,35,17,2
ITA-Serie A,2425,Hellas Verona,Dailon Livramento,CPV,"FW,MF",23,2001,10.4,15,11,2,7,6,7,13,53.8,6,10,2,8,3,18,9,0
ITA-Serie A,2425,Hellas Verona,Daniel Bandeira,POR,MF,24,2000,4.5,4,0,1,3,0,3,6,50.0,3,2,1,1,6,10,8,0
ITA-Serie A,2425,Hellas Verona,Daniel Mosquera,COL,FW,24,1999,15.3,11,8,3,5,3,1,15,6.7,14,11,1,10,2,13,10,0
ITA-Serie A,2425,Hellas Verona,Daniel Oyegoke,ENG,DF,21,2003,1.1,2,2,1,0,1,1,1,100.0,0,1,0,1,1,3,7,0
ITA-Serie A,2425,Hellas Verona,Daniele Ghilardi,ITA,DF,21,2003,22.5,44,29,27,17,0,25,41,61.0,16,29,15,14,30,74,106,0
ITA-Serie A,2425,Hellas Verona,Darko Lazović,SRB,"DF,MF",33,1990,16.2,21,10,5,14,2,11,28,39.3,17,19,3,16,11,32,39,0
ITA-Serie A,2425,Hellas Verona,Davide Faraoni,ITA,DF,32,1991,2.9,10,9,5,5,0,3,9,33.3,6,7,3,4,2,12,12,1
ITA-Serie A,2425,Hellas Verona,Diego Coppola,ITA,DF,20,2003,32.5,66,36,48,14,4,28,40,70.0,12,44,24,20,72,138,194,2
ITA-Serie A,2425,Hellas Verona,Domagoj Bradarić,CRO,DF,24,1999,21.5,36,28,21,11,4,18,29,62.1,11,17,4,13,15,51,49,1
ITA-Serie A,2425,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,3,1
ITA-Serie A,2425,Hellas Verona,Flavius Daniliuc,AUT,DF,23,2001,11.2,26,21,14,9,3,15,24,62.5,9,10,3,7,7,33,27,0
ITA-Serie A,2425,Hellas Verona,Giangiacomo Magnani,ITA,DF,28,1995,11.8,20,15,14,6,0,7,7,100.0,0,16,9,7,17,37,73,1
ITA-Serie A,2425,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",26,1998,9.7,23,16,8,7,8,9,21,42.9,12,17,2,15,7,30,8,0
ITA-Serie A,2425,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",22,2001,35.2,50,31,34,13,3,28,43,65.1,15,21,9,12,14,64,75,2
ITA-Serie A,2425,Hellas Verona,Junior Ajayi,CIV,FW,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Hellas Verona,Lorenzo Montipò,ITA,GK,28,1996,36.0,1,0,1,0,0,1,4,25.0,3,0,0,0,0,1,24,4
ITA-Serie A,2425,Hellas Verona,Martin Frese,DEN,DF,26,1998,6.1,18,11,7,10,1,7,13,53.8,6,5,1,4,8,26,16,1
ITA-Serie A,2425,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",18,2006,1.0,3,1,2,1,0,1,3,33.3,2,3,0,3,0,3,1,0
ITA-Serie A,2425,Hellas Verona,Nicolás Valentini,ARG,DF,23,2001,12.5,35,23,22,12,1,20,31,64.5,11,15,7,8,15,50,97,0
ITA-Serie A,2425,Hellas Verona,Ondrej Duda,SVK,MF,29,1994,26.6,46,27,21,22,3,29,64,45.3,35,28,9,19,31,77,30,4
ITA-Serie A,2425,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",29,1995,20.5,45,24,20,22,3,18,27,66.7,9,16,6,10,20,65,70,2
ITA-Serie A,2425,Hellas Verona,Reda Belahyane,MAR,MF,20,2004,18.4,36,26,16,13,7,13,17,76.5,4,20,9,11,10,46,22,1
ITA-Serie A,2425,Hellas Verona,Simone Perilli,ITA,GK,29,1995,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Hellas Verona,Suat Serdar,GER,MF,27,1997,15.3,35,22,12,19,4,10,26,38.5,16,19,4,15,8,43,21,0
ITA-Serie A,2425,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",22,2002,23.1,54,38,23,24,7,23,72,31.9,49,30,2,28,18,72,17,1
ITA-Serie A,2425,Hellas Verona,Yllan Okou,FRA,DF,21,2002,0.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ITA-Serie A,2425,Inter,Alessandro Bastoni,ITA,DF,25,1999,25.9,46,23,26,14,6,20,30,66.7,10,25,13,12,21,67,52,1
ITA-Serie A,2425,Inter,Benjamin Pavard,FRA,DF,28,1996,17.6,29,16,12,12,5,18,25,72.0,7,16,12,4,16,45,52,0
ITA-Serie A,2425,Inter,Carlos Augusto,BRA,DF,25,1999,18.1,29,14,12,11,6,12,19,63.2,7,21,9,12,9,38,50,0
ITA-Serie A,2425,Inter,Davide Frattesi,ITA,MF,24,1999,12.9,17,8,6,10,1,10,18,55.6,8,12,4,8,5,22,14,1
ITA-Serie A,2425,Inter,Denzel Dumfries,NED,"DF,FW",28,1996,20.7,25,15,12,9,4,14,27,51.9,13,31,8,23,6,31,26,1
ITA-Serie A,2425,Inter,Federico Dimarco,ITA,"DF,FW",26,1997,23.8,25,14,10,12,3,10,19,52.6,9,24,4,20,14,39,33,2
ITA-Serie A,2425,Inter,Francesco Acerbi,ITA,DF,36,1988,19.0,23,19,16,7,0,11,17,64.7,6,22,16,6,26,49,81,0
ITA-Serie A,2425,Inter,Hakan Çalhanoğlu,TUR,MF,30,1994,20.9,43,22,7,23,13,21,36,58.3,15,17,8,9,17,60,24,0
ITA-Serie A,2425,Inter,Henrikh Mkhitaryan,ARM,MF,35,1989,25.9,43,24,17,16,10,20,45,44.4,25,29,5,24,16,59,41,0
ITA-Serie A,2425,Inter,Joaquín Correa,ARG,"FW,MF",29,1994,8.1,11,5,4,7,0,4,13,30.8,9,3,0,3,0,11,6,0
ITA-Serie A,2425,Inter,Josep Martinez,ESP,GK,26,1998,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Inter,Kristjan Asllani,ALB,MF,22,2002,10.9,14,3,8,4,2,8,22,36.4,14,8,1,7,9,23,13,1
ITA-Serie A,2425,Inter,Lautaro Martínez,ARG,FW,26,1997,27.5,30,16,10,12,8,13,25,52.0,12,21,3,18,10,40,15,0
ITA-Serie A,2425,Inter,Luka Topalović,SVN,MF,18,2006,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ITA-Serie A,2425,Inter,Marcus Thuram,FRA,FW,26,1997,24.4,18,8,7,5,6,3,14,21.4,11,16,3,13,3,21,15,0
ITA-Serie A,2425,Inter,Marko Arnautović,AUT,FW,35,1989,5.9,7,5,1,3,3,3,5,60.0,2,3,0,3,1,8,1,0
ITA-Serie A,2425,Inter,Matteo Darmian,ITA,DF,34,1989,19.8,28,17,12,12,4,14,25,56.0,11,14,6,8,10,38,39,0
ITA-Serie A,2425,Inter,Mehdi Taremi,IRN,FW,32,1992,9.0,7,1,2,2,3,1,4,25.0,3,11,2,9,0,7,11,0
ITA-Serie A,2425,Inter,Nicola Zalewski,POL,"DF,MF",22,2002,4.8,7,4,3,2,2,4,6,66.7,2,5,1,4,2,9,5,1
ITA-Serie A,2425,Inter,Nicolò Barella,ITA,MF,27,1997,27.3,50,31,19,20,11,26,59,44.1,33,26,3,23,12,62,16,1
ITA-Serie A,2425,Inter,Piotr Zieliński,POL,MF,30,1994,10.9,14,10,6,7,1,6,13,46.2,7,10,5,5,6,20,13,1
ITA-Serie A,2425,Inter,Stefan de Vrij,NED,DF,32,1992,18.2,18,11,12,5,1,9,12,75.0,3,19,11,8,22,40,89,0
ITA-Serie A,2425,Inter,Tajon Buchanan,CAN,"DF,FW",25,1999,1.1,3,0,2,0,1,1,2,50.0,1,0,0,0,0,3,3,0
ITA-Serie A,2425,Inter,Tomás Palacios,ARG,DF,21,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
ITA-Serie A,2425,Inter,Yann Aurel Bisseck,GER,DF,23,2000,17.3,17,11,11,4,2,11,16,68.8,5,23,12,11,17,34,64,1
ITA-Serie A,2425,Inter,Yann Sommer,SUI,GK,35,1988,32.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,1
ITA-Serie A,2425,Juventus,Alberto costa,POR,DF,20,2003,4.0,14,10,7,5,2,7,9,77.8,2,5,1,4,4,18,14,0
ITA-Serie A,2425,Juventus,Andrea Cambiaso,ITA,"DF,FW",24,2000,24.7,46,30,27,13,6,27,44,61.4,17,24,4,20,16,62,34,5
ITA-Serie A,2425,Juventus,Danilo,BRA,DF,33,1991,6.5,10,4,7,2,1,5,10,50.0,5,4,3,1,9,19,21,1
ITA-Serie A,2425,Juventus,Diego Pugno,ITA,FW,18,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Juventus,Douglas Luiz,BRA,MF,26,1998,5.9,13,8,7,5,1,6,9,66.7,3,5,2,3,4,17,5,0
ITA-Serie A,2425,Juventus,Dušan Vlahović,SRB,FW,24,2000,19.8,4,2,0,1,3,1,5,20.0,4,7,3,4,1,5,9,3
ITA-Serie A,2425,Juventus,Federico Gatti,ITA,DF,26,1998,24.4,28,23,18,8,2,14,24,58.3,10,27,18,9,18,46,76,2
ITA-Serie A,2425,Juventus,Francisco Conceição,POR,"FW,MF",21,2002,14.9,23,14,6,9,8,13,30,43.3,17,7,0,7,6,29,6,0
ITA-Serie A,2425,Juventus,Gleison Bremer,BRA,DF,27,1997,6.0,15,7,9,5,1,4,5,80.0,1,15,11,4,6,21,16,0
ITA-Serie A,2425,Juventus,Jonas Rouhi,SWE,DF,20,2004,2.3,4,1,1,3,0,0,1,0.0,1,2,0,2,3,7,2,0
ITA-Serie A,2425,Juventus,Juan David Cabal,COL,DF,23,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1
ITA-Serie A,2425,Juventus,Kenan Yıldız,TUR,"FW,MF",19,2005,26.7,54,30,13,26,15,18,32,56.3,14,25,0,25,5,59,13,3
ITA-Serie A,2425,Juventus,Khéphren Thuram,FRA,MF,23,2001,25.8,44,21,16,24,4,18,32,56.3,14,32,10,22,14,58,39,2
ITA-Serie A,2425,Juventus,Lloyd Kelly,ENG,DF,25,1998,11.3,15,11,5,9,1,7,9,77.8,2,11,6,5,2,17,56,3
ITA-Serie A,2425,Juventus,Lorenzo Anghelè,ITA,FW,19,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Juventus,Manuel Locatelli,ITA,MF,26,1998,31.4,72,49,29,35,8,32,56,57.1,24,58,20,38,23,95,77,0
ITA-Serie A,2425,Juventus,Mattia Perin,ITA,GK,31,1992,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Juventus,Michele Di Gregorio,ITA,GK,27,1997,33.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,14,0
ITA-Serie A,2425,Juventus,Nicolás González,ARG,"FW,MF",26,1998,19.4,24,13,10,9,5,9,25,36.0,16,16,4,12,9,33,37,2
ITA-Serie A,2425,Juventus,Nicolò Fagioli,ITA,MF,23,2001,6.3,14,10,7,6,1,6,9,66.7,3,4,0,4,2,16,5,0
ITA-Serie A,2425,Juventus,Nicolò Savona,ITA,DF,21,2003,19.2,29,13,19,9,1,13,25,52.0,12,12,3,9,11,40,38,0
ITA-Serie A,2425,Juventus,Pierre Kalulu,FRA,DF,24,2000,26.0,41,25,29,9,3,18,24,75.0,6,27,15,12,17,58,68,1
ITA-Serie A,2425,Juventus,Randal Kolo Muani,FRA,FW,25,1998,12.9,11,7,3,5,3,4,5,80.0,1,8,0,8,4,15,2,0
ITA-Serie A,2425,Juventus,Renato Veiga,POR,DF,21,2003,12.1,17,12,7,9,1,9,14,64.3,5,17,13,4,19,36,81,0
ITA-Serie A,2425,Juventus,Samuel Mbangula,BEL,FW,20,2004,7.9,15,10,7,6,2,7,13,53.8,6,7,0,7,3,18,4,0
ITA-Serie A,2425,Juventus,Teun Koopmeiners,NED,"MF,FW",26,1998,22.2,32,16,6,19,7,10,30,33.3,20,36,14,22,8,40,26,2
ITA-Serie A,2425,Juventus,Timothy Weah,USA,"DF,FW",24,2000,18.2,36,19,15,13,8,14,25,56.0,11,25,4,21,14,50,27,2
ITA-Serie A,2425,Juventus,Vasilije Adžić,MNE,"MF,FW",18,2006,0.5,2,2,0,1,1,0,1,0.0,1,0,0,0,0,2,0,0
ITA-Serie A,2425,Juventus,Weston McKennie,USA,"MF,DF",25,1998,25.7,33,12,18,11,4,13,22,59.1,9,28,8,20,14,47,37,0
ITA-Serie A,2425,Lazio,Adam Marušić,MNE,DF,31,1992,26.0,32,20,18,12,2,18,30,60.0,12,18,8,10,16,48,61,0
ITA-Serie A,2425,Lazio,Alessio Romagnoli,ITA,DF,29,1995,29.7,48,29,20,26,2,22,27,81.5,5,33,17,16,26,74,118,1
ITA-Serie A,2425,Lazio,Arijon Ibrahimović,GER,MF,18,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Lazio,Boulaye Dia,SEN,"MF,FW",27,1996,24.2,22,10,5,12,5,7,16,43.8,9,12,1,11,6,28,16,1
ITA-Serie A,2425,Lazio,Christos Mandas,GRE,GK,22,2001,9.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
ITA-Serie A,2425,Lazio,Elseid Hysaj,ALB,DF,30,1994,4.7,11,6,6,5,0,3,3,100.0,0,5,2,3,5,16,21,0
ITA-Serie A,2425,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",23,2001,10.5,10,6,3,3,4,2,6,33.3,4,10,2,8,4,14,5,0
ITA-Serie A,2425,Lazio,Gaetano Castrovilli,ITA,"MF,FW",27,1997,1.6,5,2,3,1,1,2,4,50.0,2,3,0,3,3,8,1,0
ITA-Serie A,2425,Lazio,Gustav Isaksen,DEN,FW,23,2001,24.6,16,9,7,8,1,7,28,25.0,21,22,2,20,10,26,21,1
ITA-Serie A,2425,Lazio,Ivan Provedel,ITA,GK,30,1994,29.0,0,0,0,0,0,0,0,,0,1,0,1,1,1,12,3
ITA-Serie A,2425,Lazio,Loum Tchaouna,FRA,"FW,MF",20,2003,7.3,8,4,2,2,4,3,9,33.3,6,5,1,4,4,12,14,2
ITA-Serie A,2425,Lazio,Luca Pellegrini,ITA,DF,25,1999,11.9,23,11,11,10,2,17,32,53.1,15,10,3,7,19,42,32,0
ITA-Serie A,2425,Lazio,Manuel Lazzari,ITA,DF,30,1993,15.6,26,16,13,11,2,14,24,58.3,10,9,5,4,10,36,19,0
ITA-Serie A,2425,Lazio,Mario Gila,ESP,DF,23,2000,30.5,55,37,35,18,2,37,56,66.1,19,20,13,7,28,83,115,4
ITA-Serie A,2425,Lazio,Mattia Zaccagni,ITA,FW,29,1995,29.8,38,27,13,21,4,16,32,50.0,16,19,1,18,29,67,22,2
ITA-Serie A,2425,Lazio,Mattéo Guendouzi,FRA,MF,25,1999,36.3,37,21,13,19,5,20,47,42.6,27,34,9,25,32,69,50,2
ITA-Serie A,2425,Lazio,Matías Vecino,URU,MF,32,1991,9.7,13,7,3,9,1,4,18,22.2,14,9,3,6,5,18,15,0
ITA-Serie A,2425,Lazio,Nicolò Casale,ITA,DF,26,1998,1.5,5,3,4,1,0,0,0,,0,4,3,1,1,6,2,0
ITA-Serie A,2425,Lazio,Nicolò Rovella,ITA,MF,22,2001,30.2,84,50,39,38,7,41,79,51.9,38,19,4,15,47,131,46,3
ITA-Serie A,2425,Lazio,Nuno Tavares,POR,DF,24,2000,18.7,28,21,15,8,5,14,34,41.2,20,21,3,18,21,49,44,2
ITA-Serie A,2425,Lazio,Oliver Nielsen,DEN,DF,21,2003,0.4,0,0,0,0,0,0,0,,0,1,0,1,1,1,2,0
ITA-Serie A,2425,Lazio,Patric,ESP,DF,31,1993,6.7,9,6,6,3,0,6,10,60.0,4,3,2,1,3,12,22,1
ITA-Serie A,2425,Lazio,Pedro,ESP,"FW,MF",37,1987,12.2,19,14,5,9,5,10,21,47.6,11,11,0,11,3,22,3,1
ITA-Serie A,2425,Lazio,Reda Belahyane,MAR,MF,20,2004,2.2,8,6,8,0,0,6,6,100.0,0,3,2,1,1,9,5,0
ITA-Serie A,2425,Lazio,Samuel Gigot,FRA,DF,30,1993,7.6,4,3,1,3,0,0,1,0.0,1,8,6,2,13,17,36,0
ITA-Serie A,2425,Lazio,Tijjani Noslin,NED,"FW,MF",25,1999,9.6,6,5,2,1,3,1,8,12.5,7,15,1,14,1,7,7,0
ITA-Serie A,2425,Lazio,Valentín Castellanos,ARG,FW,25,1998,26.5,13,6,2,4,7,1,10,10.0,9,18,2,16,6,19,25,0
