league,season,team,player,nationality,position,age,birth_year,matches_played,starts,minutes,nineties,goals,assists,goals_assists,goals_non_penalty,penalties_made,penalties_attempted,yellow_cards,red_cards,expected_goals,expected_goals_non_penalty,expected_assists,expected_goals_assists_non_penalty,progressive_carries,progressive_passes,progressive_receives,goals_per_90,assists_per_90,goals_assists_per_90,goals_non_penalty_per_90,goals_assists_non_penalty_per_90,expected_goals_per_90,expected_assists_per_90,expected_goals_assists_per_90,expected_goals_non_penalty_per_90,expected_goals_assists_non_penalty_per_90,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,carries_carries,carries_totdist,carries_prgdist,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third
ITA-Serie A,2425,Como,Simone Verdi,ITA,Midfielder/Forward,32.0,1992.0,9,0,115,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,3,5,13,0.0,0.0,0.0,0.0,0.0,0.09,0.39,0.47,0.09,0.47,75.0,2.0,7.0,37.0,32.0,1.0,75.0,44.0,270.0,150.0,2.0,2.0,0.0,1.0,1.0
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,Midfielder/Defender,23.0,2001.0,26,11,1164,12.9,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.0,18,54,18,0.08,0.08,0.15,0.08,0.15,0.04,0.11,0.16,0.04,0.16,836.0,42.0,204.0,510.0,130.0,16.0,836.0,525.0,2734.0,1250.0,30.0,12.0,13.0,13.0,4.0
ITA-Serie A,2425,Como,Álex Valle,ESP,Defender,20.0,2004.0,15,12,1030,11.4,0,0,0,0,0,0,2,0,0.3,0.3,0.7,1.0,19,44,30,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,799.0,26.0,276.0,375.0,155.0,12.0,799.0,425.0,2246.0,1068.0,26.0,12.0,12.0,12.0,2.0
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,Midfielder,29.0,1995.0,28,27,2203,24.5,1,0,1,1,0,0,8,0,1.0,1.0,0.8,1.9,18,74,24,0.04,0.0,0.04,0.04,0.04,0.04,0.03,0.08,0.04,0.08,1058.0,67.0,290.0,615.0,166.0,26.0,1058.0,441.0,2181.0,847.0,39.0,21.0,16.0,18.0,5.0
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,Defender,27.0,1996.0,29,29,2508,27.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.4,3,38,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1410.0,245.0,881.0,531.0,8.0,7.0,1410.0,592.0,2728.0,1078.0,30.0,23.0,21.0,9.0,0.0
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,Forward/Midfielder,26.0,1997.0,8,5,507,5.6,1,0,1,1,0,0,0,0,2.7,2.7,0.7,3.3,5,13,39,0.18,0.0,0.18,0.18,0.18,0.47,0.12,0.59,0.47,0.59,217.0,6.0,10.0,104.0,105.0,22.0,217.0,114.0,568.0,245.0,5.0,4.0,0.0,3.0,2.0
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,Goalkeeper,26.0,1998.0,32,32,2880,32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,915.0,1167.0,16.0,1.0,0.0,1183.0,701.0,3465.0,2107.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,Midfielder/Forward,22.0,2002.0,15,0,186,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,8,5,19,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,84.0,0.0,11.0,29.0,46.0,6.0,84.0,50.0,455.0,215.0,4.0,3.0,0.0,2.0,2.0
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,Defender/Forward,30.0,1994.0,37,37,3217,35.7,2,1,3,2,0,0,5,0,3.9,3.9,0.7,4.6,22,53,108,0.06,0.03,0.08,0.06,0.08,0.11,0.02,0.13,0.11,0.13,1390.0,87.0,334.0,676.0,391.0,51.0,1390.0,570.0,2433.0,864.0,52.0,29.0,32.0,14.0,6.0
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,Midfielder,22.0,2001.0,22,14,1114,12.4,2,3,5,2,0,0,3,0,0.9,0.9,1.7,2.5,28,55,35,0.16,0.24,0.4,0.16,0.4,0.07,0.13,0.21,0.07,0.21,628.0,25.0,132.0,357.0,153.0,17.0,628.0,327.0,1839.0,1043.0,29.0,13.0,9.0,14.0,6.0
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,Forward,36.0,1987.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,Defender/Forward,26.0,1997.0,35,34,2878,32.0,0,3,3,0,0,0,7,0,0.6,0.6,4.6,5.2,77,80,143,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16,1579.0,88.0,448.0,630.0,521.0,33.0,1579.0,673.0,4110.0,2076.0,55.0,31.0,28.0,17.0,10.0
ITA-Serie A,2425,Empoli,Ismael Konate,CIV,Forward/Midfielder,18.0,2006.0,12,0,116,1.3,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,5,2,7,0.0,0.78,0.78,0.0,0.78,0.15,0.03,0.19,0.15,0.19,51.0,3.0,10.0,20.0,22.0,4.0,51.0,23.0,115.0,74.0,4.0,2.0,4.0,0.0,0.0
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,Midfielder,19.0,2005.0,3,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,4.0,10.0,0.0,0.0,14.0,5.0,25.0,1.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,Midfielder,21.0,2003.0,20,16,1383,15.4,4,1,5,4,0,0,1,1,3.1,3.1,0.5,3.6,34,49,88,0.26,0.07,0.33,0.26,0.33,0.2,0.03,0.23,0.2,0.23,639.0,14.0,93.0,298.0,260.0,43.0,639.0,364.0,2344.0,1117.0,32.0,19.0,11.0,16.0,5.0
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,Goalkeeper,19.0,2005.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,24.0,0.0,0.0,0.0,24.0,12.0,53.0,44.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,Defender/Forward,27.0,1996.0,17,2,387,4.3,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,21,20,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.16,0.09,0.16,244.0,5.0,25.0,126.0,95.0,8.0,244.0,105.0,512.0,232.0,14.0,10.0,3.0,6.0,5.0
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,Midfielder,28.0,1996.0,36,27,2337,26.0,0,4,4,0,0,0,10,0,0.7,0.7,3.9,4.5,18,108,54,0.0,0.15,0.15,0.0,0.15,0.03,0.15,0.17,0.03,0.17,1197.0,43.0,229.0,697.0,279.0,16.0,1197.0,490.0,2120.0,909.0,42.0,22.0,17.0,22.0,3.0
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,Midfielder/Defender,23.0,2000.0,33,24,2230,24.8,2,4,6,2,0,0,6,0,2.6,2.6,1.7,4.3,53,70,97,0.08,0.16,0.24,0.08,0.24,0.11,0.07,0.17,0.11,0.17,1187.0,81.0,343.0,485.0,381.0,56.0,1187.0,542.0,3590.0,1884.0,37.0,25.0,20.0,13.0,4.0
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,Forward/Midfielder,22.0,2002.0,37,26,2233,24.8,6,2,8,5,1,1,5,1,5.9,5.1,2.9,8.0,27,48,116,0.24,0.08,0.32,0.2,0.28,0.24,0.12,0.35,0.21,0.32,837.0,18.0,77.0,417.0,355.0,83.0,836.0,438.0,2185.0,856.0,31.0,14.0,7.0,16.0,8.0
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,Defender,18.0,2006.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,4.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,Defender,20.0,2004.0,18,12,1069,11.9,0,0,0,0,0,0,0,1,0.6,0.6,0.2,0.8,12,28,3,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07,609.0,64.0,290.0,286.0,35.0,5.0,609.0,299.0,1326.0,722.0,28.0,12.0,17.0,11.0,0.0
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,Goalkeeper,33.0,1991.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,130.0,162.0,0.0,0.0,0.0,162.0,103.0,565.0,359.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,Defender,31.0,1992.0,16,7,769,8.5,1,0,1,1,0,0,0,0,0.6,0.6,0.2,0.8,4,18,7,0.12,0.0,0.12,0.12,0.12,0.07,0.02,0.09,0.07,0.09,394.0,35.0,165.0,187.0,44.0,9.0,394.0,161.0,719.0,257.0,18.0,13.0,10.0,8.0,0.0
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,Defender,22.0,2002.0,30,30,2572,28.6,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.0,17,86,10,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,1506.0,260.0,798.0,663.0,58.0,12.0,1506.0,633.0,3228.0,1714.0,65.0,45.0,42.0,20.0,3.0
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,Midfielder,28.0,1996.0,10,2,287,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,155.0,4.0,45.0,86.0,25.0,1.0,155.0,73.0,258.0,105.0,11.0,8.0,4.0,5.0,2.0
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,Midfielder/Forward,25.0,1998.0,21,8,760,8.4,0,0,0,0,0,0,2,0,0.8,0.8,0.4,1.2,18,20,32,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,263.0,7.0,32.0,139.0,98.0,15.0,263.0,150.0,1084.0,419.0,7.0,4.0,0.0,6.0,1.0
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,Midfielder,28.0,1995.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,Forward,23.0,2001.0,11,5,414,4.6,3,0,3,3,0,0,2,0,0.3,0.3,0.6,0.9,12,8,28,0.65,0.0,0.65,0.65,0.65,0.06,0.12,0.19,0.06,0.19,128.0,4.0,7.0,66.0,58.0,14.0,128.0,80.0,682.0,215.0,7.0,2.0,0.0,6.0,1.0
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,Defender,20.0,2004.0,33,29,2539,28.2,0,1,1,0,0,0,3,1,0.3,0.3,0.3,0.6,12,45,9,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.02,0.01,0.02,1200.0,108.0,607.0,550.0,59.0,13.0,1200.0,564.0,2689.0,1198.0,64.0,37.0,36.0,25.0,3.0
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,Defender,24.0,2000.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,83.0,16.0,37.0,38.0,9.0,0.0,83.0,32.0,279.0,157.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Empoli,Sebastiano Esposito,ITA,Forward/Midfielder,22.0,2002.0,33,27,2331,25.9,8,0,8,7,1,2,1,0,5.7,4.2,2.1,6.3,31,93,106,0.31,0.0,0.31,0.27,0.27,0.22,0.08,0.3,0.16,0.24,1081.0,11.0,85.0,532.0,480.0,95.0,1079.0,565.0,2356.0,1092.0,57.0,29.0,15.0,31.0,11.0
ITA-Serie A,2425,Empoli,Szymon Żurkowski,POL,Midfielder,26.0,1997.0,5,0,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,59.0,5.0,17.0,35.0,7.0,4.0,59.0,28.0,190.0,35.0,6.0,4.0,2.0,4.0,0.0
ITA-Serie A,2425,Empoli,Thomas Campaniello,ITA,Forward,16.0,2008.0,3,0,25,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,0,6,0.0,0.0,0.0,0.0,0.0,1.83,0.0,1.83,1.83,1.83,17.0,0.0,1.0,6.0,10.0,1.0,17.0,5.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Empoli,Tyronne Ebuehi,NGA,Defender/Midfielder,28.0,1995.0,4,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,1.0,5.0,30.0,24.0,3.0,59.0,20.0,93.0,45.0,3.0,2.0,1.0,2.0,0.0
ITA-Serie A,2425,Empoli,Viktor Kovalenko,UKR,Midfielder,28.0,1996.0,6,0,77,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,4,3,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,44.0,0.0,8.0,24.0,12.0,3.0,44.0,21.0,106.0,43.0,2.0,1.0,0.0,2.0,0.0
ITA-Serie A,2425,Empoli,Youssef Maleh,MAR,Midfielder,25.0,1998.0,22,17,1510,16.8,0,1,1,0,0,0,5,1,0.9,0.9,0.9,1.8,10,72,37,0.0,0.06,0.06,0.0,0.06,0.05,0.05,0.1,0.05,0.1,744.0,18.0,167.0,432.0,158.0,15.0,744.0,299.0,1114.0,557.0,45.0,23.0,17.0,23.0,5.0
ITA-Serie A,2425,Fiorentina,Albert Guðmundsson,ISL,Forward/Midfielder,27.0,1997.0,24,16,1273,14.1,6,1,7,4,2,2,2,0,4.5,2.9,1.8,4.8,35,37,59,0.42,0.07,0.49,0.28,0.35,0.32,0.13,0.45,0.21,0.34,624.0,9.0,79.0,332.0,220.0,32.0,622.0,402.0,2519.0,1090.0,9.0,5.0,2.0,4.0,3.0
ITA-Serie A,2425,Fiorentina,Alessandro Bianco,ITA,Midfielder,21.0,2002.0,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,11.0,1.0,0.0,14.0,8.0,48.0,30.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Amir Richardson,MAR,Midfielder,22.0,2002.0,26,10,1024,11.4,1,1,2,1,0,0,6,0,0.9,0.9,0.6,1.5,19,47,31,0.09,0.09,0.18,0.09,0.18,0.07,0.05,0.12,0.07,0.12,748.0,35.0,152.0,439.0,160.0,18.0,748.0,451.0,2321.0,1033.0,30.0,13.0,13.0,15.0,2.0
ITA-Serie A,2425,Fiorentina,Andrea Colpani,ITA,Forward/Midfielder,25.0,1999.0,24,17,1432,15.9,2,1,3,2,0,0,1,0,2.7,2.7,1.3,3.9,37,57,129,0.13,0.06,0.19,0.13,0.19,0.17,0.08,0.24,0.17,0.24,609.0,9.0,62.0,251.0,299.0,49.0,609.0,395.0,2413.0,1094.0,15.0,9.0,5.0,7.0,3.0
ITA-Serie A,2425,Fiorentina,Antonín Barák,CZE,Midfielder,29.0,1994.0,1,1,54,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,2,2,5,0.0,0.0,0.0,0.0,0.0,0.13,0.47,0.6,0.13,0.6,25.0,1.0,2.0,11.0,12.0,3.0,25.0,20.0,117.0,35.0,2.0,0.0,0.0,2.0,0.0
ITA-Serie A,2425,Fiorentina,Cher Ndour,ITA,Midfielder/Defender,20.0,2004.0,9,4,406,4.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,12,17,26,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,265.0,7.0,50.0,146.0,72.0,8.0,265.0,155.0,988.0,388.0,4.0,1.0,2.0,1.0,1.0
ITA-Serie A,2425,Fiorentina,Christian Kouamé,CIV,Forward/Midfielder,26.0,1997.0,18,5,622,6.9,0,1,1,0,0,0,1,0,1.1,1.1,1.5,2.5,7,16,46,0.0,0.14,0.14,0.0,0.14,0.15,0.21,0.37,0.15,0.37,286.0,10.0,28.0,127.0,132.0,35.0,286.0,151.0,713.0,288.0,13.0,8.0,4.0,4.0,5.0
ITA-Serie A,2425,Fiorentina,Cristiano Biraghi,ITA,Defender,31.0,1992.0,8,5,433,4.8,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,3,15,17,0.21,0.0,0.21,0.21,0.21,0.03,0.06,0.1,0.03,0.1,335.0,28.0,120.0,150.0,65.0,1.0,335.0,178.0,695.0,296.0,4.0,4.0,1.0,3.0,0.0
ITA-Serie A,2425,Fiorentina,Danilo Cataldi,ITA,Midfielder,29.0,1994.0,24,22,1712,19.0,3,0,3,3,0,0,1,0,1.1,1.1,0.8,1.9,18,90,16,0.16,0.0,0.16,0.16,0.16,0.06,0.04,0.1,0.06,0.1,1147.0,55.0,284.0,720.0,151.0,7.0,1147.0,657.0,3018.0,1172.0,25.0,16.0,13.0,10.0,2.0
ITA-Serie A,2425,Fiorentina,David de Gea,ESP,Goalkeeper,33.0,1990.0,34,34,3060,34.0,0,1,1,0,0,0,1,0,0.0,0.0,0.4,0.4,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,1207.0,1055.0,1204.0,3.0,0.0,0.0,1207.0,675.0,3252.0,1943.0,1.0,0.0,1.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Dodô,BRA,Defender,25.0,1998.0,34,34,3025,33.6,0,4,4,0,0,0,8,0,1.4,1.4,4.2,5.6,143,128,193,0.0,0.12,0.12,0.0,0.12,0.04,0.12,0.16,0.04,0.16,2083.0,74.0,579.0,929.0,606.0,66.0,2083.0,1278.0,8621.0,4996.0,44.0,29.0,25.0,11.0,8.0
ITA-Serie A,2425,Fiorentina,Edoardo Bove,ITA,Midfielder/Forward,22.0,2002.0,11,10,836,9.3,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.1,12,37,24,0.11,0.22,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22,437.0,12.0,80.0,244.0,117.0,21.0,437.0,251.0,1288.0,531.0,24.0,17.0,7.0,14.0,3.0
ITA-Serie A,2425,Fiorentina,Fabiano Parisi,ITA,Defender/Midfielder,23.0,2000.0,25,11,1049,11.7,2,0,2,2,0,0,3,0,0.5,0.5,0.8,1.3,25,40,35,0.17,0.0,0.17,0.17,0.17,0.04,0.07,0.1,0.04,0.1,607.0,19.0,198.0,263.0,159.0,16.0,607.0,341.0,2113.0,1128.0,27.0,17.0,11.0,12.0,4.0
ITA-Serie A,2425,Fiorentina,Jonathan Ikone,FRA,Forward/Midfielder,26.0,1998.0,14,1,334,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,12,13,39,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.23,0.21,0.23,148.0,2.0,21.0,52.0,79.0,19.0,148.0,101.0,790.0,399.0,5.0,2.0,3.0,2.0,0.0
ITA-Serie A,2425,Fiorentina,Luca Ranieri,ITA,Defender,25.0,1999.0,35,34,2981,33.1,0,3,3,0,0,0,7,0,1.1,1.1,1.7,2.7,25,80,11,0.0,0.09,0.09,0.0,0.09,0.03,0.05,0.08,0.03,0.08,2124.0,271.0,1078.0,979.0,81.0,16.0,2124.0,1234.0,5928.0,3027.0,42.0,24.0,28.0,12.0,2.0
ITA-Serie A,2425,Fiorentina,Lucas Beltrán,ARG,Forward/Midfielder,23.0,2001.0,32,20,1864,20.7,5,4,9,3,2,3,6,0,5.4,3.1,3.0,6.1,23,64,94,0.24,0.19,0.43,0.14,0.34,0.25,0.14,0.39,0.14,0.28,791.0,15.0,91.0,423.0,285.0,51.0,788.0,468.0,2320.0,853.0,23.0,10.0,10.0,7.0,6.0
ITA-Serie A,2425,Fiorentina,Lucas Martínez Quarta,ARG,Defender,28.0,1996.0,8,4,351,3.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,3,14,2,0.26,0.0,0.26,0.26,0.26,0.19,0.01,0.19,0.19,0.19,316.0,39.0,157.0,139.0,21.0,6.0,316.0,181.0,1010.0,589.0,12.0,7.0,9.0,3.0,0.0
ITA-Serie A,2425,Fiorentina,Maat Daniel Caprini,ITA,Forward,18.0,2006.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,6.0,6.0,0.0,13.0,5.0,35.0,6.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Marin Pongračić,CRO,Defender,26.0,1997.0,19,14,1292,14.4,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,7,34,5,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,922.0,136.0,494.0,399.0,42.0,6.0,922.0,560.0,3544.0,1465.0,18.0,13.0,13.0,4.0,1.0
ITA-Serie A,2425,Fiorentina,Matias Moreno,ARG,Defender,20.0,2003.0,4,2,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,98.0,8.0,41.0,48.0,10.0,1.0,98.0,55.0,251.0,145.0,8.0,8.0,5.0,3.0,0.0
ITA-Serie A,2425,Fiorentina,Michael Folorunsho,ITA,Forward/Midfielder,26.0,1998.0,14,6,650,7.2,0,0,0,0,0,0,5,0,1.1,1.1,0.6,1.7,13,21,33,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.23,0.15,0.23,342.0,6.0,71.0,164.0,113.0,16.0,342.0,190.0,1030.0,429.0,19.0,12.0,9.0,6.0,4.0
ITA-Serie A,2425,Fiorentina,Michael Kayode,ITA,Defender/Forward,20.0,2004.0,5,1,127,1.4,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,3,8,6,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.21,0.07,0.21,88.0,5.0,30.0,34.0,24.0,2.0,88.0,42.0,218.0,96.0,1.0,1.0,1.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Moise Kean,ITA,Forward,24.0,2000.0,31,30,2615,29.1,17,3,20,16,1,2,5,0,19.4,17.9,1.9,19.7,42,26,143,0.59,0.1,0.69,0.55,0.65,0.65,0.06,0.71,0.59,0.66,700.0,28.0,49.0,306.0,366.0,132.0,698.0,454.0,2460.0,1078.0,7.0,5.0,1.0,2.0,4.0
ITA-Serie A,2425,Fiorentina,Nicolò Fagioli,ITA,Midfielder,23.0,2001.0,15,10,962,10.7,1,2,3,1,0,0,0,0,0.5,0.5,3.0,3.5,15,50,19,0.09,0.19,0.28,0.09,0.28,0.05,0.28,0.32,0.05,0.32,713.0,22.0,146.0,391.0,185.0,8.0,713.0,480.0,2460.0,1004.0,19.0,10.0,8.0,9.0,2.0
ITA-Serie A,2425,Fiorentina,Nicolò Zaniolo,ITA,Forward,25.0,1999.0,9,4,343,3.8,0,0,0,0,0,0,2,1,0.7,0.6,0.2,0.9,8,5,20,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.22,0.15,0.21,131.0,2.0,13.0,58.0,64.0,12.0,131.0,100.0,671.0,255.0,3.0,1.0,1.0,2.0,0.0
ITA-Serie A,2425,Fiorentina,Pablo Marí,ESP,Defender,30.0,1993.0,13,12,1098,12.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,27,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,784.0,134.0,447.0,319.0,21.0,5.0,784.0,409.0,1528.0,596.0,14.0,9.0,11.0,3.0,0.0
ITA-Serie A,2425,Fiorentina,Pietro Comuzzo,ITA,Defender,19.0,2005.0,32,23,2110,23.4,1,0,1,1,0,0,5,0,0.5,0.5,0.6,1.1,14,75,12,0.04,0.0,0.04,0.04,0.04,0.02,0.02,0.05,0.02,0.05,1533.0,170.0,730.0,744.0,63.0,9.0,1533.0,892.0,3728.0,1815.0,43.0,21.0,29.0,11.0,3.0
ITA-Serie A,2425,Fiorentina,Pietro Terracciano,ITA,Goalkeeper,34.0,1990.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,80.0,96.0,0.0,0.0,0.0,96.0,67.0,285.0,144.0,0.0,0.0,0.0,0.0,0.0
ITA-Serie A,2425,Fiorentina,Riccardo Sottil,ITA,Forward/Midfielder,25.0,1999.0,18,8,833,9.3,1,1,2,1,0,0,1,0,0.9,0.9,0.9,1.7,71,18,100,0.11,0.11,0.22,0.11,0.22,0.09,0.09,0.19,0.09,0.19,356.0,2.0,35.0,118.0,217.0,41.0,356.0,272.0,2907.0,1868.0,5.0,4.0,3.0,1.0,1.0
ITA-Serie A,2425,Fiorentina,Robin Gosens,GER,Defender,30.0,1994.0,31,28,2434,27.0,5,5,10,5,0,0,6,0,1.8,1.8,2.4,4.1,31,102,91,0.18,0.18,0.37,0.18,0.37,0.06,0.08,0.15,0.06,0.15,1606.0,85.0,515.0,702.0,400.0,56.0,1606.0,781.0,3358.0,1641.0,56.0,31.0,31.0,17.0,8.0
ITA-Serie A,2425,Fiorentina,Rolando Mandragora,ITA,Midfielder,27.0,1997.0,28,22,1856,20.6,4,2,6,3,1,1,7,0,2.7,1.9,4.8,6.6,11,92,34,0.19,0.1,0.29,0.15,0.24,0.12,0.22,0.35,0.09,0.31,1119.0,63.0,249.0,637.0,246.0,24.0,1118.0,580.0,2160.0,964.0,23.0,13.0,9.0,12.0,2.0
ITA-Serie A,2425,Fiorentina,Sofyan Amrabat,MAR,Midfielder,27.0,1996.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,140.0,6.0,24.0,103.0,14.0,0.0,140.0,84.0,388.0,196.0,3.0,2.0,1.0,2.0,0.0
