league,season,team,player,nationality,position,age,birth_year,90s,tackles,tackles_won,tackles_def_third,tackles_mid_third,tackles_att_third,challenge_tackles,challenges_attempted,tackle_success_rate,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_plus_interceptions,clearances,errors
GER-Bundesliga,2425,Augsburg,Kristijan Jakić,,,27.0,1997.0,25.6,46,23,20,19,7,22,43,51.2,21,42,9,33,28,74,50,1
GER-Bundesliga,2425,Augsburg,Mads Pedersen,,,27.0,1996.0,2.6,8,7,5,2,1,4,5,80.0,1,4,0,4,2,10,6,0
GER-Bundesliga,2425,Augsburg,Marius Wolf,,,29.0,1995.0,23.8,27,16,13,11,3,16,43,37.2,27,29,5,24,24,51,51,1
GER-Bundesliga,2425,Augsburg,Maximilian Bauer,,,24.0,2000.0,7.3,14,8,5,7,2,9,14,64.3,5,10,4,6,6,20,35,1
GER-Bundesliga,2425,Augsburg,Mergim Berisha,,,26.0,1998.0,0.4,1,0,0,1,0,1,1,100.0,0,2,1,1,0,1,0,0
GER-Bundesliga,2425,Augsburg,Mert Kömür,,,19.0,2005.0,7.3,3,2,2,0,1,0,3,0.0,3,9,3,6,3,6,7,1
GER-Bundesliga,2425,Augsburg,Nediljko Labrović,,,24.0,1999.0,15.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1
GER-Bundesliga,2425,Augsburg,Niklas Dorsch,,,26.0,1998.0,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2425,Augsburg,Noahkai Banks,,,17.0,2006.0,3.1,11,5,6,4,1,3,7,42.9,4,4,1,3,5,16,28,0
GER-Bundesliga,2425,Augsburg,Phillip Tietz,,,27.0,1997.0,18.7,11,6,2,7,2,5,8,62.5,3,10,1,9,5,16,26,1
GER-Bundesliga,2425,Augsburg,Robert Gumny,,,26.0,1998.0,3.0,3,3,1,2,0,2,6,33.3,4,2,0,2,1,4,6,0
GER-Bundesliga,2425,Augsburg,Ruben Vargas,,,25.0,1998.0,3.4,2,1,1,1,0,1,4,25.0,3,1,0,1,2,4,1,1
GER-Bundesliga,2425,Augsburg,Samuel Essende,,,26.0,1998.0,18.2,7,6,1,3,3,3,4,75.0,1,13,2,11,0,7,11,1
GER-Bundesliga,2425,Augsburg,Steve Mounié,,,29.0,1994.0,3.9,4,4,0,1,3,0,1,0.0,1,1,1,0,1,5,5,1
GER-Bundesliga,2425,Augsburg,Tim Breithaupt,,,22.0,2002.0,1.3,1,1,0,1,0,0,4,0.0,4,1,0,1,2,3,0,0
GER-Bundesliga,2425,Augsburg,Yusuf Kabadayı,,,20.0,2004.0,0.8,1,0,0,1,0,0,0,,0,1,0,1,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Adam Aznou,,,18.0,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2425,Bayern Munich,Aleksandar Pavlovic,,,20.0,2004.0,16.1,38,21,13,15,10,22,32,68.8,10,18,3,15,5,43,14,0
GER-Bundesliga,2425,Bayern Munich,Alphonso Davies,,,23.0,2000.0,17.3,30,17,7,17,6,17,26,65.4,9,14,1,13,13,43,22,2
GER-Bundesliga,2425,Bayern Munich,Arijon Ibrahimović,,,18.0,2005.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Daniel Peretz,,,24.0,2000.0,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
GER-Bundesliga,2425,Bayern Munich,Dayot Upamecano,,,25.0,1998.0,19.5,36,22,18,16,2,16,29,55.2,13,17,7,10,34,70,45,1
GER-Bundesliga,2425,Bayern Munich,Eric Dier,,,30.0,1994.0,16.3,19,11,8,9,2,13,20,65.0,7,19,8,11,20,39,77,1
GER-Bundesliga,2425,Bayern Munich,Gabriel Vidovic,,,20.0,2003.0,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Harry Kane,,,31.0,1993.0,26.5,13,11,3,8,2,2,6,33.3,4,16,2,14,2,15,16,0
GER-Bundesliga,2425,Bayern Munich,Hiroki Ito,,,25.0,1999.0,2.8,2,0,1,1,0,1,1,100.0,0,3,2,1,6,8,15,1
GER-Bundesliga,2425,Bayern Munich,Jamal Musiala,,,21.0,2003.0,20.0,36,21,7,16,13,12,29,41.4,17,30,0,30,8,44,5,1
GER-Bundesliga,2425,Bayern Munich,Jonah Kusi-Asare,,,17.0,2007.0,0.0,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2425,Bayern Munich,Jonas Urbig,,,20.0,2003.0,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2
GER-Bundesliga,2425,Bayern Munich,Joshua Kimmich,,,29.0,1995.0,31.6,47,29,11,29,7,30,50,60.0,20,23,3,20,25,72,34,3
GER-Bundesliga,2425,Bayern Munich,Josip Stanišić,,,24.0,2000.0,9.7,13,11,6,4,3,7,15,46.7,8,10,6,4,6,19,29,1
GER-Bundesliga,2425,Bayern Munich,João Palhinha,,,29.0,1995.0,7.5,20,14,6,11,3,11,16,68.8,5,13,1,12,4,24,9,1
GER-Bundesliga,2425,Bayern Munich,Kim Min-jae,,,27.0,1996.0,25.4,35,20,18,13,4,11,21,52.4,10,23,10,13,37,72,91,4
GER-Bundesliga,2425,Bayern Munich,Kingsley Coman,,,28.0,1996.0,14.2,17,12,6,6,5,8,12,66.7,4,12,0,12,8,25,15,0
GER-Bundesliga,2425,Bayern Munich,Konrad Laimer,,,27.0,1997.0,18.9,49,27,19,22,8,23,48,47.9,25,24,1,23,8,57,24,1
GER-Bundesliga,2425,Bayern Munich,Leon Goretzka,,,29.0,1995.0,14.7,21,11,5,12,4,10,20,50.0,10,27,7,20,20,41,25,1
GER-Bundesliga,2425,Bayern Munich,Leroy Sané,,,28.0,1996.0,18.2,23,15,4,8,11,12,23,52.2,11,8,0,8,7,30,3,0
GER-Bundesliga,2425,Bayern Munich,Manuel Neuer,,,38.0,1986.0,22.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,9,1
GER-Bundesliga,2425,Bayern Munich,Mathys Tel,,,19.0,2005.0,2.8,2,2,0,2,0,0,0,,0,0,0,0,1,3,1,0
GER-Bundesliga,2425,Bayern Munich,Michael Olise,,,22.0,2001.0,25.9,36,23,10,21,5,17,38,44.7,21,23,1,22,8,44,16,2
GER-Bundesliga,2425,Bayern Munich,Raphaël Guerreiro,,,30.0,1993.0,17.5,19,12,9,7,3,12,16,75.0,4,9,0,9,10,29,19,1
GER-Bundesliga,2425,Bayern Munich,Sacha Boey,,,23.0,2000.0,6.6,20,5,6,6,8,13,18,72.2,5,6,0,6,2,22,14,0
GER-Bundesliga,2425,Bayern Munich,Serge Gnabry,,,29.0,1995.0,13.8,20,11,6,7,7,8,12,66.7,4,11,0,11,6,26,9,0
GER-Bundesliga,2425,Bayern Munich,Sven Ulreich,,,35.0,1988.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Bayern Munich,Thomas Müller,,,34.0,1989.0,13.6,8,5,2,3,3,4,16,25.0,12,10,0,10,2,10,14,0
GER-Bundesliga,2425,Bochum,Aliou Badara Baldé,,,21.0,2002.0,1.0,1,1,1,0,0,0,0,,0,2,0,2,0,1,0,0
GER-Bundesliga,2425,Bochum,Anthony Losilla,,,38.0,1986.0,12.6,30,16,15,12,3,17,33,51.5,16,22,7,15,18,48,27,1
GER-Bundesliga,2425,Bochum,Bernardo,,,29.0,1995.0,19.8,46,28,32,13,1,27,37,73.0,10,38,17,21,26,72,103,4
GER-Bundesliga,2425,Bochum,Cristian Gamboa,,,34.0,1989.0,2.5,8,3,5,3,0,3,9,33.3,6,2,0,2,2,10,8,0
GER-Bundesliga,2425,Bochum,Dani de Wit,,,26.0,1998.0,12.8,29,17,11,15,3,18,31,58.1,13,17,4,13,12,41,23,1
GER-Bundesliga,2425,Bochum,Erhan Mašović,,,25.0,1998.0,10.1,14,10,10,4,0,13,28,46.4,15,17,11,6,12,26,55,0
GER-Bundesliga,2425,Bochum,Felix Passlack,,,26.0,1998.0,25.9,53,23,32,13,8,30,55,54.5,25,42,11,31,18,71,63,1
GER-Bundesliga,2425,Bochum,Gerrit Holtmann,,,29.0,1995.0,12.6,24,19,14,8,2,12,24,50.0,12,18,5,13,16,40,15,0
GER-Bundesliga,2425,Bochum,Giorgos Masouras,,,30.0,1994.0,11.7,18,10,6,7,5,7,16,43.8,9,9,1,8,4,22,3,1
GER-Bundesliga,2425,Bochum,Ibrahima Sissoko,,,26.0,1997.0,29.0,66,44,30,31,5,24,45,53.3,21,39,11,28,36,102,61,0
GER-Bundesliga,2425,Bochum,Ivan Ordets,,,32.0,1992.0,20.7,18,8,13,5,0,10,13,76.9,3,29,16,13,41,59,139,3
GER-Bundesliga,2425,Bochum,Jakov Medić,,,25.0,1998.0,17.8,13,11,9,3,1,8,18,44.4,10,32,21,11,22,35,111,4
GER-Bundesliga,2425,Bochum,Kacper Koscierski,,,17.0,2007.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Bochum,Koji Miyoshi,,,27.0,1997.0,5.2,8,5,2,1,5,4,9,44.4,5,10,1,9,2,10,2,0
GER-Bundesliga,2425,Bochum,Lukas Daschner,,,25.0,1998.0,4.6,4,2,1,2,1,2,9,22.2,7,5,0,5,0,4,5,0
GER-Bundesliga,2425,Bochum,Mats Pannewig,,,19.0,2004.0,3.0,10,6,7,3,0,3,12,25.0,9,8,1,7,2,12,8,0
GER-Bundesliga,2425,Bochum,Matúš Bero,,,28.0,1995.0,28.5,65,35,33,21,11,29,60,48.3,31,37,9,28,17,82,35,1
GER-Bundesliga,2425,Bochum,Maximilian Wittek,,,28.0,1995.0,30.1,65,42,40,19,6,38,54,70.4,16,54,8,46,27,92,89,3
GER-Bundesliga,2425,Bochum,Moritz Broschinski,,,23.0,2000.0,15.4,19,14,6,6,7,6,15,40.0,9,18,0,18,1,20,18,0
GER-Bundesliga,2425,Bochum,Moritz-Broni Kwarteng,,,26.0,1998.0,1.9,4,3,1,1,2,1,2,50.0,1,0,0,0,0,4,1,0
GER-Bundesliga,2425,Bochum,Myron Boadu,,,23.0,2001.0,11.6,2,1,0,0,2,1,5,20.0,4,3,0,3,1,3,4,0
GER-Bundesliga,2425,Bochum,Patrick Drewes,,,31.0,1993.0,21.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,11,1
GER-Bundesliga,2425,Bochum,Philipp Hofmann,,,31.0,1993.0,25.3,17,12,4,6,7,8,15,53.3,7,14,1,13,4,21,33,0
GER-Bundesliga,2425,Bochum,Samuel Bamba,,,20.0,2004.0,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2425,Bochum,Tim Oermann,,,20.0,2003.0,24.6,50,31,25,21,4,26,43,60.5,17,32,16,16,22,72,64,0
GER-Bundesliga,2425,Bochum,Timo Horn,,,31.0,1993.0,13.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,2
GER-Bundesliga,2425,Bochum,Tom Krauß,,,23.0,2001.0,12.0,35,18,20,13,2,19,38,50.0,19,26,2,24,11,46,19,1
GER-Bundesliga,2425,Dortmund,Alexander Meyer,,,33.0,1991.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Dortmund,Almugera Kabar,,,18.0,2006.0,1.5,5,3,2,2,1,3,3,100.0,0,1,0,1,1,6,4,0
GER-Bundesliga,2425,Dortmund,Ayman Azhil,,,23.0,2001.0,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2425,Dortmund,Carney Chukwuemeka,,,20.0,2003.0,2.8,7,5,3,2,2,1,1,100.0,0,5,0,5,1,8,1,0
GER-Bundesliga,2425,Dortmund,Cole Campbell,,,18.0,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
GER-Bundesliga,2425,Dortmund,Daniel Svensson,,,22.0,2002.0,8.7,15,11,5,6,4,7,11,63.6,4,10,4,6,5,20,30,0
GER-Bundesliga,2425,Dortmund,Donyell Malen,,,25.0,1999.0,6.8,0,0,0,0,0,0,2,0.0,2,2,0,2,3,3,6,0
GER-Bundesliga,2425,Dortmund,Emre Can,,,30.0,1994.0,23.4,50,28,30,16,4,18,36,50.0,18,31,17,14,20,70,89,3
GER-Bundesliga,2425,Dortmund,Felix Nmecha,,,23.0,2000.0,16.8,34,22,6,19,9,12,22,54.5,10,20,5,15,23,57,30,1
GER-Bundesliga,2425,Dortmund,Gio Reyna,,,21.0,2002.0,3.9,7,0,3,0,4,4,5,80.0,1,3,1,2,0,7,9,0
GER-Bundesliga,2425,Dortmund,Gregor Kobel,,,26.0,1997.0,32.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,23,3
GER-Bundesliga,2425,Dortmund,Jamie Gittens,,,19.0,2004.0,19.7,31,19,12,12,7,14,18,77.8,4,16,0,16,10,41,4,0
GER-Bundesliga,2425,Dortmund,Julian Brandt,,,28.0,1996.0,25.6,26,11,13,8,5,15,43,34.9,28,17,0,17,14,40,13,1
GER-Bundesliga,2425,Dortmund,Julian Ryerson,,,26.0,1997.0,25.1,46,30,26,13,7,25,44,56.8,19,29,2,27,22,68,26,1
GER-Bundesliga,2425,Dortmund,Julien Duranville,,,18.0,2006.0,3.1,3,0,0,3,0,1,2,50.0,1,1,0,1,0,3,3,0
GER-Bundesliga,2425,Dortmund,Karim Adeyemi,,,22.0,2002.0,15.9,20,14,6,6,8,8,20,40.0,12,14,1,13,7,27,5,0
GER-Bundesliga,2425,Dortmund,Kjell-Arik Wätjen,,,18.0,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
GER-Bundesliga,2425,Dortmund,Marcel Sabitzer,,,30.0,1994.0,18.0,29,19,7,15,7,16,27,59.3,11,19,6,13,10,39,29,1
GER-Bundesliga,2425,Dortmund,Maximilian Beier,,,21.0,2002.0,17.7,25,16,8,11,6,12,31,38.7,19,15,1,14,7,32,14,1
GER-Bundesliga,2425,Dortmund,Nico Schlotterbeck,,,24.0,1999.0,22.0,38,24,21,16,1,27,45,60.0,18,31,15,16,22,60,79,1
GER-Bundesliga,2425,Dortmund,Niklas Süle,,,28.0,1995.0,11.7,14,12,9,5,0,10,14,71.4,4,11,6,5,4,18,46,1
GER-Bundesliga,2425,Dortmund,Pascal Groß,,,33.0,1991.0,25.9,44,28,11,26,7,15,51,29.4,36,46,13,33,9,53,30,1
GER-Bundesliga,2425,Dortmund,Ramy Bensebaini,,,29.0,1995.0,22.5,51,25,25,18,8,33,51,64.7,18,42,9,33,33,84,86,1
GER-Bundesliga,2425,Dortmund,Salih Özcan,,,26.0,1998.0,4.3,11,7,6,4,1,7,13,53.8,6,7,0,7,11,22,10,0
GER-Bundesliga,2425,Dortmund,Serhou Guirassy,,,28.0,1996.0,28.9,7,6,2,2,3,2,5,40.0,3,10,3,7,4,11,38,0
GER-Bundesliga,2425,Dortmund,Waldemar Anton,,,28.0,1996.0,21.7,34,21,18,10,6,17,23,73.9,6,33,16,17,30,64,112,1
GER-Bundesliga,2425,Dortmund,Yan Couto,,,22.0,2002.0,9.9,24,16,17,2,5,14,25,56.0,11,12,1,11,10,34,32,2
GER-Bundesliga,2425,Dortmund,Yannik Lührs,,,20.0,2003.0,1.4,1,1,1,0,0,0,0,,0,0,0,0,2,3,4,0
GER-Bundesliga,2425,Eint Frankfurt,Ansgar Knauff,,,22.0,2002.0,17.7,41,22,18,16,7,12,26,46.2,14,23,4,19,12,53,24,0
GER-Bundesliga,2425,Eint Frankfurt,Arthur Theate,,,24.0,2000.0,30.0,36,25,19,16,1,22,44,50.0,22,42,19,23,39,75,170,3
GER-Bundesliga,2425,Eint Frankfurt,Aurele Amenda,,,21.0,2003.0,1.1,1,0,1,0,0,0,0,,0,2,2,0,2,3,11,0
GER-Bundesliga,2425,Eint Frankfurt,Can Uzun,,,18.0,2005.0,7.5,10,4,1,4,5,5,10,50.0,5,9,0,9,1,11,3,0
GER-Bundesliga,2425,Eint Frankfurt,Ellyes Skhiri,,,29.0,1995.0,24.8,40,22,15,21,4,18,44,40.9,26,30,7,23,31,71,45,4
GER-Bundesliga,2425,Eint Frankfurt,Elye Wahi,,,21.0,2003.0,2.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
GER-Bundesliga,2425,Eint Frankfurt,Fares Chaïbi,,,21.0,2002.0,11.3,13,9,4,5,4,7,20,35.0,13,10,0,10,10,23,32,1
GER-Bundesliga,2425,Eint Frankfurt,Hugo Ekitike,,,22.0,2002.0,28.5,16,12,3,8,5,4,12,33.3,8,13,1,12,7,23,24,0
GER-Bundesliga,2425,Eint Frankfurt,Hugo Larsson,,,20.0,2004.0,26.6,47,27,17,25,5,21,42,50.0,21,42,11,31,30,77,35,1
GER-Bundesliga,2425,Eint Frankfurt,Igor Matanovic,,,21.0,2003.0,3.5,2,0,0,2,0,0,1,0.0,1,3,0,3,1,3,9,0
GER-Bundesliga,2425,Eint Frankfurt,Jean Mattéo Bahoya,,,19.0,2005.0,10.2,29,18,11,13,5,16,26,61.5,10,14,2,12,4,33,10,1
GER-Bundesliga,2425,Eint Frankfurt,Junior Dina Ebimbe,,,23.0,2000.0,3.3,3,2,1,2,0,1,3,33.3,2,4,0,4,7,10,6,0
GER-Bundesliga,2425,Eint Frankfurt,Kauã Santos,,,21.0,2003.0,8.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,2
GER-Bundesliga,2425,Eint Frankfurt,Kevin Trapp,,,34.0,1990.0,25.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,3
GER-Bundesliga,2425,Eint Frankfurt,Mahmoud Dahoud,,,28.0,1996.0,4.0,9,4,4,5,0,4,6,66.7,2,5,1,4,2,11,5,0
GER-Bundesliga,2425,Eint Frankfurt,Mario Götze,,,32.0,1992.0,17.1,41,28,18,20,3,15,36,41.7,21,15,1,14,7,48,8,0
GER-Bundesliga,2425,Eint Frankfurt,Michy Batshuayi,,,30.0,1993.0,3.3,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0
GER-Bundesliga,2425,Eint Frankfurt,Nathaniel Brown,,,21.0,2003.0,21.6,71,42,39,18,14,44,55,80.0,11,30,0,30,15,86,55,1
GER-Bundesliga,2425,Eint Frankfurt,Niels Nkounkou,,,23.0,2000.0,4.2,13,10,7,3,3,4,7,57.1,3,5,2,3,7,20,15,0
GER-Bundesliga,2425,Eint Frankfurt,Nnamdi Collins,,,20.0,2004.0,16.5,33,24,24,7,2,17,22,77.3,5,22,11,11,16,49,74,3
GER-Bundesliga,2425,Eint Frankfurt,Omar Marmoush,,,25.0,1999.0,16.1,12,8,0,3,9,3,7,42.9,4,7,1,6,2,14,2,0
GER-Bundesliga,2425,Eint Frankfurt,Oscar Højlund,,,19.0,2005.0,8.0,21,12,8,9,4,8,16,50.0,8,15,7,8,5,26,11,1
GER-Bundesliga,2425,Eint Frankfurt,Rasmus Kristensen,,,27.0,1997.0,27.9,59,33,37,17,5,40,67,59.7,27,50,13,37,20,79,97,1
GER-Bundesliga,2425,Eint Frankfurt,Robin Koch,,,28.0,1996.0,28.7,24,11,14,8,2,10,22,45.5,12,39,25,14,25,49,197,4
GER-Bundesliga,2425,Eint Frankfurt,Timothy Chandler,,,34.0,1990.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,3,3,2,0
GER-Bundesliga,2425,Eint Frankfurt,Tuta,,,25.0,1999.0,25.3,44,27,25,17,2,28,40,70.0,12,42,21,21,40,84,135,1
GER-Bundesliga,2425,Freiburg,Christian Günter,,,31.0,1993.0,25.7,23,21,12,8,3,16,29,55.2,13,24,10,14,8,31,50,1
GER-Bundesliga,2425,Freiburg,Eren Dinkçi,,,22.0,2001.0,13.3,21,13,8,8,5,7,23,30.4,16,22,2,20,7,28,7,0
GER-Bundesliga,2425,Freiburg,Florent Muslija,,,26.0,1998.0,1.9,5,4,3,1,1,2,2,100.0,0,0,0,0,1,6,1,0
GER-Bundesliga,2425,Freiburg,Florian Müller,,,26.0,1997.0,8.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
GER-Bundesliga,2425,Freiburg,Ifechukwu Ogbus,,,18.0,2005.0,0.2,1,1,0,0,1,0,1,0.0,1,0,0,0,1,2,2,0
GER-Bundesliga,2425,Freiburg,Jan-Niklas Beste,,,25.0,1999.0,2.4,2,1,0,1,1,1,7,14.3,6,3,0,3,1,3,7,0
GER-Bundesliga,2425,Freiburg,Johan Manzambi,,,18.0,2005.0,3.7,8,2,1,3,4,1,4,25.0,3,6,0,6,4,12,7,0
GER-Bundesliga,2425,Freiburg,Jordy Makengo,,,22.0,2001.0,8.3,16,9,10,5,1,10,16,62.5,6,8,3,5,7,23,29,0
GER-Bundesliga,2425,Freiburg,Junior Adamu,,,23.0,2001.0,17.2,9,3,3,3,3,3,11,27.3,8,14,0,14,12,21,20,0
GER-Bundesliga,2425,Freiburg,Kiliann Sildillia,,,22.0,2002.0,8.9,17,10,8,6,3,7,13,53.8,6,16,5,11,11,28,38,0
GER-Bundesliga,2425,Freiburg,Lucas Höler,,,30.0,1994.0,20.7,37,24,18,15,4,9,24,37.5,15,29,7,22,7,44,36,0
GER-Bundesliga,2425,Freiburg,Lukas Kübler,,,31.0,1992.0,20.5,40,21,17,20,3,27,48,56.3,21,32,13,19,53,93,61,3
GER-Bundesliga,2425,Freiburg,Matthias Ginter,,,30.0,1994.0,28.5,30,17,15,11,4,15,28,53.6,13,35,23,12,19,49,146,5
GER-Bundesliga,2425,Freiburg,Max Rosenfelder,,,21.0,2003.0,13.9,27,17,17,10,0,14,19,73.7,5,17,9,8,7,34,65,0
GER-Bundesliga,2425,Freiburg,Maximilian Eggestein,,,27.0,1996.0,31.6,57,32,21,26,10,24,43,55.8,19,37,10,27,39,96,54,1
GER-Bundesliga,2425,Freiburg,Maximilian Philipp,,,30.0,1994.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Freiburg,Merlin Röhl,,,22.0,2002.0,10.7,16,10,4,10,2,9,11,81.8,2,9,1,8,6,22,2,0
GER-Bundesliga,2425,Freiburg,Michael Gregoritsch,,,30.0,1994.0,7.1,4,2,1,0,3,1,5,20.0,4,2,1,1,1,5,10,0
GER-Bundesliga,2425,Freiburg,Nicolas Höfler,,,34.0,1990.0,8.8,33,23,13,18,2,20,31,64.5,11,7,1,6,14,47,28,1
GER-Bundesliga,2425,Freiburg,Noah Atubolu,,,22.0,2002.0,25.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,4
GER-Bundesliga,2425,Freiburg,Noah Weißhaupt,,,22.0,2001.0,0.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
GER-Bundesliga,2425,Freiburg,Patrick Osterhage,,,24.0,2000.0,25.2,45,29,16,27,2,14,30,46.7,16,27,3,24,18,63,37,0
GER-Bundesliga,2425,Freiburg,Philipp Lienhart,,,28.0,1996.0,30.8,22,13,12,10,0,15,31,48.4,16,31,20,11,36,58,124,3
GER-Bundesliga,2425,Freiburg,Ritsu Doan,,,26.0,1998.0,31.8,66,42,33,26,7,25,46,54.3,21,57,2,55,14,80,47,1
GER-Bundesliga,2425,Freiburg,Roland Sallai,,,27.0,1997.0,0.5,2,1,1,1,0,0,0,,0,0,0,0,1,3,0,0
GER-Bundesliga,2425,Freiburg,Vincenzo Grifo,,,31.0,1993.0,27.0,30,22,12,13,5,15,34,44.1,19,24,2,22,9,39,23,2
GER-Bundesliga,2425,Gladbach,Alassane Pléa,,,31.0,1993.0,21.1,7,3,0,2,5,4,13,30.8,9,11,0,11,2,9,7,1
GER-Bundesliga,2425,Gladbach,Fabio Chiarodia,,,19.0,2005.0,4.2,10,4,6,4,0,4,6,66.7,2,8,3,5,9,19,53,1
GER-Bundesliga,2425,Gladbach,Florian Neuhaus,,,27.0,1997.0,4.2,10,3,7,3,0,7,17,41.2,10,9,2,7,6,16,5,1
GER-Bundesliga,2425,Gladbach,Franck Honorat,,,27.0,1996.0,16.0,17,7,10,4,3,2,8,25.0,6,9,1,8,5,22,28,1
GER-Bundesliga,2425,Gladbach,Grant Ranos,,,21.0,2003.0,0.2,1,0,0,1,0,0,1,0.0,1,2,0,2,0,1,0,0
GER-Bundesliga,2425,Gladbach,Joe Scally,,,21.0,2002.0,28.6,45,32,25,18,2,27,46,58.7,19,35,11,24,16,61,86,2
GER-Bundesliga,2425,Gladbach,Jonas Omlin,,,30.0,1994.0,10.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1
GER-Bundesliga,2425,Gladbach,Julian Weigl,,,28.0,1995.0,32.0,53,25,24,24,5,28,46,60.9,18,54,27,27,48,101,86,3
GER-Bundesliga,2425,Gladbach,Kevin Stöger,,,30.0,1993.0,17.2,37,21,23,10,4,16,39,41.0,23,24,3,21,16,53,26,3
GER-Bundesliga,2425,Gladbach,Ko Itakura,,,27.0,1997.0,31.0,40,29,23,16,1,21,34,61.8,13,41,22,19,28,68,171,0
GER-Bundesliga,2425,Gladbach,Luca Netz,,,21.0,2003.0,10.8,24,14,14,8,2,13,19,68.4,6,17,4,13,10,34,36,0
GER-Bundesliga,2425,Gladbach,Lukas Ullrich,,,20.0,2004.0,21.1,25,16,18,6,1,15,42,35.7,27,26,9,17,23,48,74,1
GER-Bundesliga,2425,Gladbach,Marvin Friedrich,,,28.0,1995.0,11.0,15,9,12,3,0,9,16,56.3,7,16,12,4,5,20,57,0
GER-Bundesliga,2425,Gladbach,Moritz Nicolas,,,26.0,1997.0,18.2,0,0,0,0,0,0,0,,0,1,0,1,1,1,8,1
GER-Bundesliga,2425,Gladbach,Nathan N'Goumou,,,24.0,2000.0,9.2,17,11,11,4,2,6,11,54.5,5,8,2,6,4,21,16,0
GER-Bundesliga,2425,Gladbach,Nico Elvedi,,,27.0,1996.0,23.7,38,23,28,6,4,17,23,73.9,6,35,27,8,30,68,163,0
GER-Bundesliga,2425,Gladbach,Noah Pesch,,,19.0,2005.0,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
GER-Bundesliga,2425,Gladbach,Philipp Sander,,,26.0,1998.0,15.6,33,17,16,15,2,10,23,43.5,13,16,7,9,23,56,44,3
GER-Bundesliga,2425,Gladbach,Robin Hack,,,25.0,1998.0,24.1,22,17,11,8,3,12,28,42.9,16,30,2,28,9,31,28,0
GER-Bundesliga,2425,Gladbach,Rocco Reitz,,,22.0,2002.0,20.3,52,24,24,24,4,24,43,55.8,19,39,16,23,53,105,59,2
GER-Bundesliga,2425,Gladbach,Shiō Fukuda,,,20.0,2004.0,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
GER-Bundesliga,2425,Gladbach,Stefan Lainer,,,31.0,1992.0,8.4,22,13,16,5,1,12,14,85.7,2,12,6,6,12,34,30,0
GER-Bundesliga,2425,Gladbach,Tiago Cardoso,,,18.0,2006.0,4.2,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,2
GER-Bundesliga,2425,Gladbach,Tim Kleindienst,,,28.0,1995.0,30.4,30,15,6,15,9,10,35,28.6,25,45,9,36,12,42,66,1
GER-Bundesliga,2425,Gladbach,Tobias Sippel,,,36.0,1988.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
GER-Bundesliga,2425,Gladbach,Tomáš Čvančara,,,23.0,2000.0,9.2,4,1,3,1,0,2,7,28.6,5,6,3,3,5,9,17,0
