league,season,team,player,nation,pos,age,born,90s,performance_crdy,performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct
FRA-Ligue 1,2425,Nantes,Meschak Elia,,,26.0,1997.0,1.9,0,0,0,7,2,0,14,0,5,0,0,0,14,2,3,40.0
FRA-Ligue 1,2425,Nantes,Moses Simon,,,29.0,1995.0,29.0,2,0,0,11,51,9,222,12,14,1,0,0,118,10,38,20.8
FRA-Ligue 1,2425,Nantes,Mostafa Mohamed,,,26.0,1997.0,13.9,3,0,0,32,36,5,4,10,9,1,0,0,50,57,49,53.8
FRA-Ligue 1,2425,Nantes,Nathan Zeze,,,19.0,2005.0,16.8,6,0,0,17,17,0,1,23,22,0,0,0,63,28,25,52.8
FRA-Ligue 1,2425,Nantes,Nicolas Cozza,,,25.0,1999.0,22.8,3,1,0,14,12,2,27,25,41,1,0,0,62,15,16,48.4
FRA-Ligue 1,2425,Nantes,Nicolas Pallois,,,36.0,1987.0,22.4,9,0,0,22,11,0,7,28,27,0,1,1,96,20,16,55.6
FRA-Ligue 1,2425,Nantes,Patrik Carlgren,,,32.0,1992.0,4.6,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0.0
FRA-Ligue 1,2425,Nantes,Pedro Chirivella,,,27.0,1997.0,26.1,6,0,0,25,16,0,19,19,29,0,0,0,116,10,14,41.7
FRA-Ligue 1,2425,Nantes,Plamedi Nsingi,,,23.0,2000.0,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,100.0
FRA-Ligue 1,2425,Nantes,Saidou Sow,,,22.0,2002.0,8.9,1,0,0,7,5,0,0,13,11,0,2,0,32,13,18,41.9
FRA-Ligue 1,2425,Nantes,Sorba Thomas,,,24.0,1999.0,14.7,3,0,0,13,17,2,130,9,6,0,0,0,66,7,17,29.2
FRA-Ligue 1,2425,Nantes,Sékou Doucoure,,,19.0,2005.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Nantes,Tino Kadewere,,,28.0,1996.0,5.7,1,0,0,6,3,2,2,6,8,0,0,0,34,15,12,55.6
FRA-Ligue 1,2425,Nice,Ali Abdi,,,30.0,1993.0,15.5,2,0,0,27,14,5,51,20,25,0,0,0,72,22,14,61.1
FRA-Ligue 1,2425,Nice,Amidou Doumbouya,,,16.0,2007.0,0.5,0,0,0,0,0,0,2,1,1,0,0,0,6,0,0,
FRA-Ligue 1,2425,Nice,Antoine Mendy,,,20.0,2004.0,9.2,2,0,0,13,9,0,7,8,21,0,0,0,48,17,13,56.7
FRA-Ligue 1,2425,Nice,Badredine Bouanani,,,19.0,2004.0,12.2,2,0,0,13,17,2,33,11,4,0,0,0,44,2,16,11.1
FRA-Ligue 1,2425,Nice,Baptiste Santamaria,,,29.0,1995.0,10.3,1,0,0,16,20,0,3,18,10,0,1,0,49,24,13,64.9
FRA-Ligue 1,2425,Nice,Bernard Nguene,,,17.0,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
FRA-Ligue 1,2425,Nice,Bilal Brahimi,,,24.0,2000.0,0.8,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Nice,Dante,,,40.0,1983.0,21.8,5,1,0,19,14,0,2,34,15,0,0,0,112,41,21,66.1
FRA-Ligue 1,2425,Nice,Evann Guessand,,,23.0,2001.0,28.5,2,0,0,45,64,10,36,15,29,1,0,0,98,26,36,41.9
FRA-Ligue 1,2425,Nice,Gaëtan Laborde,,,30.0,1994.0,20.3,1,0,0,29,18,8,27,6,13,1,0,0,49,48,47,50.5
FRA-Ligue 1,2425,Nice,Hicham Boudaoui,,,24.0,1999.0,27.1,9,0,0,41,51,3,17,22,52,1,0,0,175,16,34,32.0
FRA-Ligue 1,2425,Nice,Issiaga Camara,,,19.0,2005.0,0.2,0,0,0,0,2,0,0,3,1,0,0,0,4,0,1,0.0
FRA-Ligue 1,2425,Nice,Jeremie Boga,,,27.0,1997.0,11.7,0,0,0,1,17,5,21,3,5,0,0,0,44,3,4,42.9
FRA-Ligue 1,2425,Nice,Jonathan Clauss,,,31.0,1992.0,25.6,7,0,0,26,12,1,190,48,35,1,0,0,114,16,11,59.3
FRA-Ligue 1,2425,Nice,Jordan Lotomba,,,25.0,1998.0,0.4,0,0,0,2,0,1,2,0,0,0,0,0,2,0,0,
FRA-Ligue 1,2425,Nice,Marcin Bułka,,,24.0,1999.0,34.0,0,0,0,0,5,0,0,0,0,0,0,0,62,8,0,100.0
FRA-Ligue 1,2425,Nice,Melvin Bard,,,23.0,2000.0,21.5,4,2,1,17,22,2,60,29,36,0,0,0,124,24,20,54.5
FRA-Ligue 1,2425,Nice,Mohamed Abdelmoneim,,,25.0,1999.0,9.5,2,0,0,9,10,0,2,15,14,0,0,0,50,31,19,62.0
FRA-Ligue 1,2425,Nice,Mohamed Ali Cho,,,20.0,2004.0,18.0,2,0,0,12,41,9,51,5,9,0,0,0,69,13,27,32.5
FRA-Ligue 1,2425,Nice,Morgan Sanson,,,29.0,1994.0,2.6,0,0,0,3,1,0,4,4,3,0,0,0,10,1,2,33.3
FRA-Ligue 1,2425,Nice,Moïse Bombito,,,24.0,2000.0,24.4,3,1,1,28,13,0,2,18,25,0,1,1,97,48,52,48.0
FRA-Ligue 1,2425,Nice,Pablo Rosario,,,27.0,1997.0,19.7,6,1,0,24,10,0,3,31,20,0,0,0,60,24,16,60.0
FRA-Ligue 1,2425,Nice,Rareş Ilie,,,21.0,2003.0,0.1,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,
FRA-Ligue 1,2425,Nice,Sofiane Diop,,,24.0,2000.0,11.8,3,0,0,17,19,3,33,17,16,0,0,0,73,3,8,27.3
FRA-Ligue 1,2425,Nice,Tanguy Ndombele,,,27.0,1996.0,12.6,2,0,0,10,28,0,3,14,23,0,0,0,67,3,10,23.1
FRA-Ligue 1,2425,Nice,Terem Moffi,,,25.0,1999.0,0.6,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,75.0
FRA-Ligue 1,2425,Nice,Tom Louchet,,,21.0,2003.0,8.6,1,0,0,8,9,0,35,18,17,0,0,0,36,11,3,78.6
FRA-Ligue 1,2425,Nice,Victor Orakpo,,,18.0,2006.0,0.4,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,20.0
FRA-Ligue 1,2425,Nice,Yael Nandjou,,,19.0,2005.0,1.7,0,0,0,6,2,0,4,4,1,0,1,0,8,3,1,75.0
FRA-Ligue 1,2425,Nice,Youssouf Ndayishimiye,,,25.0,1998.0,21.5,5,0,0,19,13,0,2,21,21,1,0,0,114,37,28,56.9
FRA-Ligue 1,2425,Nice,Youssoufa Moukoko,,,19.0,2004.0,2.3,0,0,0,1,4,5,1,0,2,0,0,0,14,2,0,100.0
FRA-Ligue 1,2425,Paris S-G,Achraf Hakimi,,,25.0,1998.0,23.0,4,0,0,19,25,8,80,31,36,0,0,0,136,9,12,42.9
FRA-Ligue 1,2425,Paris S-G,Arnau Tenas,,,23.0,2001.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
FRA-Ligue 1,2425,Paris S-G,Axel Tapé,,,16.0,2007.0,2.0,1,0,0,2,3,0,0,1,1,0,0,0,11,1,4,20.0
FRA-Ligue 1,2425,Paris S-G,Bradley Barcola,,,21.0,2002.0,24.2,2,0,0,30,22,7,25,19,17,0,0,0,67,14,7,66.7
FRA-Ligue 1,2425,Paris S-G,Désiré Doué,,,19.0,2005.0,19.2,1,0,0,28,44,1,78,13,30,2,0,0,93,8,10,44.4
FRA-Ligue 1,2425,Paris S-G,Fabián Ruiz Peña,,,28.0,1996.0,21.4,1,0,0,6,10,5,27,16,24,0,0,0,135,5,8,38.5
FRA-Ligue 1,2425,Paris S-G,Gianluigi Donnarumma,,,25.0,1999.0,23.2,2,0,0,0,3,0,0,0,1,0,0,0,40,4,0,100.0
FRA-Ligue 1,2425,Paris S-G,Gonçalo Ramos,,,23.0,2001.0,11.8,1,0,0,8,11,9,1,0,6,1,0,0,18,20,15,57.1
FRA-Ligue 1,2425,Paris S-G,Ibrahim Mbaye,,,16.0,2008.0,3.8,0,0,0,6,3,1,5,2,2,0,0,0,10,2,4,33.3
FRA-Ligue 1,2425,Paris S-G,João Neves,,,19.0,2004.0,20.5,1,0,0,17,33,3,15,23,31,0,0,0,123,21,12,63.6
FRA-Ligue 1,2425,Paris S-G,Khvicha Kvaratskhelia,,,23.0,2001.0,10.2,0,0,0,12,18,0,33,2,13,0,0,0,27,3,5,37.5
FRA-Ligue 1,2425,Paris S-G,Lee Kang-in,,,23.0,2001.0,18.5,1,0,0,21,28,1,94,3,17,0,0,0,73,5,10,33.3
FRA-Ligue 1,2425,Paris S-G,Lucas Beraldo,,,20.0,2003.0,22.3,6,0,0,22,9,1,3,21,31,0,1,0,115,45,21,68.2
FRA-Ligue 1,2425,Paris S-G,Lucas Hernández,,,28.0,1996.0,9.7,2,0,0,9,9,0,2,7,18,0,0,1,45,13,6,68.4
FRA-Ligue 1,2425,Paris S-G,Marco Asensio,,,28.0,1996.0,6.9,0,0,0,1,4,3,13,0,3,0,0,0,18,1,2,33.3
FRA-Ligue 1,2425,Paris S-G,Marquinhos,,,30.0,1994.0,19.2,3,0,0,18,7,1,3,11,19,0,1,0,103,32,17,65.3
FRA-Ligue 1,2425,Paris S-G,Matvei Safonov,,,25.0,1999.0,9.8,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,
FRA-Ligue 1,2425,Paris S-G,Milan Škriniar,,,29.0,1995.0,4.2,1,0,0,4,5,1,0,3,5,0,0,0,25,7,5,58.3
FRA-Ligue 1,2425,Paris S-G,Noham Kamara,,,17.0,2007.0,0.8,0,0,0,0,0,0,0,1,1,0,0,0,4,2,0,100.0
FRA-Ligue 1,2425,Paris S-G,Nuno Mendes,,,22.0,2002.0,18.6,3,0,0,13,23,1,60,18,19,1,1,0,108,15,11,57.7
FRA-Ligue 1,2425,Paris S-G,Ousmane Dembélé,,,27.0,1997.0,19.2,1,0,0,8,14,9,80,9,5,1,0,0,39,4,6,40.0
FRA-Ligue 1,2425,Paris S-G,Presnel Kimpembe,,,28.0,1995.0,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
FRA-Ligue 1,2425,Paris S-G,Randal Kolo Muani,,,25.0,1998.0,4.0,0,0,0,7,7,2,0,0,4,1,0,0,8,9,3,75.0
FRA-Ligue 1,2425,Paris S-G,Senny Mayulu,,,18.0,2006.0,9.0,1,0,0,20,18,0,9,5,16,0,0,0,32,1,10,9.1
FRA-Ligue 1,2425,Paris S-G,Vitinha,,,24.0,2000.0,22.7,1,0,0,9,12,0,21,14,23,0,0,0,144,1,5,16.7
FRA-Ligue 1,2425,Paris S-G,Warren Zaïre-Emery,,,18.0,2006.0,22.8,3,0,0,25,19,1,9,23,26,0,0,0,136,9,14,39.1
FRA-Ligue 1,2425,Paris S-G,Willian Pacho,,,22.0,2001.0,23.7,2,0,0,20,7,0,0,40,32,0,0,0,119,29,26,52.7
FRA-Ligue 1,2425,Paris S-G,Yoram Zague,,,18.0,2006.0,2.0,0,0,0,2,0,0,4,2,6,0,0,0,5,1,1,50.0
FRA-Ligue 1,2425,Reims,Abdoul Koné,,,19.0,2005.0,1.5,0,0,0,3,3,0,0,1,3,0,0,0,7,2,0,100.0
FRA-Ligue 1,2425,Reims,Amadou Koné,,,19.0,2005.0,14.4,3,1,0,19,52,0,3,19,32,0,1,0,79,22,22,50.0
FRA-Ligue 1,2425,Reims,Amine Salama,,,24.0,2000.0,4.1,0,0,0,2,1,5,4,1,2,0,0,0,11,2,3,40.0
FRA-Ligue 1,2425,Reims,Ange Martial Tia,,,17.0,2006.0,1.9,0,0,0,3,1,0,3,2,3,0,0,0,12,5,3,62.5
FRA-Ligue 1,2425,Reims,Aurélio Buta,,,27.0,1997.0,21.9,5,0,0,32,27,3,32,22,24,0,1,0,69,12,15,44.4
FRA-Ligue 1,2425,Reims,Cédric Kipré,,,27.0,1996.0,24.3,4,2,0,24,12,1,12,32,30,0,1,0,73,41,24,63.1
FRA-Ligue 1,2425,Reims,Eloge Zabi,,,17.0,2006.0,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,
FRA-Ligue 1,2425,Reims,Emmanuel Agbadou,,,27.0,1997.0,14.0,3,0,0,13,6,0,1,19,17,0,0,0,85,18,11,62.1
FRA-Ligue 1,2425,Reims,Gabriel Moscardo,,,18.0,2005.0,0.9,1,0,0,1,0,0,0,0,1,0,0,0,4,3,1,75.0
FRA-Ligue 1,2425,Reims,Hafiz Ibrahim,,,18.0,2005.0,4.3,2,1,1,12,2,3,1,2,2,0,0,0,14,8,23,25.8
FRA-Ligue 1,2425,Reims,Hiroki Sekine,,,21.0,2002.0,9.9,1,0,0,4,7,0,21,5,7,0,0,0,21,11,11,50.0
FRA-Ligue 1,2425,Reims,Ike Orazi,,,17.0,2007.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Reims,John Joe,,,20.0,2003.0,6.1,0,0,0,14,13,0,5,6,15,0,0,0,31,10,13,43.5
FRA-Ligue 1,2425,Reims,Jordan Pefok,,,28.0,1996.0,4.2,0,0,0,11,8,3,1,2,2,0,0,0,7,10,10,50.0
FRA-Ligue 1,2425,Reims,Joseph Okumu,,,27.0,1997.0,18.8,5,1,1,15,15,0,5,25,15,0,2,0,94,35,20,63.6
FRA-Ligue 1,2425,Reims,Junya Ito,,,31.0,1993.0,29.9,1,0,0,14,34,10,234,13,30,0,0,0,135,17,28,37.8
FRA-Ligue 1,2425,Reims,Keito Nakamura,,,24.0,2000.0,29.4,5,0,0,29,8,10,56,13,16,0,0,0,116,7,14,33.3
FRA-Ligue 1,2425,Reims,Malcolm Jeng,,,19.0,2005.0,1.2,0,0,0,1,0,0,0,3,0,0,0,0,3,4,4,50.0
FRA-Ligue 1,2425,Reims,Mamadou Diakhon,,,18.0,2005.0,9.5,2,0,0,5,22,0,33,4,8,1,0,0,38,1,13,7.1
FRA-Ligue 1,2425,Reims,Marshall Munetsi,,,28.0,1996.0,18.8,5,0,0,28,31,2,11,17,18,0,0,0,72,41,48,46.1
FRA-Ligue 1,2425,Reims,Martin Adeline,,,20.0,2003.0,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
FRA-Ligue 1,2425,Reims,Mohamed Bamba,,,19.0,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
FRA-Ligue 1,2425,Reims,Mohamed Daramy,,,22.0,2002.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
FRA-Ligue 1,2425,Reims,Mory Gbane,,,23.0,2000.0,12.5,2,0,0,12,3,0,2,18,11,0,0,0,49,15,9,62.5
FRA-Ligue 1,2425,Reims,Nhoa Sangui,,,18.0,2006.0,12.9,3,0,0,9,8,0,16,8,9,0,0,0,64,6,12,33.3
FRA-Ligue 1,2425,Reims,Niama Sissoko,,,18.0,2005.0,0.5,0,0,0,3,0,0,0,0,0,0,0,0,2,1,3,25.0
FRA-Ligue 1,2425,Reims,Oumar Diakité,,,20.0,2003.0,18.1,6,0,0,27,25,11,7,3,13,0,0,0,59,25,59,29.8
FRA-Ligue 1,2425,Reims,Reda Khadra,,,23.0,2001.0,0.9,0,0,0,0,3,0,3,0,1,0,0,0,7,0,0,
FRA-Ligue 1,2425,Reims,Sergio Akieme,,,26.0,1997.0,28.0,5,0,0,25,21,1,94,17,23,0,0,0,109,19,26,42.2
FRA-Ligue 1,2425,Reims,Teddy Teuma,,,30.0,1993.0,8.3,1,0,0,11,7,2,44,12,10,0,0,0,42,4,8,33.3
FRA-Ligue 1,2425,Reims,Thibault De Smet,,,26.0,1998.0,2.1,0,0,0,1,2,0,0,4,4,0,0,0,6,1,1,50.0
FRA-Ligue 1,2425,Reims,Valentin Atangana Edoa,,,18.0,2005.0,31.7,7,0,0,57,50,8,17,37,50,0,0,0,117,47,34,58.0
FRA-Ligue 1,2425,Reims,Yaya Kader Fofana,,,20.0,2004.0,7.0,4,0,0,16,7,0,6,3,11,0,0,0,33,4,10,28.6
FRA-Ligue 1,2425,Reims,Yehvann Diouf,,,24.0,1999.0,34.0,1,0,0,0,3,0,0,1,1,0,0,0,45,6,0,100.0
FRA-Ligue 1,2425,Rennes,Adrien Truffert,,,22.0,2001.0,30.6,3,0,0,25,34,4,145,27,36,0,0,0,139,27,27,50.0
FRA-Ligue 1,2425,Rennes,Albert Grønbaek,,,23.0,2001.0,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7
FRA-Ligue 1,2425,Rennes,Alidu Seidu,,,24.0,2000.0,8.9,4,0,0,10,28,1,4,14,18,0,0,0,67,9,11,45.0
FRA-Ligue 1,2425,Rennes,Amine Gouiri,,,24.0,2000.0,11.5,2,0,0,18,12,4,12,2,6,0,0,0,40,8,15,34.8
FRA-Ligue 1,2425,Rennes,Anthony Rouault,,,23.0,2001.0,10.8,3,0,0,7,1,1,0,8,8,0,0,0,48,28,15,65.1
FRA-Ligue 1,2425,Rennes,Arnaud Kalimuendo,,,22.0,2002.0,28.6,2,0,0,29,40,12,13,4,12,1,0,0,63,22,59,27.2
FRA-Ligue 1,2425,Rennes,Ayanda Sishuba,,,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Rennes,Azor Matusiwa,,,26.0,1998.0,23.1,3,0,0,29,32,0,1,34,39,0,1,0,134,28,18,60.9
FRA-Ligue 1,2425,Rennes,Baptiste Santamaria,,,29.0,1995.0,5.4,1,0,0,5,7,0,4,12,4,1,0,1,34,13,13,50.0
FRA-Ligue 1,2425,Rennes,Benjamin Bourigeaud,,,30.0,1994.0,0.9,0,0,0,0,0,0,6,2,0,0,0,0,4,2,2,50.0
FRA-Ligue 1,2425,Rennes,Brice Samba,,,30.0,1994.0,17.0,3,0,0,0,1,0,0,0,1,0,0,0,25,5,0,100.0
FRA-Ligue 1,2425,Rennes,Carlos Gómez,,,21.0,2002.0,4.2,1,0,0,11,2,2,19,2,6,0,0,0,16,2,6,25.0
FRA-Ligue 1,2425,Rennes,Christopher Wooh,,,22.0,2001.0,16.2,6,1,0,33,8,0,0,23,19,0,1,1,53,42,18,70.0
FRA-Ligue 1,2425,Rennes,Djaoui Cissé,,,20.0,2004.0,12.5,4,0,0,25,14,0,3,13,18,0,0,0,78,4,13,23.5
FRA-Ligue 1,2425,Rennes,Gauthier Gallon,,,31.0,1993.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Rennes,Glen Kamara,,,28.0,1995.0,7.4,0,0,0,7,4,0,0,7,11,0,0,0,42,2,6,25.0
FRA-Ligue 1,2425,Rennes,Hans Hateboer,,,30.0,1994.0,18.7,3,0,0,20,10,2,33,29,16,0,0,0,62,42,24,63.6
FRA-Ligue 1,2425,Rennes,Henrik Meister,,,20.0,2003.0,0.7,0,0,0,3,1,0,0,1,0,0,0,0,7,2,3,40.0
FRA-Ligue 1,2425,Rennes,Ismaël Koné,,,22.0,2002.0,5.2,1,0,0,8,8,0,2,4,6,0,1,0,19,2,0,100.0
FRA-Ligue 1,2425,Rennes,Jordan James,,,20.0,2004.0,13.1,4,0,0,26,15,1,34,14,19,0,0,0,54,10,7,58.8
FRA-Ligue 1,2425,Rennes,Jota,,,25.0,1999.0,3.7,0,0,0,3,2,3,16,3,2,0,0,0,11,1,1,50.0
FRA-Ligue 1,2425,Rennes,Jérémy Jacquet,,,19.0,2005.0,10.3,0,0,0,13,6,0,3,27,17,0,0,0,41,19,10,65.5
FRA-Ligue 1,2425,Rennes,Kazeem Olaigbe,,,21.0,2003.0,3.3,0,0,0,6,1,2,10,0,4,0,0,0,13,0,1,0.0
FRA-Ligue 1,2425,Rennes,Kyogo Furuhashi,,,29.0,1995.0,1.4,0,0,0,4,2,0,0,0,2,0,0,0,1,1,2,33.3
FRA-Ligue 1,2425,Rennes,Leo Skiri Østigård,,,24.0,1999.0,13.6,4,0,0,18,5,0,0,15,18,0,0,0,51,47,20,70.1
FRA-Ligue 1,2425,Rennes,Lilian Brassier,,,24.0,1999.0,13.7,1,0,0,9,12,0,9,22,12,0,1,0,59,30,8,78.9
FRA-Ligue 1,2425,Rennes,Lorenz Assignon,,,24.0,2000.0,26.2,9,0,0,52,28,5,70,25,27,0,1,0,110,38,22,63.3
FRA-Ligue 1,2425,Rennes,Ludovic Blas,,,26.0,1997.0,25.5,6,0,0,31,54,1,124,13,25,1,0,0,88,11,37,22.9
FRA-Ligue 1,2425,Rennes,Mahamadou Nagida,,,19.0,2005.0,4.8,1,0,0,5,12,0,29,9,6,0,0,0,37,5,11,31.3
FRA-Ligue 1,2425,Rennes,Mikayil Ngor Faye,,,20.0,2004.0,7.6,1,1,0,10,6,0,1,12,12,0,1,0,41,14,9,60.9
FRA-Ligue 1,2425,Rennes,Mohamed Meité,,,16.0,2007.0,6.0,0,0,0,14,8,4,2,0,0,0,0,0,5,15,11,57.7
FRA-Ligue 1,2425,Rennes,Musa Al-Taamari,,,27.0,1997.0,6.3,1,0,0,4,11,4,6,2,1,1,0,0,17,2,9,18.2
FRA-Ligue 1,2425,Rennes,Naouirou Ahamada,,,22.0,2002.0,0.6,0,0,0,1,0,0,1,2,0,0,0,0,7,0,1,0.0
FRA-Ligue 1,2425,Rennes,Seko Fofana,,,29.0,1995.0,9.4,3,0,0,9,7,2,5,7,7,0,0,0,42,7,3,70.0
FRA-Ligue 1,2425,Rennes,Steve Mandanda,,,39.0,1985.0,16.5,0,0,0,0,1,0,0,0,0,0,0,0,26,1,0,100.0
FRA-Ligue 1,2425,Saint-Étienne,Aimen Moueffek,,,23.0,2001.0,11.5,2,0,0,20,7,3,4,5,12,0,0,0,59,9,17,34.6
FRA-Ligue 1,2425,Saint-Étienne,Anthony Briançon,,,29.0,1994.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
FRA-Ligue 1,2425,Saint-Étienne,Augustine Boakye,,,23.0,2000.0,8.1,5,0,0,19,7,3,5,6,3,0,0,0,27,5,14,26.3
FRA-Ligue 1,2425,Saint-Étienne,Ayman Aiki,,,19.0,2005.0,1.4,0,0,0,4,1,0,1,1,3,0,0,0,7,1,4,20.0
FRA-Ligue 1,2425,Saint-Étienne,Ben Old,,,21.0,2002.0,5.9,0,0,0,4,10,0,19,2,5,0,0,0,24,1,5,16.7
FRA-Ligue 1,2425,Saint-Étienne,Benjamin Bouchouari,,,22.0,2001.0,19.7,6,0,0,15,42,0,9,17,27,0,1,0,119,6,17,26.1
FRA-Ligue 1,2425,Saint-Étienne,Beres Owusu,,,20.0,2003.0,1.0,0,0,0,1,1,0,1,0,2,0,0,0,2,2,0,100.0
FRA-Ligue 1,2425,Saint-Étienne,Dennis Appiah,,,32.0,1992.0,23.6,2,0,0,37,9,2,52,29,43,0,2,0,90,27,31,46.6
FRA-Ligue 1,2425,Saint-Étienne,Djylian N'Guessan,,,15.0,2008.0,2.0,0,0,0,1,2,0,0,0,4,0,0,0,4,4,7,36.4
FRA-Ligue 1,2425,Saint-Étienne,Dylan Batubinsika,,,28.0,1996.0,22.4,3,1,0,24,13,0,1,39,13,0,3,1,76,45,17,72.6
FRA-Ligue 1,2425,Saint-Étienne,Florian Tardieu,,,32.0,1992.0,13.9,0,0,0,10,14,1,24,15,14,0,1,0,83,14,8,63.6
FRA-Ligue 1,2425,Saint-Étienne,Gautier Larsonneur,,,27.0,1997.0,34.0,5,0,0,0,13,0,0,0,0,0,0,0,41,7,4,63.6
FRA-Ligue 1,2425,Saint-Étienne,Ibrahim Sissoko,,,28.0,1995.0,9.1,1,0,0,37,21,9,3,2,9,0,0,0,23,26,42,38.2
FRA-Ligue 1,2425,Saint-Étienne,Ibrahima Wadji,,,29.0,1995.0,3.9,1,0,0,11,5,4,2,1,6,0,0,0,7,4,10,28.6
FRA-Ligue 1,2425,Saint-Étienne,Igor Miladinović,,,21.0,2003.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,100.0
FRA-Ligue 1,2425,Saint-Étienne,Irvin Cardona,,,26.0,1997.0,11.8,2,0,0,12,10,3,31,4,5,0,0,0,26,10,8,55.6
FRA-Ligue 1,2425,Saint-Étienne,Jibril Othman,,,20.0,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
FRA-Ligue 1,2425,Saint-Étienne,Kévin Pedro,,,18.0,2006.0,0.1,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,
FRA-Ligue 1,2425,Saint-Étienne,Lamine Fomba,,,26.0,1998.0,2.4,2,0,0,13,2,1,1,4,6,0,1,0,13,3,6,33.3
FRA-Ligue 1,2425,Saint-Étienne,Louis Mouton,,,22.0,2002.0,11.6,2,0,0,24,7,2,21,10,25,0,0,0,63,5,11,31.3
FRA-Ligue 1,2425,Saint-Étienne,Lucas Stassin,,,19.0,2004.0,21.0,4,0,0,32,26,7,19,3,11,1,0,0,34,15,29,34.1
FRA-Ligue 1,2425,Saint-Étienne,Léo Pétrot,,,27.0,1997.0,29.3,4,0,0,22,22,1,51,42,39,0,3,0,115,40,37,51.9
FRA-Ligue 1,2425,Saint-Étienne,Marwann Nzuzi,,,20.0,2004.0,1.4,2,0,0,2,1,0,1,2,2,0,0,0,3,2,1,66.7
FRA-Ligue 1,2425,Saint-Étienne,Mathieu Cafaro,,,27.0,1997.0,8.1,3,1,0,11,14,3,27,7,7,0,1,0,30,3,4,42.9
FRA-Ligue 1,2425,Saint-Étienne,Mathis Amougou,,,18.0,2006.0,9.5,2,0,0,6,8,0,1,12,15,0,0,0,37,3,12,20.0
FRA-Ligue 1,2425,Saint-Étienne,Maxime Bernauer,,,26.0,1998.0,8.5,4,1,1,10,4,0,0,5,9,0,1,0,37,11,7,61.1
FRA-Ligue 1,2425,Saint-Étienne,Mickael Nade,,,25.0,1999.0,25.6,1,0,0,19,27,0,1,33,43,1,1,1,113,28,9,75.7
FRA-Ligue 1,2425,Saint-Étienne,Pierre Cornud,,,27.0,1996.0,6.4,2,0,0,10,3,1,14,9,10,0,1,0,33,3,4,42.9
FRA-Ligue 1,2425,Saint-Étienne,Pierre Ekwah Elimby,,,22.0,2002.0,28.6,3,0,0,42,38,0,5,47,33,0,0,0,154,30,13,69.8
FRA-Ligue 1,2425,Saint-Étienne,Yunis Abdelhamid,,,36.0,1987.0,11.5,2,0,0,16,6,0,0,14,11,0,0,0,42,19,10,65.5
FRA-Ligue 1,2425,Saint-Étienne,Yvann Macon,,,25.0,1998.0,8.8,4,0,0,26,8,1,23,2,11,0,0,0,42,3,12,20.0
FRA-Ligue 1,2425,Saint-Étienne,Zuriko Davitashvili,,,23.0,2001.0,30.9,3,0,0,20,40,5,85,14,14,2,0,0,117,14,47,23.0
FRA-Ligue 1,2425,Strasbourg,Abakar Sylla,,,21.0,2002.0,10.6,2,1,0,17,7,0,1,11,15,0,0,1,39,20,15,57.1
FRA-Ligue 1,2425,Strasbourg,Andrew Omobamidele,,,22.0,2002.0,6.0,5,1,1,13,7,0,0,8,4,0,1,0,25,9,3,75.0
FRA-Ligue 1,2425,Strasbourg,Andrey Santos,,,20.0,2004.0,31.7,8,0,0,29,63,0,0,32,74,1,1,0,188,37,24,60.7
FRA-Ligue 1,2425,Strasbourg,Caleb Wiley,,,19.0,2004.0,3.0,1,0,0,2,2,0,7,4,0,0,0,0,17,0,4,0.0
