league,season,team,player,nation,pos,age,born,90s,performance_crdy,performance_crdr,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct
ENG-Premier League,2425,Crystal Palace,Chadi Riad,,,21.0,2003.0,1.0,0,0,0,1,0,0,0,2,2,0,0,0,4,2,4,33.3
ENG-Premier League,2425,Crystal Palace,Cheick Doucouré,,,24.0,2000.0,5.0,1,0,0,7,7,0,1,11,8,0,0,0,31,5,5,50.0
ENG-Premier League,2425,Crystal Palace,Chris Richards,,,24.0,2000.0,21.4,4,1,1,11,5,1,5,19,30,1,0,0,51,48,41,53.9
ENG-Premier League,2425,Crystal Palace,Daichi Kamada,,,27.0,1996.0,17.4,4,1,0,28,21,2,31,18,29,0,0,0,89,4,13,23.5
ENG-Premier League,2425,Crystal Palace,Daniel Muñoz,,,28.0,1996.0,35.9,10,0,0,56,19,15,74,44,80,0,0,0,171,58,78,42.6
ENG-Premier League,2425,Crystal Palace,Dean Henderson,,,27.0,1997.0,38.0,3,0,0,0,2,0,0,0,1,0,0,0,26,11,1,91.7
ENG-Premier League,2425,Crystal Palace,Eberechi Eze,,,26.0,1998.0,28.8,1,0,0,13,51,9,112,11,22,0,0,0,146,7,37,15.9
ENG-Premier League,2425,Crystal Palace,Eddie Nketiah,,,25.0,1999.0,11.5,6,1,1,31,29,5,5,3,8,1,0,0,26,21,38,35.6
ENG-Premier League,2425,Crystal Palace,Ismaila Sarr,,,26.0,1998.0,30.1,4,0,0,14,56,11,55,9,10,1,0,0,113,37,52,41.6
ENG-Premier League,2425,Crystal Palace,Jean-Philippe Mateta,,,27.0,1997.0,29.4,2,0,0,27,28,21,26,2,12,0,0,0,68,63,107,37.1
ENG-Premier League,2425,Crystal Palace,Jefferson Lerma,,,29.0,1994.0,25.3,9,0,0,35,39,0,12,42,17,0,0,0,154,41,39,51.3
ENG-Premier League,2425,Crystal Palace,Jeffrey Schlupp,,,31.0,1992.0,1.1,0,0,0,1,0,0,4,0,0,0,0,0,6,3,4,42.9
ENG-Premier League,2425,Crystal Palace,Joachim Andersen,,,28.0,1996.0,1.0,1,0,0,2,0,0,1,0,1,0,0,0,7,2,0,100.0
ENG-Premier League,2425,Crystal Palace,Joel Ward,,,34.0,1989.0,0.8,1,0,0,4,0,0,0,0,0,0,0,0,7,1,0,100.0
ENG-Premier League,2425,Crystal Palace,Jordan Ayew,,,32.0,1991.0,0.2,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,50.0
ENG-Premier League,2425,Crystal Palace,Justin Devenny,,,20.0,2003.0,5.6,1,0,0,8,0,1,17,0,12,0,0,0,27,2,13,13.3
ENG-Premier League,2425,Crystal Palace,Marc Guéhi,,,24.0,2000.0,34.0,9,1,1,24,27,1,13,28,34,0,0,3,146,68,58,54.0
ENG-Premier League,2425,Crystal Palace,Matheus França,,,20.0,2004.0,0.6,0,0,0,0,0,0,1,1,0,0,0,0,3,1,2,33.3
ENG-Premier League,2425,Crystal Palace,Maxence Lacroix,,,24.0,2000.0,34.6,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5
ENG-Premier League,2425,Crystal Palace,Nathaniel Clyne,,,33.0,1991.0,5.4,1,0,0,2,2,0,7,3,8,0,0,0,10,1,7,12.5
ENG-Premier League,2425,Crystal Palace,Odsonne Édouard,,,26.0,1998.0,1.3,0,0,0,4,0,2,1,0,0,0,0,0,5,1,4,20.0
ENG-Premier League,2425,Crystal Palace,Romain Esse,,,19.0,2005.0,1.5,0,0,0,2,3,0,0,1,6,0,0,0,9,3,2,60.0
ENG-Premier League,2425,Crystal Palace,Trevoh Chalobah,,,25.0,1999.0,11.8,1,0,0,10,15,1,7,19,16,0,0,0,56,22,19,53.7
ENG-Premier League,2425,Crystal Palace,Tyrick Mitchell,,,24.0,1999.0,34.4,2,0,0,23,25,2,105,19,55,1,0,0,168,20,21,48.8
ENG-Premier League,2425,Crystal Palace,Will Hughes,,,29.0,1995.0,23.4,11,0,0,65,31,0,71,22,36,0,1,0,121,19,18,51.4
ENG-Premier League,2425,Everton,Abdoulaye Doucouré,,,31.0,1993.0,28.5,5,1,1,49,5,10,23,10,28,0,0,0,150,30,44,40.5
ENG-Premier League,2425,Everton,Armando Broja,,,22.0,2001.0,3.7,1,0,0,6,4,3,1,1,1,0,0,0,9,18,21,46.2
ENG-Premier League,2425,Everton,Ashley Young,,,39.0,1985.0,20.8,7,1,0,30,22,0,75,25,33,0,0,0,75,10,11,47.6
ENG-Premier League,2425,Everton,Beto,,,26.0,1998.0,17.0,2,0,0,33,23,16,4,4,6,0,0,0,40,99,105,48.5
ENG-Premier League,2425,Everton,Carlos Alcaraz,,,21.0,2002.0,8.5,4,0,0,13,12,1,11,5,5,0,0,0,37,14,8,63.6
ENG-Premier League,2425,Everton,Dominic Calvert-Lewin,,,27.0,1997.0,17.9,2,0,0,27,23,27,6,7,7,0,0,0,35,85,81,51.2
ENG-Premier League,2425,Everton,Dwight McNeil,,,24.0,1999.0,15.2,1,0,0,6,18,1,105,6,8,0,0,0,76,3,17,15.0
ENG-Premier League,2425,Everton,Harrison Armstrong,,,17.0,2007.0,0.5,1,0,0,2,2,0,1,0,0,0,0,0,2,0,2,0.0
ENG-Premier League,2425,Everton,Idrissa Gana Gueye,,,34.0,1989.0,34.0,9,0,0,55,46,0,7,48,80,0,0,0,194,24,15,61.5
ENG-Premier League,2425,Everton,Iliman Ndiaye,,,24.0,2000.0,27.0,3,0,0,24,52,5,38,20,28,0,0,0,172,6,19,24.0
ENG-Premier League,2425,Everton,Jack Harrison,,,27.0,1996.0,23.1,0,0,0,13,28,4,131,10,22,1,0,0,73,4,28,12.5
ENG-Premier League,2425,Everton,Jake O'Brien,,,23.0,2001.0,17.5,5,0,0,13,5,3,18,4,17,0,0,0,52,41,30,57.7
ENG-Premier League,2425,Everton,James Garner,,,23.0,2001.0,17.7,5,0,0,20,15,0,57,23,31,0,0,0,73,11,13,45.8
ENG-Premier League,2425,Everton,James Tarkowski,,,31.0,1992.0,32.5,6,0,0,35,28,2,1,41,40,0,1,0,98,102,33,75.6
ENG-Premier League,2425,Everton,Jarrad Branthwaite,,,22.0,2002.0,27.9,4,0,0,12,18,1,5,27,20,0,0,0,93,61,42,59.2
ENG-Premier League,2425,Everton,Jesper Lindstrøm,,,24.0,2000.0,13.8,2,0,0,15,10,1,71,12,25,0,0,0,70,6,12,33.3
ENG-Premier League,2425,Everton,Jordan Pickford,,,30.0,1994.0,38.0,7,0,0,0,7,0,0,1,0,0,0,0,36,5,1,83.3
ENG-Premier League,2425,Everton,Mason Holgate,,,27.0,1996.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
ENG-Premier League,2425,Everton,Michael Keane,,,31.0,1993.0,11.7,5,0,0,9,0,0,1,16,9,0,0,0,26,26,20,56.5
ENG-Premier League,2425,Everton,Nathan Patterson,,,22.0,2001.0,3.9,1,0,0,6,1,0,14,2,6,0,0,0,12,1,7,12.5
ENG-Premier League,2425,Everton,Orel Mangala,,,26.0,1998.0,14.0,2,0,0,24,17,2,6,21,8,0,0,0,49,6,8,42.9
ENG-Premier League,2425,Everton,Roman Dixon,,,19.0,2004.0,1.0,0,0,0,0,0,0,0,1,5,0,0,0,6,0,3,0.0
ENG-Premier League,2425,Everton,Séamus Coleman,,,35.0,1988.0,2.4,1,0,0,0,1,0,4,1,2,0,0,0,7,2,1,66.7
ENG-Premier League,2425,Everton,Tim Iroegbunam,,,21.0,2003.0,6.4,4,0,0,15,12,0,1,16,14,0,0,0,51,11,4,73.3
ENG-Premier League,2425,Everton,Vitaliy Mykolenko,,,25.0,1999.0,34.2,4,0,0,22,34,3,101,44,38,0,1,0,88,47,37,56.0
ENG-Premier League,2425,Everton,Youssef Chermiti,,,20.0,2004.0,0.5,1,0,0,1,1,2,1,0,0,0,0,0,0,2,1,66.7
ENG-Premier League,2425,Fulham,Adama Traoré,,,28.0,1996.0,19.7,3,0,0,24,32,1,100,1,13,0,0,0,87,25,26,49.0
ENG-Premier League,2425,Fulham,Alex Iwobi,,,28.0,1996.0,33.1,1,0,0,19,18,5,126,14,25,0,0,0,140,7,31,18.4
ENG-Premier League,2425,Fulham,Andreas Pereira,,,28.0,1996.0,22.4,7,0,0,28,24,1,171,8,13,1,0,0,100,13,23,36.1
ENG-Premier League,2425,Fulham,Antonee Robinson,,,26.0,1997.0,35.2,8,0,0,31,20,7,170,62,61,0,0,0,157,50,26,65.8
ENG-Premier League,2425,Fulham,Bernd Leno,,,32.0,1992.0,38.0,5,0,0,0,4,0,0,0,2,0,0,0,50,9,1,90.0
ENG-Premier League,2425,Fulham,Calvin Bassey,,,24.0,1999.0,34.2,7,0,0,26,32,2,8,20,34,0,0,0,168,43,33,56.6
ENG-Premier League,2425,Fulham,Carlos Vinícius,,,29.0,1995.0,0.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Fulham,Emile Smith Rowe,,,24.0,2000.0,22.7,3,0,0,19,14,4,16,11,18,0,0,0,75,6,20,23.1
ENG-Premier League,2425,Fulham,Harrison Reed,,,29.0,1995.0,1.2,2,0,0,6,2,0,6,1,3,0,1,0,10,1,2,33.3
ENG-Premier League,2425,Fulham,Harry Wilson,,,27.0,1997.0,12.9,2,0,0,12,22,1,41,7,14,1,0,0,55,5,20,20.0
ENG-Premier League,2425,Fulham,Issa Diop,,,27.0,1997.0,14.9,2,0,0,10,4,0,1,9,12,0,0,1,45,20,12,62.5
ENG-Premier League,2425,Fulham,Jay Stansfield,,,21.0,2002.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Fulham,Joachim Andersen,,,28.0,1996.0,28.7,6,1,0,18,19,0,12,34,18,0,1,1,122,70,39,64.2
ENG-Premier League,2425,Fulham,Jorge Cuenca,,,24.0,1999.0,3.9,0,0,0,2,2,0,1,2,2,0,0,0,10,6,3,66.7
ENG-Premier League,2425,Fulham,Joshua King,,,17.0,2007.0,1.4,0,0,0,3,2,0,2,1,5,0,0,0,5,1,2,33.3
ENG-Premier League,2425,Fulham,Kenny Tete,,,28.0,1995.0,19.7,5,0,0,35,16,1,38,32,38,0,0,0,74,24,22,52.2
ENG-Premier League,2425,Fulham,Martial Godo,,,21.0,2003.0,0.3,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.0
ENG-Premier League,2425,Fulham,Raúl Jiménez,,,33.0,1991.0,27.7,4,0,0,39,41,15,23,10,24,1,0,0,80,91,99,47.9
ENG-Premier League,2425,Fulham,Reiss Nelson,,,24.0,1999.0,5.4,1,0,0,6,9,1,23,5,6,0,0,0,29,0,4,0.0
ENG-Premier League,2425,Fulham,Rodrigo Muniz,,,23.0,2001.0,10.7,1,0,0,11,31,3,1,5,5,0,0,0,14,67,63,51.5
ENG-Premier League,2425,Fulham,Ryan Sessegnon,,,24.0,2000.0,6.4,1,0,0,20,4,1,16,3,13,0,0,0,30,8,11,42.1
ENG-Premier League,2425,Fulham,Sander Berge,,,26.0,1998.0,24.7,6,0,0,31,10,0,3,21,30,0,0,0,126,28,22,56.0
ENG-Premier League,2425,Fulham,Saša Lukić,,,27.0,1996.0,26.0,12,0,0,66,26,0,62,28,39,0,1,0,109,19,25,43.2
ENG-Premier League,2425,Fulham,Timothy Castagne,,,28.0,1995.0,18.3,1,0,0,15,6,1,37,22,29,0,1,0,57,34,35,49.3
ENG-Premier League,2425,Fulham,Tom Cairney,,,33.0,1991.0,7.0,3,1,0,8,19,0,20,4,5,0,0,0,52,5,9,35.7
ENG-Premier League,2425,Fulham,Willian,,,35.0,1988.0,2.9,0,0,0,1,0,0,16,1,2,0,0,0,14,1,3,25.0
ENG-Premier League,2425,Ipswich Town,Alex Palmer,,,27.0,1996.0,13.0,2,0,0,1,4,0,0,0,0,0,0,0,17,5,0,100.0
ENG-Premier League,2425,Ipswich Town,Ali Al Hamadi,,,22.0,2002.0,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7
ENG-Premier League,2425,Ipswich Town,Arijanet Muric,,,25.0,1998.0,18.0,1,0,0,0,4,0,0,0,0,0,0,0,26,11,1,91.7
ENG-Premier League,2425,Ipswich Town,Axel Tuanzebe,,,26.0,1997.0,19.0,5,1,1,17,12,0,10,23,19,0,0,1,49,22,18,55.0
ENG-Premier League,2425,Ipswich Town,Ben Godfrey,,,26.0,1998.0,1.8,1,0,0,1,0,0,0,2,0,0,0,0,2,3,0,100.0
ENG-Premier League,2425,Ipswich Town,Ben Johnson,,,24.0,2000.0,15.0,5,1,1,27,6,1,37,13,22,0,0,0,57,19,18,51.4
ENG-Premier League,2425,Ipswich Town,Cameron Burgess,,,28.0,1995.0,17.1,0,0,0,6,4,1,0,14,12,0,0,0,44,44,22,66.7
ENG-Premier League,2425,Ipswich Town,Chiedozie Ogbene,,,27.0,1997.0,2.6,0,0,0,2,7,1,4,1,3,0,0,0,6,1,6,14.3
ENG-Premier League,2425,Ipswich Town,Christian Walton,,,28.0,1995.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,100.0
ENG-Premier League,2425,Ipswich Town,Conor Chaplin,,,27.0,1997.0,9.5,2,0,0,11,7,0,9,4,5,0,0,0,27,3,9,25.0
ENG-Premier League,2425,Ipswich Town,Conor Townsend,,,31.0,1993.0,3.7,1,0,0,2,4,0,12,4,8,0,0,0,8,6,4,60.0
ENG-Premier League,2425,Ipswich Town,Dara O'Shea,,,25.0,1999.0,34.7,6,0,0,21,26,3,8,33,31,0,0,0,110,114,85,57.3
ENG-Premier League,2425,Ipswich Town,George Edmundson,,,26.0,1997.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Ipswich Town,George Hirst,,,25.0,1999.0,7.3,3,0,0,13,12,3,3,2,3,0,0,0,12,32,23,58.2
ENG-Premier League,2425,Ipswich Town,Harry Clarke,,,23.0,2001.0,4.2,3,1,1,5,1,0,5,4,3,0,1,0,17,10,4,71.4
ENG-Premier League,2425,Ipswich Town,Jack Clarke,,,23.0,2000.0,13.1,2,0,0,15,23,3,13,7,20,0,0,0,75,7,18,28.0
ENG-Premier League,2425,Ipswich Town,Jack Taylor,,,26.0,1998.0,9.6,4,0,0,16,5,0,7,9,10,0,0,0,53,7,8,46.7
ENG-Premier League,2425,Ipswich Town,Jacob Greaves,,,23.0,2000.0,24.5,5,0,0,16,21,1,1,21,21,0,0,0,61,83,40,67.5
ENG-Premier League,2425,Ipswich Town,Jaden Philogene Bidace,,,22.0,2002.0,5.3,1,0,0,8,10,1,13,10,7,0,0,0,23,5,3,62.5
ENG-Premier League,2425,Ipswich Town,Jens Cajuste,,,24.0,1999.0,21.8,2,0,0,24,22,0,10,28,22,0,0,0,107,13,22,37.1
ENG-Premier League,2425,Ipswich Town,Julio Enciso,,,20.0,2004.0,9.7,3,0,0,9,21,0,21,1,9,0,1,0,43,8,17,32.0
ENG-Premier League,2425,Ipswich Town,Kalvin Phillips,,,28.0,1995.0,13.7,6,1,1,28,20,0,20,19,19,0,0,0,68,7,22,24.1
ENG-Premier League,2425,Ipswich Town,Leif Davis,,,24.0,2000.0,30.5,5,1,0,27,31,5,161,25,27,0,2,0,113,34,23,59.6
ENG-Premier League,2425,Ipswich Town,Liam Delap,,,21.0,2003.0,28.8,12,0,0,72,51,14,5,2,8,2,0,0,68,55,74,42.6
ENG-Premier League,2425,Ipswich Town,Luke Woolfenden,,,25.0,1998.0,13.2,2,0,0,5,2,1,0,19,6,0,0,0,38,15,15,50.0
ENG-Premier League,2425,Ipswich Town,Marcus Harness,,,28.0,1996.0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,
ENG-Premier League,2425,Ipswich Town,Massimo Luongo,,,31.0,1992.0,2.2,0,0,0,1,2,0,1,2,6,0,0,0,10,2,0,100.0
ENG-Premier League,2425,Ipswich Town,Nathan Broadhead,,,26.0,1998.0,7.8,1,0,0,4,13,2,9,4,4,0,0,0,32,1,10,9.1
ENG-Premier League,2425,Ipswich Town,Omari Hutchinson,,,20.0,2003.0,28.7,5,0,0,30,46,6,81,11,13,0,0,0,110,6,26,18.8
ENG-Premier League,2425,Ipswich Town,Sam Morsy,,,32.0,1991.0,30.6,10,0,0,48,27,0,15,29,41,0,1,1,157,18,24,42.9
ENG-Premier League,2425,Ipswich Town,Sammie Szmodics,,,28.0,1995.0,11.0,2,0,0,9,8,8,14,6,10,0,1,0,42,6,11,35.3
ENG-Premier League,2425,Ipswich Town,Wes Burns,,,29.0,1994.0,10.3,1,0,0,4,11,0,46,10,11,0,0,0,50,8,21,27.6
ENG-Premier League,2425,Leicester City,Abdul Fatawu Issahaku,,,20.0,2004.0,6.4,0,0,0,11,20,2,30,4,15,0,0,0,38,14,13,51.9
ENG-Premier League,2425,Leicester City,Bilal El Khannouss,,,20.0,2004.0,24.2,4,0,0,30,13,1,89,6,30,0,0,0,92,19,24,44.2
ENG-Premier League,2425,Leicester City,Bobby De Cordova-Reid,,,31.0,1993.0,8.3,2,0,0,9,9,4,15,0,4,1,0,0,29,6,14,30.0
ENG-Premier League,2425,Leicester City,Boubakary Soumaré,,,25.0,1999.0,24.1,8,0,0,24,23,0,10,27,20,0,0,0,140,21,11,65.6
ENG-Premier League,2425,Leicester City,Caleb Okoli,,,23.0,2001.0,12.5,4,0,0,16,9,0,1,15,14,0,0,0,44,23,21,52.3
ENG-Premier League,2425,Leicester City,Conor Coady,,,31.0,1993.0,19.0,3,0,0,8,2,1,0,13,9,0,2,0,62,13,22,37.1
ENG-Premier League,2425,Leicester City,Danny Ward,,,31.0,1993.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ENG-Premier League,2425,Leicester City,Facundo Buonanotte,,,19.0,2004.0,16.9,8,0,0,37,35,3,43,12,32,0,0,0,79,18,36,33.3
ENG-Premier League,2425,Leicester City,Hamza Choudhury,,,26.0,1997.0,1.5,0,0,0,1,0,0,5,5,1,0,0,0,2,0,0,
ENG-Premier League,2425,Leicester City,Harry Winks,,,28.0,1996.0,17.1,4,0,0,9,13,0,34,9,11,0,0,0,106,8,6,57.1
ENG-Premier League,2425,Leicester City,Jake Evans,,,,,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
ENG-Premier League,2425,Leicester City,Jakub Stolarczyk,,,23.0,2000.0,10.0,1,0,0,0,0,0,0,0,1,0,0,0,8,5,0,100.0
ENG-Premier League,2425,Leicester City,James Justin,,,26.0,1998.0,32.4,6,0,0,29,44,2,57,46,37,0,0,0,88,69,55,55.6
ENG-Premier League,2425,Leicester City,Jamie Vardy,,,37.0,1987.0,31.4,5,0,0,25,23,27,11,5,13,2,0,0,39,50,55,47.6
ENG-Premier League,2425,Leicester City,Jannik Vestergaard,,,31.0,1992.0,15.5,5,0,0,12,4,0,0,16,10,0,0,1,46,26,19,57.8
ENG-Premier League,2425,Leicester City,Jeremy Monga,,,,,1.2,0,0,0,0,5,0,4,0,1,0,0,0,10,0,1,0.0
ENG-Premier League,2425,Leicester City,Jordan Ayew,,,32.0,1991.0,18.2,5,0,0,30,59,7,60,12,15,0,0,0,93,37,80,31.6
ENG-Premier League,2425,Leicester City,Kasey McAteer,,,22.0,2001.0,9.5,3,0,0,18,15,3,21,5,16,0,0,0,45,13,17,43.3
ENG-Premier League,2425,Leicester City,Luke Thomas,,,23.0,2001.0,12.3,3,0,0,16,10,0,29,21,25,0,1,0,42,13,11,54.2
ENG-Premier League,2425,Leicester City,Mads Hermansen,,,24.0,2000.0,26.5,1,0,0,0,3,0,0,0,1,0,0,0,17,4,1,80.0
ENG-Premier League,2425,Leicester City,Michael Golding,,,18.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Leicester City,Odsonne Édouard,,,26.0,1998.0,0.3,0,0,0,2,0,0,0,0,1,0,0,0,1,1,1,50.0
ENG-Premier League,2425,Leicester City,Olabade Aluko,,,,,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
ENG-Premier League,2425,Leicester City,Oliver Skipp,,,23.0,2000.0,12.5,8,0,0,21,13,0,5,11,4,0,0,0,46,12,6,66.7
ENG-Premier League,2425,Leicester City,Patson Daka,,,25.0,1998.0,8.2,0,0,0,15,19,3,3,1,10,0,0,0,18,10,28,26.3
ENG-Premier League,2425,Leicester City,Ricardo Pereira,,,30.0,1993.0,4.3,1,0,0,6,8,0,3,4,8,0,0,0,19,4,2,66.7
ENG-Premier League,2425,Leicester City,Stephy Mavididi,,,26.0,1998.0,17.9,2,0,0,18,18,3,69,11,19,0,0,0,83,9,15,37.5
ENG-Premier League,2425,Leicester City,Victor Bernth Kristiansen,,,21.0,2002.0,27.6,1,0,0,19,18,3,97,42,51,0,1,1,99,22,42,34.4
ENG-Premier League,2425,Leicester City,Wilfred Ndidi,,,27.0,1996.0,25.8,8,0,0,39,18,3,30,31,51,0,0,1,127,61,59,50.8
ENG-Premier League,2425,Leicester City,Will Alves,,,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Leicester City,Wout Faes,,,26.0,1998.0,31.3,4,0,0,23,11,1,5,26,26,0,0,0,90,45,36,55.6
ENG-Premier League,2425,Leicester City,Woyo Coulibaly,,,25.0,1999.0,1.2,1,0,0,2,1,0,0,5,4,0,0,0,14,0,3,0.0
ENG-Premier League,2425,Liverpool,Alexis Mac Allister,,,25.0,1998.0,28.9,6,0,0,62,40,2,86,22,58,0,0,0,148,19,34,35.8
ENG-Premier League,2425,Liverpool,Alisson,,,31.0,1992.0,27.9,0,0,0,0,2,0,0,0,0,0,0,0,47,7,0,100.0
ENG-Premier League,2425,Liverpool,Andrew Robertson,,,30.0,1994.0,27.6,3,1,0,11,8,3,147,21,22,0,1,1,105,7,14,33.3
ENG-Premier League,2425,Liverpool,Caoimhín Kelleher,,,25.0,1998.0,10.0,0,0,0,0,3,0,0,0,0,0,0,0,18,1,0,100.0
ENG-Premier League,2425,Liverpool,Cody Gakpo,,,25.0,1999.0,21.5,5,0,0,20,31,5,74,12,16,1,0,0,77,17,26,39.5
ENG-Premier League,2425,Liverpool,Conor Bradley,,,21.0,2003.0,8.4,4,0,0,12,14,1,7,4,10,0,0,0,51,11,7,61.1
ENG-Premier League,2425,Liverpool,Curtis Jones,,,23.0,2001.0,19.0,3,1,1,18,25,1,8,7,22,1,0,0,97,14,13,51.9
ENG-Premier League,2425,Liverpool,Darwin Núñez,,,25.0,1999.0,12.6,8,0,0,27,14,12,3,4,18,1,0,0,41,20,33,37.7
ENG-Premier League,2425,Liverpool,Diogo Jota,,,27.0,1996.0,13.3,2,0,0,23,14,1,8,8,8,1,0,0,41,22,32,40.7
ENG-Premier League,2425,Liverpool,Dominik Szoboszlai,,,23.0,2000.0,27.7,6,0,0,44,24,4,41,9,20,0,0,0,133,19,23,45.2
ENG-Premier League,2425,Liverpool,Federico Chiesa,,,26.0,1997.0,1.2,0,0,0,3,2,0,2,0,0,0,0,0,6,0,4,0.0
ENG-Premier League,2425,Liverpool,Harvey Elliott,,,21.0,2003.0,4.1,1,0,0,0,1,1,12,1,3,0,0,0,15,1,2,33.3
ENG-Premier League,2425,Liverpool,Ibrahima Konaté,,,25.0,1999.0,28.4,5,0,0,27,20,0,0,17,26,0,0,0,98,74,29,71.8
ENG-Premier League,2425,Liverpool,Jarell Quansah,,,21.0,2003.0,5.5,2,0,0,9,1,0,2,7,8,0,1,1,19,7,10,41.2
ENG-Premier League,2425,Liverpool,Jayden Danns,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Liverpool,Joe Gomez,,,27.0,1997.0,5.8,1,0,0,2,3,0,2,7,10,0,0,0,34,9,4,69.2
ENG-Premier League,2425,Liverpool,Kostas Tsimikas,,,28.0,1996.0,9.3,2,0,0,9,6,1,64,11,20,0,0,0,31,5,8,38.5
ENG-Premier League,2425,Liverpool,Luis Díaz,,,27.0,1997.0,26.7,2,0,0,48,31,10,32,7,26,2,0,0,105,13,38,25.5
ENG-Premier League,2425,Liverpool,Mohamed Salah,,,32.0,1992.0,37.5,1,0,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1
ENG-Premier League,2425,Liverpool,Ryan Gravenberch,,,22.0,2002.0,35.1,6,1,0,47,52,0,7,60,35,0,0,0,193,26,14,65.0
ENG-Premier League,2425,Liverpool,Trent Alexander-Arnold,,,25.0,1998.0,26.3,5,0,0,11,9,1,153,31,50,0,0,0,132,3,13,18.8
ENG-Premier League,2425,Liverpool,Virgil van Dijk,,,33.0,1991.0,37.0,5,0,0,17,13,0,1,56,20,0,0,0,115,119,46,72.1
ENG-Premier League,2425,Liverpool,Vitezslav Jaros,,,23.0,2001.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ENG-Premier League,2425,Liverpool,Wataru Endo,,,31.0,1993.0,3.0,0,0,0,15,7,0,1,6,8,0,0,0,14,3,4,42.9
ENG-Premier League,2425,Manchester City,Abdukodir Khusanov,,,20.0,2004.0,5.6,1,0,0,3,3,0,1,3,4,0,0,1,27,6,4,60.0
ENG-Premier League,2425,Manchester City,Bernardo Silva,,,29.0,1994.0,29.7,7,0,0,27,32,3,60,23,37,0,0,0,107,5,10,33.3
ENG-Premier League,2425,Manchester City,Claudio Echeverri,,,18.0,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ENG-Premier League,2425,Manchester City,Divin Mubama,,,19.0,2004.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
ENG-Premier League,2425,Manchester City,Ederson,,,30.0,1993.0,25.8,4,0,0,1,0,0,0,1,0,0,1,0,42,4,1,80.0
ENG-Premier League,2425,Manchester City,Erling Haaland,,,24.0,2000.0,30.4,2,0,0,24,13,4,3,5,6,0,0,0,34,57,50,53.3
ENG-Premier League,2425,Manchester City,Jack Grealish,,,28.0,1995.0,8.0,3,0,0,5,25,0,20,2,5,0,0,0,26,1,7,12.5
ENG-Premier League,2425,Manchester City,Jahmai Simpson-Pusey,,,18.0,2005.0,1.1,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
ENG-Premier League,2425,Manchester City,James Mcatee,,,21.0,2002.0,3.9,1,0,0,6,3,0,8,2,2,0,0,0,8,2,3,40.0
ENG-Premier League,2425,Manchester City,Jeremy Doku,,,22.0,2002.0,16.8,1,0,0,10,33,5,59,4,22,0,0,0,63,0,12,0.0
ENG-Premier League,2425,Manchester City,John Stones,,,30.0,1994.0,6.1,1,0,0,2,2,0,0,4,2,0,0,0,22,8,6,57.1
ENG-Premier League,2425,Manchester City,Joško Gvardiol,,,22.0,2002.0,36.4,2,0,0,16,27,3,22,44,39,0,0,0,137,54,41,56.8
ENG-Premier League,2425,Manchester City,Kevin De Bruyne,,,33.0,1991.0,18.9,2,0,0,17,18,5,145,7,9,0,0,0,64,5,16,23.8
ENG-Premier League,2425,Manchester City,Kyle Walker,,,34.0,1990.0,10.8,3,0,0,6,5,1,14,3,10,0,0,0,46,9,7,56.3
ENG-Premier League,2425,Manchester City,Manuel Akanji,,,29.0,1995.0,22.4,3,0,0,17,9,0,11,9,12,0,0,0,103,30,33,47.6
ENG-Premier League,2425,Manchester City,Mateo Kovačić,,,30.0,1994.0,24.4,5,1,0,24,26,0,0,24,38,0,0,0,114,10,9,52.6
ENG-Premier League,2425,Manchester City,Matheus Nunes,,,25.0,1998.0,18.6,4,0,0,30,20,6,45,15,22,0,1,0,70,14,19,42.4
