,,,,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA-Serie A,2425,Atalanta,Federico Cassa,ITA,"MF,FW",18,2006,0.2,9,0,1,2,6,0,9,1,0,0.0,1,100.0,9,61,41,1,2,1,0,0,8,2
ITA-Serie A,2425,Atalanta,Gianluca Scamacca,ITA,FW,25,1999,0.1,2,0,0,1,1,1,2,0,0,,0,,2,1,0,0,0,0,0,0,2,0
ITA-Serie A,2425,Atalanta,Giorgio Scalvini,ITA,DF,20,2003,3.0,228,11,87,116,29,4,228,7,5,71.4,2,28.6,158,685,380,5,1,0,2,0,171,7
ITA-Serie A,2425,Atalanta,Ibrahim Sulemana,GHA,MF,21,2003,3.1,209,5,43,137,30,1,209,4,1,25.0,1,25.0,135,830,421,2,6,0,7,3,155,2
ITA-Serie A,2425,Atalanta,Isak Hien,SWE,DF,25,1999,25.9,1546,164,766,752,40,15,1546,11,6,54.5,3,27.3,845,4060,1781,7,8,1,23,9,923,3
ITA-Serie A,2425,Atalanta,Juan Cuadrado,COL,"DF,MF",36,1988,9.2,722,15,117,277,332,40,722,40,17,42.5,12,30.0,462,2411,1511,41,43,15,14,10,509,90
ITA-Serie A,2425,Atalanta,Juan Musso,ARG,GK,30,1994,1.0,35,30,35,0,0,0,35,0,0,,0,,12,91,48,0,0,0,0,0,10,0
ITA-Serie A,2425,Atalanta,Lazar Samardzic,SRB,MF,22,2002,13.0,867,6,61,353,459,54,867,60,27,45.0,32,53.3,573,3612,1652,54,40,21,36,19,658,99
ITA-Serie A,2425,Atalanta,Marco Brescianini,ITA,MF,24,2000,11.0,547,8,68,261,226,38,547,26,8,30.8,15,57.7,355,2337,1219,46,30,13,28,19,417,69
ITA-Serie A,2425,Atalanta,Marco Carnesecchi,ITA,GK,24,2000,34.0,1178,1034,1175,3,0,0,1178,0,0,,0,,678,3476,1966,0,0,0,0,0,578,0
ITA-Serie A,2425,Atalanta,Marco Palestra,ITA,DF,19,2005,2.5,137,4,30,54,53,12,137,12,4,33.3,5,41.7,89,644,411,13,6,6,3,1,94,14
ITA-Serie A,2425,Atalanta,Mario Pašalić,CRO,MF,29,1995,21.9,1580,46,278,923,391,70,1579,18,5,27.8,12,66.7,1048,5542,2729,44,52,6,24,22,1212,68
ITA-Serie A,2425,Atalanta,Marten de Roon,NED,"MF,DF",33,1991,34.0,2538,89,615,1479,463,19,2538,13,6,46.2,6,46.2,1475,6603,3579,37,51,1,24,9,1754,32
ITA-Serie A,2425,Atalanta,Mateo Retegui,ITA,FW,25,1999,26.5,874,19,30,378,474,173,869,30,12,40.0,12,40.0,557,2233,472,21,12,11,96,48,704,199
ITA-Serie A,2425,Atalanta,Matteo Ruggeri,ITA,DF,22,2002,19.5,1479,50,384,634,471,13,1479,11,6,54.5,4,36.4,785,3979,2046,60,34,0,13,4,973,104
ITA-Serie A,2425,Atalanta,Mitchel Bakker,NED,MF,24,2000,0.2,10,0,2,5,3,0,10,0,0,,0,,6,23,15,0,0,0,0,0,7,1
ITA-Serie A,2425,Atalanta,Nicolò Zaniolo,ITA,"FW,MF",25,1999,4.0,153,0,3,62,90,25,153,16,6,37.5,7,43.8,118,584,237,7,6,5,18,14,147,33
ITA-Serie A,2425,Atalanta,Odilon Kossounou,CIV,DF,23,2001,12.5,790,49,274,426,93,15,790,12,5,41.7,7,58.3,456,2228,1135,13,7,4,12,3,532,14
ITA-Serie A,2425,Atalanta,Rafael Tolói,ITA,DF,33,1990,5.2,340,19,108,182,55,3,340,3,2,66.7,1,33.3,195,836,444,5,6,0,6,3,234,5
ITA-Serie A,2425,Atalanta,Raoul Bellanova,ITA,DF,24,2000,26.7,1469,46,334,582,570,48,1469,48,21,43.8,23,47.9,822,5166,2770,83,51,8,29,11,940,191
ITA-Serie A,2425,Atalanta,Rui Patrício,POR,GK,36,1988,3.0,107,86,107,0,0,0,107,0,0,,0,,68,367,197,0,0,0,0,0,59,0
ITA-Serie A,2425,Atalanta,Sead Kolašinac,BIH,DF,31,1993,21.1,1458,71,483,761,230,27,1458,15,3,20.0,12,80.0,878,4210,2812,52,52,2,17,16,1001,47
ITA-Serie A,2425,Atalanta,Stefan Posch,AUT,DF,27,1997,4.3,299,21,113,142,46,4,299,2,1,50.0,1,50.0,202,1298,728,5,7,0,3,5,199,5
ITA-Serie A,2425,Atalanta,Vanja Vlahović,SRB,"FW,MF",20,2004,0.7,18,0,0,4,14,7,18,2,0,0.0,1,50.0,13,40,13,0,0,0,6,1,12,5
ITA-Serie A,2425,Atalanta,Éderson,BRA,MF,25,1999,32.0,2308,63,490,1273,572,56,2308,52,23,44.2,26,50.0,1490,7017,3366,40,57,12,44,41,1702,79
ITA-Serie A,2425,Bologna,Benjamín Domínguez,ARG,FW,20,2003,14.2,555,6,34,200,335,55,555,74,28,37.8,41,55.4,396,2428,1263,50,26,23,45,33,420,123
ITA-Serie A,2425,Bologna,Charalampos Lykogiannis,GRE,DF,30,1993,11.6,810,32,216,362,237,11,810,8,4,50.0,2,25.0,368,1410,611,10,8,1,7,3,471,36
ITA-Serie A,2425,Bologna,Dan Ndoye,SUI,FW,23,2000,23.8,1021,4,74,410,560,105,1019,96,37,38.5,43,44.8,755,5756,3035,132,54,50,82,46,825,231
ITA-Serie A,2425,Bologna,Davide Calabria,ITA,DF,27,1996,7.0,490,10,141,243,111,4,490,3,0,0.0,3,100.0,271,1208,586,7,7,0,10,3,285,20
ITA-Serie A,2425,Bologna,Emil Holm,SWE,DF,24,2000,12.6,909,44,269,384,266,26,909,25,10,40.0,10,40.0,442,2401,1188,29,18,5,26,14,490,43
ITA-Serie A,2425,Bologna,Estanis,ESP,FW,20,2003,0.1,13,0,0,1,12,6,13,3,2,66.7,1,33.3,5,39,20,1,0,1,0,0,6,1
ITA-Serie A,2425,Bologna,Federico Ravaglia,ITA,GK,24,1999,11.7,488,336,480,8,0,0,488,2,2,100.0,0,0.0,332,1759,960,0,0,0,0,0,311,0
ITA-Serie A,2425,Bologna,Giovanni Fabbian,ITA,MF,21,2003,11.4,328,5,41,153,142,47,328,16,2,12.5,9,56.3,198,1292,356,14,6,5,30,18,236,43
ITA-Serie A,2425,Bologna,Jens Odgaard,DEN,"MF,FW",25,1999,21.7,759,11,60,340,368,68,759,53,15,28.3,29,54.7,454,2628,1024,35,26,12,56,33,548,99
ITA-Serie A,2425,Bologna,Jesper Karlsson,SWE,FW,26,1998,3.3,128,1,14,48,68,6,128,6,2,33.3,3,50.0,97,557,207,6,8,0,6,9,106,31
ITA-Serie A,2425,Bologna,Jhon Lucumí,COL,DF,26,1998,29.0,2294,195,886,1330,97,22,2294,14,10,71.4,2,14.3,1464,7785,4142,34,23,0,13,4,1557,7
ITA-Serie A,2425,Bologna,Juan Miranda,ESP,DF,24,2000,25.3,2080,62,588,848,655,20,2080,20,7,35.0,12,60.0,1047,3726,1792,34,27,4,23,8,1270,88
ITA-Serie A,2425,Bologna,Kacper Urbanski,POL,MF,19,2004,2.7,163,6,23,68,73,10,163,5,3,60.0,2,40.0,107,551,201,5,2,0,8,3,110,19
ITA-Serie A,2425,Bologna,Lewis Ferguson,SCO,MF,24,1999,10.9,748,13,91,469,193,18,747,9,5,55.6,2,22.2,471,2769,1173,20,21,2,13,10,527,26
ITA-Serie A,2425,Bologna,Lorenzo De Silvestri,ITA,DF,36,1988,11.8,657,31,198,318,142,11,657,5,1,20.0,4,80.0,313,1164,444,4,7,0,7,2,380,30
ITA-Serie A,2425,Bologna,Martin Erlic,CRO,DF,26,1998,3.7,268,22,102,153,13,7,268,1,0,0.0,0,0.0,179,832,465,4,1,0,2,0,201,1
ITA-Serie A,2425,Bologna,Michel Aebischer,SUI,MF,27,1997,8.0,485,11,74,302,114,10,485,6,3,50.0,2,33.3,291,1201,508,8,12,2,5,7,346,17
ITA-Serie A,2425,Bologna,Nicolò Cambiaghi,ITA,FW,23,2000,6.9,334,1,38,106,195,36,334,25,11,44.0,8,32.0,241,1731,884,45,9,15,16,11,257,63
ITA-Serie A,2425,Bologna,Nicolò Casale,ITA,DF,26,1998,10.0,615,62,296,307,20,9,615,3,3,100.0,0,0.0,328,1545,675,3,1,0,9,1,353,2
ITA-Serie A,2425,Bologna,Nikola Moro,CRO,MF,26,1998,13.4,923,19,148,579,201,3,923,12,7,58.3,4,33.3,486,2144,968,17,11,0,11,4,592,21
ITA-Serie A,2425,Bologna,Oussama El Azzouzi,MAR,MF,23,2001,0.2,20,0,3,15,2,0,20,0,0,,0,,14,81,20,0,0,0,0,0,18,0
ITA-Serie A,2425,Bologna,Remo Freuler,SUI,MF,32,1992,35.6,2245,67,394,1419,448,32,2245,13,5,38.5,7,53.8,1216,5508,2556,39,44,1,32,14,1506,56
ITA-Serie A,2425,Bologna,Riccardo Orsolini,ITA,FW,27,1997,20.9,916,9,85,349,494,88,913,73,33,45.2,35,47.9,589,3830,1777,61,27,25,48,25,675,186
ITA-Serie A,2425,Bologna,Sam Beukema,NED,DF,25,1998,33.5,2419,158,920,1363,147,32,2419,2,1,50.0,0,0.0,1519,9080,4593,27,33,1,12,8,1625,9
ITA-Serie A,2425,Bologna,Samuel Iling-Junior,ENG,"FW,MF",20,2003,1.3,110,0,7,31,73,6,110,7,3,42.9,4,57.1,64,367,190,5,4,1,3,1,79,27
ITA-Serie A,2425,Bologna,Santiago Castro,ARG,FW,19,2004,25.5,722,23,55,312,363,101,721,43,18,41.9,22,51.2,428,1867,599,17,23,8,70,64,519,136
ITA-Serie A,2425,Bologna,Stefan Posch,AUT,DF,27,1997,7.9,602,33,186,290,133,13,602,11,3,27.3,8,72.7,295,1505,581,11,8,1,9,12,348,35
ITA-Serie A,2425,Bologna,Thijs Dallinga,NED,FW,23,2000,12.8,439,15,28,199,214,65,439,11,2,18.2,9,81.8,243,1033,213,9,6,8,42,22,343,84
ITA-Serie A,2425,Bologna,Tommaso Pobega,ITA,MF,25,1999,13.1,608,24,106,368,141,20,608,8,3,37.5,4,50.0,293,1224,517,12,10,2,13,6,358,23
ITA-Serie A,2425,Bologna,Łukasz Skorupski,POL,GK,33,1991,26.3,1155,870,1146,9,0,0,1155,1,1,100.0,0,0.0,778,3571,1920,0,0,0,0,0,750,0
ITA-Serie A,2425,Cagliari,Adam Obert,SVK,DF,21,2002,12.0,710,67,309,312,105,13,710,14,5,35.7,9,64.3,298,1488,797,12,9,0,26,7,330,19
ITA-Serie A,2425,Cagliari,Alen Sherri,ALB,GK,26,1997,6.9,244,212,242,3,0,0,244,0,0,,0,,137,609,299,0,0,0,0,0,115,0
ITA-Serie A,2425,Cagliari,Alessandro Deiola,ITA,MF,28,1995,15.9,686,49,189,352,152,20,686,4,3,75.0,1,25.0,332,1201,553,11,4,1,15,11,398,36
ITA-Serie A,2425,Cagliari,Antoine Makoumbou,CGO,MF,26,1998,23.9,1367,59,452,714,210,4,1367,19,10,52.6,8,42.1,818,3733,1324,11,18,0,17,24,957,14
ITA-Serie A,2425,Cagliari,Elia Caprile,ITA,GK,22,2001,18.0,756,620,754,2,0,0,756,0,0,,0,,408,1899,1065,0,0,0,1,0,335,0
ITA-Serie A,2425,Cagliari,Florinel Coman,ROU,"FW,MF",26,1998,2.9,121,2,23,50,50,8,121,5,2,40.0,2,40.0,84,472,178,5,8,2,12,6,98,22
ITA-Serie A,2425,Cagliari,Gabriele Zappa,ITA,DF,24,1999,34.0,2017,120,803,887,342,34,2017,29,13,44.8,14,48.3,1100,5589,3187,57,39,4,31,7,1191,82
ITA-Serie A,2425,Cagliari,Gianluca Gaetano,ITA,"MF,FW",24,2000,11.2,490,10,44,225,224,43,490,27,14,51.9,13,48.1,297,1318,435,11,15,7,31,16,356,82
ITA-Serie A,2425,Cagliari,Gianluca Lapadula,PER,"FW,MF",34,1990,3.4,96,1,6,32,58,22,96,2,2,100.0,0,0.0,43,229,112,7,2,5,6,1,71,16
ITA-Serie A,2425,Cagliari,Giuseppe Ciocci,ITA,GK,22,2002,0.1,1,0,1,0,0,0,1,0,0,,0,,1,3,2,0,0,0,0,0,1,0
ITA-Serie A,2425,Cagliari,José Luis Palomino,ARG,DF,34,1990,12.0,707,101,417,265,31,5,707,1,0,0.0,1,100.0,384,1724,735,4,4,0,3,1,422,1
ITA-Serie A,2425,Cagliari,Kingstone Mutandwa,ZAM,"FW,MF",21,2003,1.4,44,0,4,24,16,4,44,3,1,33.3,2,66.7,25,183,41,1,1,0,7,0,31,7
ITA-Serie A,2425,Cagliari,Leonardo Pavoletti,ITA,"FW,MF",35,1988,4.9,225,4,15,107,104,28,225,1,0,0.0,0,0.0,86,189,63,1,2,0,18,2,168,26
ITA-Serie A,2425,Cagliari,Mateusz Wieteska,POL,DF,27,1997,2.0,116,18,64,51,2,2,116,0,0,,0,,69,426,205,1,0,0,1,0,70,0
ITA-Serie A,2425,Cagliari,Matteo Prati,ITA,MF,20,2003,6.3,313,12,89,177,48,3,313,11,3,27.3,6,54.5,155,569,244,2,3,0,4,2,177,7
ITA-Serie A,2425,Cagliari,Mattia Felici,ITA,"MF,FW",23,2001,10.3,422,13,76,151,202,37,422,57,19,33.3,30,52.6,259,1802,962,39,18,19,26,10,280,75
ITA-Serie A,2425,Cagliari,Michel Ndary Adopo,FRA,MF,24,2000,26.8,1222,51,268,713,254,32,1222,42,19,45.2,20,47.6,656,2774,1212,20,21,1,39,26,783,61
ITA-Serie A,2425,Cagliari,Nadir Zortea,ITA,"DF,MF",25,1999,30.1,1115,43,260,487,387,31,1115,87,38,43.7,47,54.0,661,3945,1877,69,38,8,57,31,732,144
ITA-Serie A,2425,Cagliari,Nicola Pintus,ITA,DF,19,2005,0.0,3,1,3,0,0,0,3,0,0,,0,,1,0,0,0,0,0,0,0,1,0
ITA-Serie A,2425,Cagliari,Nicolas Viola,ITA,"FW,MF",34,1989,14.1,595,8,57,294,255,34,595,30,11,36.7,16,53.3,326,1527,700,21,17,7,30,21,389,70
ITA-Serie A,2425,Cagliari,Paulo Azzi,BRA,DF,30,1994,4.7,242,19,66,97,84,8,242,13,8,61.5,4,30.8,119,804,450,15,10,3,3,4,135,26
ITA-Serie A,2425,Cagliari,Roberto Piccoli,ITA,FW,23,2001,34.7,919,29,76,468,385,144,918,63,14,22.2,41,65.1,511,2406,774,30,27,14,114,46,666,165
ITA-Serie A,2425,Cagliari,Răzvan Marin,ROU,MF,28,1996,15.6,860,20,168,462,241,22,858,24,13,54.2,11,45.8,471,2414,1106,22,19,4,18,16,544,29
ITA-Serie A,2425,Cagliari,Sebastiano Luperto,ITA,DF,27,1996,36.0,1913,251,1065,777,81,29,1913,6,1,16.7,4,66.7,1060,4923,2539,22,15,2,12,3,1190,11
ITA-Serie A,2425,Cagliari,Simone Scuffet,ITA,GK,28,1996,13.0,442,382,438,4,0,0,442,0,0,,0,,201,1040,641,0,0,0,0,0,178,0
ITA-Serie A,2425,Cagliari,Tommaso Augello,ITA,DF,29,1994,30.1,1902,103,657,697,569,12,1902,43,24,55.8,18,41.9,882,4179,2239,58,37,3,27,18,1020,113
ITA-Serie A,2425,Cagliari,Yerry Mina,COL,DF,29,1994,28.5,1797,332,1047,686,89,43,1797,8,3,37.5,2,25.0,948,4858,2737,17,11,0,20,13,969,9
ITA-Serie A,2425,Cagliari,Zito Luvumbo,ANG,"FW,MF",22,2002,17.8,477,4,44,166,277,67,477,63,25,39.7,25,39.7,347,2694,1426,70,21,35,67,29,367,125
ITA-Serie A,2425,Como,Alberto Cerri,ITA,FW,28,1996,1.0,36,1,4,12,21,9,36,0,0,,0,,20,54,10,0,0,1,2,3,29,11
ITA-Serie A,2425,Como,Alberto Dossena,ITA,DF,25,1998,20.3,1220,173,677,517,31,20,1220,6,4,66.7,2,33.3,693,2716,1465,4,1,0,8,3,776,1
ITA-Serie A,2425,Como,Alberto Moreno,ESP,DF,32,1992,19.2,1224,58,391,563,283,17,1224,7,3,42.9,3,42.9,722,3027,1350,23,30,4,18,3,805,58
ITA-Serie A,2425,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994,1.6,64,3,5,25,36,7,64,0,0,,0,,43,247,128,5,2,1,2,3,44,13
ITA-Serie A,2425,Como,Alessio Iovine,ITA,"DF,FW",33,1991,4.3,266,13,86,120,62,4,266,1,1,100.0,0,0.0,120,637,339,9,8,2,1,0,149,8
ITA-Serie A,2425,Como,Ali Jasim,IRQ,"FW,DF",20,2004,0.1,11,0,6,4,1,0,11,0,0,,0,,7,54,36,1,0,0,0,0,8,1
ITA-Serie A,2425,Como,Alieu Fadera,GAM,"FW,DF",22,2001,18.3,844,16,148,326,391,60,844,68,26,38.2,34,50.0,544,3868,2239,74,34,32,41,33,533,160
ITA-Serie A,2425,Como,Anastasios Douvikas,GRE,FW,24,1999,6.4,182,2,13,73,99,34,182,9,5,55.6,4,44.4,113,498,174,8,8,8,25,12,134,36
ITA-Serie A,2425,Como,Andrea Belotti,ITA,FW,30,1993,6.6,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33
ITA-Serie A,2425,Como,Assane Diao,SEN,"FW,MF",18,2005,13.9,523,16,65,191,273,58,523,72,19,26.4,35,48.6,376,2757,1349,50,33,27,50,38,396,116
ITA-Serie A,2425,Como,Ben Lhassine Kone,CIV,MF,24,2000,0.6,35,2,8,22,6,0,35,1,1,100.0,0,0.0,25,115,17,0,0,0,5,5,23,1
ITA-Serie A,2425,Como,Daniele Baselli,ITA,MF,32,1992,0.2,31,1,6,23,2,0,31,0,0,,0,,22,134,45,2,0,0,1,0,24,0
ITA-Serie A,2425,Como,Dele Alli,ENG,MF,28,1996,0.1,4,0,0,2,2,0,4,0,0,,0,,3,7,4,0,0,0,1,0,4,1
ITA-Serie A,2425,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,1757,154,848,800,117,25,1757,7,3,42.9,4,57.1,1008,5274,2711,20,16,0,10,8,1189,8
ITA-Serie A,2425,Como,Emil Audero,IDN,GK,27,1997,8.0,269,219,268,1,0,0,269,0,0,,0,,177,821,476,0,0,0,0,0,162,0
ITA-Serie A,2425,Como,Federico Barba,ITA,DF,30,1993,4.8,320,33,155,144,21,5,320,0,0,,0,,201,999,567,5,2,0,1,1,215,5
ITA-Serie A,2425,Como,Fellipe Jack,BRA,DF,18,2006,1.9,127,10,74,48,5,1,127,1,0,0.0,1,100.0,62,281,188,2,1,0,5,0,71,1
ITA-Serie A,2425,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,29.1,1483,27,197,595,704,93,1483,82,36,43.9,33,40.2,1033,5397,2707,80,42,33,49,53,1110,190
ITA-Serie A,2425,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,841,44,270,392,194,14,841,28,13,46.4,12,42.9,432,2197,1039,19,12,5,21,10,463,34
ITA-Serie A,2425,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,475,29,184,224,70,10,475,2,0,0.0,2,100.0,231,838,306,3,5,0,8,3,256,9
ITA-Serie A,2425,Como,Jean Butez,FRA,GK,29,1995,18.5,799,641,791,9,0,0,799,0,0,,0,,534,2755,1559,0,0,0,1,0,447,0
ITA-Serie A,2425,Como,Jonathan Ikone,FRA,FW,26,1998,6.0,257,4,26,110,125,31,257,29,8,27.6,20,69.0,168,1060,612,23,11,12,9,14,188,55
ITA-Serie A,2425,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,235,9,56,134,49,10,235,5,4,80.0,1,20.0,132,599,245,2,5,0,3,5,170,14
ITA-Serie A,2425,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,1929,54,377,1031,528,40,1929,30,12,40.0,17,56.7,1200,6198,3078,63,52,13,20,16,1382,85
ITA-Serie A,2425,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,2010,305,1004,932,85,26,2010,5,4,80.0,1,20.0,1136,5290,2703,17,8,1,12,5,1313,4
ITA-Serie A,2425,Como,Marco Sala,ITA,DF,25,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16
ITA-Serie A,2425,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,175,4,43,108,25,3,175,4,1,25.0,2,50.0,88,362,187,2,4,1,3,2,112,0
ITA-Serie A,2425,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,698,9,134,368,205,24,698,33,14,42.4,15,45.5,455,2082,883,15,17,1,29,17,512,46
ITA-Serie A,2425,Como,Máximo Perrone,ARG,MF,21,2003,20.6,1502,62,372,932,205,15,1502,8,3,37.5,5,62.5,934,3623,1660,16,18,1,20,16,1165,19
ITA-Serie A,2425,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,521,32,148,230,147,14,521,11,3,27.3,7,63.6,293,1217,592,16,11,4,4,4,343,40
ITA-Serie A,2425,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,1683,21,225,821,667,85,1682,135,69,51.1,58,43.0,1093,6153,2878,77,62,16,101,45,1265,171
ITA-Serie A,2425,Como,Oliver Abildgaard,DEN,MF,28,1996,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2425,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,692,5,28,281,388,119,691,24,9,37.5,12,50.0,445,2251,1067,53,16,26,62,26,508,155
ITA-Serie A,2425,Como,Pepe Reina,ESP,GK,41,1982,11.5,381,307,380,1,0,0,381,1,0,0.0,0,0.0,245,1361,757,0,0,0,0,0,193,0
ITA-Serie A,2425,Como,Sergi Roberto,ESP,MF,32,1992,7.7,582,19,114,348,123,9,582,10,3,30.0,6,60.0,340,1514,775,10,13,2,14,5,429,19
ITA-Serie A,2425,Como,Simone Verdi,ITA,"MF,FW",32,1992,1.3,75,2,7,37,32,1,75,2,2,100.0,0,0.0,44,270,150,3,4,1,0,4,51,13
ITA-Serie A,2425,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,836,42,204,510,130,16,836,15,9,60.0,3,20.0,525,2734,1250,18,13,2,22,7,553,18
ITA-Serie A,2425,Como,Álex Valle,ESP,DF,20,2004,11.4,799,26,276,375,155,12,799,18,9,50.0,9,50.0,425,2246,1068,19,20,5,18,8,460,30
ITA-Serie A,2425,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,1058,67,290,615,166,26,1058,12,5,41.7,6,50.0,441,2181,847,18,12,1,26,18,542,24
ITA-Serie A,2425,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,1410,245,881,531,8,7,1410,0,0,,0,,592,2728,1078,3,2,0,8,3,668,1
ITA-Serie A,2425,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,217,6,10,104,105,22,217,13,5,38.5,7,53.8,114,568,245,5,4,1,13,7,171,39
ITA-Serie A,2425,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,1183,915,1167,16,1,0,1183,1,1,100.0,0,0.0,701,3465,2107,0,0,0,2,0,620,0
ITA-Serie A,2425,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002,2.1,84,0,11,29,46,6,84,20,7,35.0,11,55.0,50,455,215,8,2,5,8,9,65,19
ITA-Serie A,2425,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,35.7,1390,87,334,676,391,51,1390,35,20,57.1,13,37.1,570,2433,864,22,18,9,54,24,676,108
ITA-Serie A,2425,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,628,25,132,357,153,17,628,41,16,39.0,22,53.7,327,1839,1043,28,17,6,25,11,385,35
ITA-Serie A,2425,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,2,0,0,1,1,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,1
ITA-Serie A,2425,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,32.0,1579,88,448,630,521,33,1579,51,17,33.3,24,47.1,673,4110,2076,77,33,12,46,32,778,143
ITA-Serie A,2425,Empoli,Ismael Konate,CIV,"FW,MF",18,2006,1.3,51,3,10,20,22,4,51,2,2,100.0,0,0.0,23,115,74,5,2,2,5,1,35,7
ITA-Serie A,2425,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,14,1,4,10,0,0,14,0,0,,0,,5,25,1,0,0,0,0,0,5,0
ITA-Serie A,2425,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,639,14,93,298,260,43,639,48,23,47.9,19,39.6,364,2344,1117,34,25,15,39,33,426,88
ITA-Serie A,2425,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,24,17,24,0,0,0,24,0,0,,0,,12,53,44,0,0,0,0,0,9,0
ITA-Serie A,2425,Empoli,Junior Sambia,FRA,"DF,FW",27,1996,4.3,244,5,25,126,95,8,244,19,7,36.8,8,42.1,105,512,232,5,6,1,8,6,113,20
ITA-Serie A,2425,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,1197,43,229,697,279,16,1197,11,6,54.5,3,27.3,490,2120,909,18,17,4,22,9,671,54
ITA-Serie A,2425,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,1187,81,343,485,381,56,1187,51,14,27.5,34,66.7,542,3590,1884,53,34,7,40,21,635,97
ITA-Serie A,2425,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,837,18,77,417,355,83,836,50,24,48.0,25,50.0,438,2185,856,27,28,10,88,52,547,116
ITA-Serie A,2425,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,4,0,3,1,0,0,4,0,0,,0,,3,7,5,0,0,0,0,0,4,0
ITA-Serie A,2425,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,609,64,290,286,35,5,609,10,5,50.0,3,30.0,299,1326,722,12,5,0,7,3,311,3
ITA-Serie A,2425,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,162,130,162,0,0,0,162,0,0,,0,,103,565,359,0,0,0,0,0,93,0
ITA-Serie A,2425,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,394,35,165,187,44,9,394,4,1,25.0,2,50.0,161,719,257,4,3,0,5,4,191,7
ITA-Serie A,2425,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,1506,260,798,663,58,12,1506,11,6,54.5,3,27.3,633,3228,1714,17,9,0,20,17,752,10
ITA-Serie A,2425,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,155,4,45,86,25,1,155,1,0,0.0,0,0.0,73,258,105,2,1,0,3,3,83,2
ITA-Serie A,2425,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,263,7,32,139,98,15,263,15,7,46.7,8,53.3,150,1084,419,18,10,6,15,8,194,32
ITA-Serie A,2425,Empoli,Petar Stojanović,SVN,MF,28,1995,0.0,3,1,2,1,0,0,3,0,0,,0,,2,5,1,0,0,0,0,0,1,0
ITA-Serie A,2425,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,128,4,7,66,58,14,128,14,5,35.7,7,50.0,80,682,215,12,6,6,16,15,91,28
ITA-Serie A,2425,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,1200,108,607,550,59,13,1200,10,4,40.0,4,40.0,564,2689,1198,12,13,2,19,5,663,9
ITA-Serie A,2425,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,83,16,37,38,9,0,83,0,0,,0,,32,279,157,2,0,0,2,0,33,3
